"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"bac_ASV_589",28.2936963477744,5.26848017864321,"bac_ASV_589","bac","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Unassigned","Unassigned","bac",10,0.292824822236587,942.978685411815,10
"bac_ASV_59",-2.26953392443635,-28.7827311510031,"bac_ASV_59","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Telmatobacter","Telmatobacter_bradus","bac",11,0.274711946634324,820.405342400357,11
"bac_ASV_60",11.1481789752211,28.5429390922823,"bac_ASV_60","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_resinovorum","bac",3,0.19807608220376,1329.86901959816,3
"bac_ASV_608",-4.08273801032726,-29.9927251516964,"bac_ASV_608","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Unassigned","Unassigned","bac",14,0.303010033444816,285.682696226916,14
"bac_ASV_61",11.4463411957714,-2.8154014504356,"bac_ASV_61","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac",9,0.284369114877589,359.720417240117,9
"bac_ASV_617",-14.1602437253745,14.40530937099,"bac_ASV_617","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",10,0.281891723708774,855.542382540425,10
"bac_ASV_619",13.5416054415283,10.5821237602454,"bac_ASV_619","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",19,0.312629399585921,1942.85867377988,19
"bac_ASV_62",-6.10484224580343,-28.5389534658403,"bac_ASV_62","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",19,0.316561844863732,672.442796674122,19
"bac_ASV_623",12.6524027929603,13.6407655986649,"bac_ASV_623","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",12,0.294729993493819,348.573097990365,12
"bac_ASV_63",0.0965372964457636,-27.603737526477,"bac_ASV_63","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.237795275590551,46.4010459557557,2
"bac_ASV_64",34.9888842025833,25.5288558145018,"bac_ASV_64","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Unassigned","Rhizomicrobium","Unassigned","bac",0,0,0,0
"bac_ASV_65",-3.46242035402931,-3.53558793638161,"bac_ASV_65","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",3,0.220009713453133,251.261077384742,3
"bac_ASV_651",-10.3416487837226,21.8398902667291,"bac_ASV_651","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",23,0.304640215198386,801.318586210521,23
"bac_ASV_66",-22.8125580325227,-42.7269800134019,"bac_ASV_66","bac","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Bacillus_funiculus","bac",9,0.289456869009585,519.540701778161,9
"bac_ASV_661",-14.1800103407179,-20.5458779682631,"bac_ASV_661","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",16,0.305874409182984,244.49869839375,16
"bac_ASV_663",43.6935117014882,3.96704234137404,"bac_ASV_663","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",0,0,0,0
"bac_ASV_67",-16.6335739187202,12.1017652129669,"bac_ASV_67","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Unassigned","bac",2,0.23338485316847,6.92014418894558,2
"bac_ASV_68",-1.69329522566677,-11.8025217609396,"bac_ASV_68","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",3,0.20656634746922,504.040621449515,3
"bac_ASV_69",-2.0893814583531,-1.13679625470563,"bac_ASV_69","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_insulae","bac",3,0.208852005532503,150.608186669022,3
"bac_ASV_694",27.7596168929768,-2.60959819861212,"bac_ASV_694","bac","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned","bac",6,0.274047186932849,84.7898996701354,6
"bac_ASV_7",21.0324760897171,29.920201797051,"bac_ASV_7","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unassigned","Unassigned","bac",1,0.16126735493058,0,1
"bac_ASV_70",-29.2538104176436,-42.0022391251185,"bac_ASV_70","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",1,0.213780084945729,0,1
"bac_ASV_707",-6.00452522873535,-37.0036403254097,"bac_ASV_707","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Unassigned","Unassigned","bac",14,0.300198807157058,238.762380622312,14
"bac_ASV_71",4.50280337549899,42.4097455210657,"bac_ASV_71","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium_laguerreae","bac",3,0.20525600362483,295.224259263287,3
"bac_ASV_72",3.20737347232478,32.103354631057,"bac_ASV_72","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned","bac",1,0.181272509003601,0,1
"bac_ASV_723",10.4445623802538,-16.5872902089161,"bac_ASV_723","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_725",25.5762241744172,26.2586734779254,"bac_ASV_725","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,1,0,1
"bac_ASV_73",4.51363394715334,-14.2924872520876,"bac_ASV_73","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",3,0.236060448150078,731.115058445989,3
"bac_ASV_735",-26.4031802021203,-34.6177141192156,"bac_ASV_735","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",12,0.289827255278311,70.8705391491766,12
"bac_ASV_74",-13.5860520901221,-36.6100088443047,"bac_ASV_74","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",21,0.316120027913468,1064.52244080492,21
"bac_ASV_75",-19.104369868191,-21.7690816349101,"bac_ASV_75","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",18,0.302605210420842,406.7199426302,18
"bac_ASV_757",13.0565197357381,-6.83829998835884,"bac_ASV_757","bac","Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","Thiobacillus","Thiobacillus_thioparus","bac",5,0.273716012084592,168.097353809304,5
"bac_ASV_76",-3.36579407995543,14.0911457206022,"bac_ASV_76","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Unassigned","Unassigned","bac",3,0.20451467268623,251.420172279109,3
"bac_ASV_763",32.8189057867463,2.41943512262246,"bac_ASV_763","bac","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Unassigned","bac",2,0.203047960555805,158.401545618753,2
"bac_ASV_77",-7.38767569399019,17.1114463846557,"bac_ASV_77","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium_quisquiliarum","bac",15,0.302201467645097,980.276314689905,15
"bac_ASV_772",-17.252855585293,15.5228591670113,"bac_ASV_772","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Unassigned","Unassigned","Unassigned","bac",9,0.286527514231499,240.108159412243,9
"bac_ASV_78",11.4608239425902,32.7229964309689,"bac_ASV_78","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",4,0.195006457167456,668.160455426375,4
"bac_ASV_79",-6.5442928753119,-39.9320562891856,"bac_ASV_79","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",11,0.29244673983215,69.0360331283691,11
"bac_ASV_80",13.34151720098,33.9703738798533,"bac_ASV_80","bac","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Arthrobacter_cryotolerans","bac",5,0.198771390960948,388.648006370285,5
"bac_ASV_81",28.2553082895622,-12.5311436848803,"bac_ASV_81","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_manausense","bac",2,0.221732745961821,452,2
"bac_ASV_812",13.3004708595096,-1.02971997225189,"bac_ASV_812","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",13,0.278426551936079,483.633685091243,13
"bac_ASV_82",21.9403758860188,0.185476692891184,"bac_ASV_82","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Unassigned","Unassigned","bac",14,0.298615688859591,310.844483569261,14
"bac_ASV_83",-9.99142566640105,13.1342574654668,"bac_ASV_83","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",5,0.226386806596702,379.590529942487,5
"bac_ASV_840",24.719289068524,-0.392721042058084,"bac_ASV_840","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned","bac",11,0.287984742530197,866.198771806656,11
"bac_ASV_842",7.61958848566214,11.3551838623054,"bac_ASV_842","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",7,0.272399278412507,388.584982680295,7
"bac_ASV_846",9.78754797707417,-7.06509304254391,"bac_ASV_846","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned","bac",5,0.229832572298326,700.826828690853,5
"bac_ASV_85",13.2081935666869,-9.5883922125209,"bac_ASV_85","bac","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned","bac",3,0.253497481813095,10.9006701370089,3
"bac_ASV_858",21.7307463527075,37.9872955838417,"bac_ASV_858","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.135995196637646,182.300387664567,2
"bac_ASV_86",-3.49736272809427,26.250181836264,"bac_ASV_86","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",6,0.25321408608161,139.574676081979,6
"bac_ASV_87",14.608035374548,40.431772177641,"bac_ASV_87","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",7,0.199296084469864,1099.49660266443,7
"bac_ASV_874",7.97661158161313,9.85570668837328,"bac_ASV_874","bac","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unassigned","Unassigned","bac",8,0.26948245092207,155.044028622048,8
"bac_ASV_88",-27.1126459574721,-31.4312999158414,"bac_ASV_88","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",13,0.299405155320555,170.23618939572,13
"bac_ASV_9",-2.36246301817843,-24.0870266900458,"bac_ASV_9","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",4,0.230299949161159,66.0265053231415,4
"bac_ASV_92",-15.8633802660111,22.4237081690703,"bac_ASV_92","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",19,0.301798800799467,757.358688647821,19
"bac_ASV_93",-8.20068485036895,5.56591936332206,"bac_ASV_93","bac","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","Unassigned","bac",2,0.230299949161159,6.7203957514593,2
"bac_ASV_94",31.5467896183338,26.9351085142915,"bac_ASV_94","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_95",2.11308396689815,-28.8864605997654,"bac_ASV_95","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Terrimonas_lutea","bac",2,0.219796215429403,0.890397100652571,2
"bac_ASV_96",42.7678232033202,9.47814720549463,"bac_ASV_96","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_99",-1.92048291220677,-33.2952938337294,"bac_ASV_99","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",9,0.269803454437165,770.364266073641,9
"fun_ASV_1",28.4040196255639,30.5732684717979,"fun_ASV_1","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_10",-30.1305130247298,-32.9217228412008,"fun_ASV_10","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",5,0.258709308966305,173.817984742522,5
"fun_ASV_100",-11.2349828222717,25.1998527546926,"fun_ASV_100","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Arcopilus","Arcopilus_cupreus_SH1615623.08FU","fun",24,0.286527514231499,457.918021435688,24
"fun_ASV_101",16.6308076247694,43.4093091257041,"fun_ASV_101","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.243941841680129,998.840387623925,3
"fun_ASV_102",42.3003556779741,20.3010863461177,"fun_ASV_102","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unassigned","fun",0,0,0,0
"fun_ASV_103",-7.24079434480141,-25.2530736059345,"fun_ASV_103","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina_SH1650285.08FU","fun",19,0.271745650869826,3147.4992070216,19
"fun_ASV_104",-6.16274836894961,3.30250490377854,"fun_ASV_104","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",3,0.196529284164859,97.6187491380419,3
"fun_ASV_105",27.3871947905406,-5.49819247873305,"fun_ASV_105","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","Unassigned","fun",3,0.245262587980509,119.527934164271,3
"fun_ASV_106",12.0020999944486,-20.7520922141288,"fun_ASV_106","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","Staphylotrichum_boninense_SH1615643.08FU","fun",0,0,0,0
"fun_ASV_107",15.0739548344013,28.4224472946988,"fun_ASV_107","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Unassigned","fun",1,0.169345794392523,0,1
"fun_ASV_108",6.39525730462399,29.6730711313949,"fun_ASV_108","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Trachelostylidae","Gonostomum","Unassigned","fun",2,0.192356687898089,140.168980722605,2
"fun_ASV_11",12.7697702109118,42.7442805868617,"fun_ASV_11","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.18634306869601,500.095995480528,4
"fun_ASV_112",-11.6684444077688,-26.2192259472513,"fun_ASV_112","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina_SH1650283.08FU","fun",34,0.31006160164271,3652.23184249394,34
"fun_ASV_114",46.5501957147165,2.91082902649101,"fun_ASV_114","fun","Fungi","Ascomycota","Sordariomycetes","Branch06","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_115",-21.3881623518496,21.9427700339683,"fun_ASV_115","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",1,0.220009713453133,0,1
"fun_ASV_116",11.9532795978656,16.0310761248954,"fun_ASV_116","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",6,0.254637436762226,74.1946003331109,6
"fun_ASV_117",39.592093706315,-8.69077683515658,"fun_ASV_117","fun","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_118",40.4173792468399,25.1592650649137,"fun_ASV_118","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocarpon","Unassigned","fun",0,0,0,0
"fun_ASV_119",7.85180076450157,-14.4290523783586,"fun_ASV_119","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Unassigned","Unassigned","Unassigned","fun",3,0.233625580195977,2.25204264177983,3
"fun_ASV_12",30.1797386188165,33.8655369521228,"fun_ASV_12","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_120",18.4060420600088,-6.62511177915773,"fun_ASV_120","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",9,0.245794899620184,100.916663687596,9
"fun_ASV_121",15.1560086557845,38.0023518894285,"fun_ASV_121","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",6,0.23242688558235,3210.95795164003,6
"fun_ASV_122",16.5161056599454,9.20736563642666,"fun_ASV_122","fun","Viridiplantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Hydrogonium","Unassigned","fun",23,0.295885042455911,1498.1393330244,23
"fun_ASV_123",-16.3927654930268,-16.5155808620743,"fun_ASV_123","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",8,0.265377855887522,116.328815064964,8
"fun_ASV_124",16.3143547623889,-24.7908559521571,"fun_ASV_124","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_125",-8.20973670905061,30.82674637422,"fun_ASV_125","fun","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","Chrysosporium_pseudomerdarium_SH1557168.08FU","fun",3,0.243417517463729,168.352794560322,3
"fun_ASV_13",-16.9435055184978,-37.9148697512542,"fun_ASV_13","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_angusta_SH1555953.08FU","fun",19,0.297830374753452,820.090457497784,19
"fun_ASV_131",37.9878737764107,26.7138215383874,"fun_ASV_131","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_132",36.6335375926574,-8.13199393077258,"fun_ASV_132","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_135",-10.9449433419709,18.7317992811631,"fun_ASV_135","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",37,0.296272073250491,1637.79840904824,37
"fun_ASV_136",36.7786489774085,-16.1904784585717,"fun_ASV_136","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","Paraphaeosphaeria_sporulosa_SH1184783.08FU","fun",0,0,0,0
"fun_ASV_138",-12.8707961937336,-34.4695959932705,"fun_ASV_138","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Conlarium","Unassigned","fun",38,0.324266284896206,3229.56414585975,38
"fun_ASV_14",19.3218580135168,32.6071623556241,"fun_ASV_14","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.186189889025894,48.0959954805282,3
"fun_ASV_140",-15.6700826308041,8.04750003831878,"fun_ASV_140","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Trachelostylidae","Gonostomum","Unassigned","fun",0,0,0,0
"fun_ASV_141",-28.7188181038335,-35.8929161020831,"fun_ASV_141","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_oligospora_SH1545678.08FU","fun",5,0.263525305410122,27.1923222213657,5
"fun_ASV_142",43.8911995809222,2.15202061427933,"fun_ASV_142","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_1429",44.355425120883,14.212402892673,"fun_ASV_1429","fun","Fungi","Ascomycota","Sordariomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_143",-31.8919550944559,-28.3374599771553,"fun_ASV_143","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_pyrifolia_SH1580840.08FU","fun",1,0.236306729264476,0,1
"fun_ASV_145",11.1082300004289,1.83352680155602,"fun_ASV_145","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",16,0.279802347127857,2071.29236713222,16
"fun_ASV_146",39.5055595470889,22.0118540203383,"fun_ASV_146","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_147",-8.88592762279654,2.15742468563983,"fun_ASV_147","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_pyrifolia_SH1580840.08FU","fun",9,0.250414593698176,2410.92582470271,9
"fun_ASV_148",4.92175611385066,3.65096690194989,"fun_ASV_148","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_pyrifolia_SH1580840.08FU","fun",5,0.245262587980509,526.122657958068,5
"fun_ASV_149",15.7654613789199,-8.56545842731868,"fun_ASV_149","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Unassigned","Unassigned","Unassigned","fun",5,0.266001174398121,81.9374015233355,5
"fun_ASV_15",31.0871745091973,1.09546332490023,"fun_ASV_15","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_raperi_SH1692798.08FU","fun",4,0.239809422975119,131.368652571037,4
"fun_ASV_150",20.551799066542,-23.6008883870536,"fun_ASV_150","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_151",-9.818178691268,17.1449898611663,"fun_ASV_151","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","Unassigned","fun",15,0.272072072072072,248.552387646218,15
"fun_ASV_152",4.64838015218742,6.98852966296689,"fun_ASV_152","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",5,0.264757451782583,25.2173062239107,5
"fun_ASV_154",-3.09071710744153,-30.9260741324242,"fun_ASV_154","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Unassigned","Unassigned","fun",9,0.274711946634324,618.20789201481,9
"fun_ASV_155",2.15303949476184,38.8689112983261,"fun_ASV_155","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",1,0.19154334038055,0,1
"fun_ASV_158",-18.0112628005415,-24.8266827984589,"fun_ASV_158","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",25,0.299405155320555,2527.27384894528,25
"fun_ASV_16",-24.0702947958686,-40.3720298083232,"fun_ASV_16","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",14,0.284369114877589,3004.61740616462,14
"fun_ASV_160",-9.05925987643459,-11.9772906852218,"fun_ASV_160","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_162",-1.04963392487649,16.1342013271797,"fun_ASV_162","fun","Fungi","Ascomycota","Dothideomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.23459347488348,17.7338540368057,2
"fun_ASV_163",25.997496586088,19.0474475791151,"fun_ASV_163","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.226840260390586,0,1
"fun_ASV_164",44.6862146723222,-8.3550377801636,"fun_ASV_164","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_165",45.2433892624782,19.7998575457839,"fun_ASV_165","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_166",11.3791588839901,44.4987882551143,"fun_ASV_166","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.155723616363011,537.81894011882,3
"fun_ASV_167",-9.7367190692604,-4.70994579248992,"fun_ASV_167","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_longipilis_SH1958335.08FU","fun",4,0.218103033220992,543.327761129763,4
"fun_ASV_168",23.2067380886178,-13.9894634047572,"fun_ASV_168","fun","Alveolata","Ciliophora","Spirotrichea","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.666666666666667,0,1
"fun_ASV_169",0.0361757108750076,-16.5323066987045,"fun_ASV_169","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Unassigned","fun",1,0.151555704248913,0,1
"fun_ASV_17",29.7625303661559,3.38317766092779,"fun_ASV_17","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",7,0.246597713663582,500.685681855834,7
"fun_ASV_170",33.7836943236178,27.6847720134296,"fun_ASV_170","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola_phialophoroides_SH1615667.08FU","fun",0,0,0,0
"fun_ASV_172",41.835532980163,22.3047720706573,"fun_ASV_172","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_174",-9.17959314542559,-29.7047461437931,"fun_ASV_174","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",35,0.293203883495146,1752.80556789909,35
"fun_ASV_175",18.7067038219384,42.2175740882734,"fun_ASV_175","fun","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.18680412371134,77.1349965931253,2
