NO,Composition
P0842,Fuzi;Baifuzi;Tiannanxin;Banxia;Wuchuan;Caowu;Mahuang;Dahuang;Qianghuo;Cangshu;Chuangong;Danggui;Jianghuang;Xixin;Fangfeng;Gansui;Yanhusuo;Qilinxian;Wuyao;Duhuo;Wulinzhi;Qianniuzi;Jingjie;Sanleng;Wushu;藁本;Chishao;Baishao;Zisu;Xiangfu;Baizhi;Qingpi;Chenpi;Tianma;Qingjiu;Zhishi;Houpu;Binlang;Yuanzhi;Yizhiren;Duzhong;Liuxi;Xuduan;Zijinpi;Rougui;Wujiapi;Mugua;Wuzhuyu;Shechuangzi;Buguzhi;Bajiaohuixiang;Baji天;Huluba;Badou;Kuxinren;Taoren;Sumu;Honghua;草果;Liangjiang;Zaojiao;Husuibu;Zirantong;Liujilu;马鞭草;Daji;商陆;芫花;Fangji;Gancao;Mubiezi;蓖麻子;Chuanshanjia;Fengfang;Quanxie;蛇蜕;荜茇;Gansong;Shannai;Huanglian;Huangbai;发团;Cansha;Dilong;Shengjiang;Congbai;韭白;大蒜;Sangzhi;Canger子;凤仙花;槐枝;Liuzhi;桃枝;Ganjiang;Aiye;Cebai;炮姜;石菖蒲;Hujiao;Huajiao;白芥子
P0843,Mubiezi;Honghua;Banxia;Husuibu;Gancao;Congbai
P0844,皂矾
P0845,Shanyangxie;Sanqi;黑糖;Tongbian;Jiu
P0846,光粉;商陆;Xuduan;Danggui;Chishao;Baishao;Liuzhi;Zhizi;Chuangong
P0847,Qiandan;Moyao;Ruxiang;Bailian;Mubiezi;Baiji;Danggui;Rougui;Kuxinren;Baizhi;Xiejie;槐枝;Liuzhi;麻油
P0848,Sanqi;Shengdihuang;钻地风;Rougui;Duhuo;Yujin;千年健;Liuxi;Muxiang;Qingjiu;Hugu;Jianghuang;Jinmaogouji;透骨草;Honghua;Dingxiang;Digupi;Zirantong;Liujilu;Yanhusuo;Danggui;Wuchuan;Taoren;Sangbaipi;Wujiapi;寻骨风;Songjie;Caowu;Jiegen;Ruxiang;Moyao;Sharen
P0849,Baizhi;薄荷脑;徐长卿;金果榄;Wushu;Shengdihuang;颠茄
P0850,Husuibu;Wuchuan;Caowu;Shannai;老鹳草;Maqianzi;Baizhi;Ganjiang;Rougui;Jingjie;Wujiapi;Ruxiang;Moyao;Luodeda打;Fangfeng;颠茄;冬青;Zhangnao;薄荷脑;芸香膏;Binpian
P0851,伤湿止痛流浸膏;水杨酸甲酯;薄荷脑;Binpian;Zhangnao;芸香;颠茄
P0852,Ruxiang;Moyao;Xiejie;Qianghuo;Duhuo;Xuduan;甲珠;Xiangfu;Mugua;Chuangong;Zirantong;Wuchuan;Caowu;Tiannanxin;Jingjie;Baizhi;Zelan;Xiaohuixiang;Rougui;Shexiang
P0853,韶粉;银朱;Zhangnao;青盐;Songxiang;Longjiang;Hugu;白Dingxiang;Dilong;Chuanshanjia;Quanxie;Ruxiang;Moyao;Xiejie;脑子;Qinfen;Shexiang;Hafen
P0854,Maqianzi;透骨草;Chuanshanjia;Fangji;Ruxiang;Moyao;Shengjiang;王不留行;Xixin;Wujiapi;豨莶草;Duhuo;Caowu;Wubeizi;Rougui;Zhishi;牛蒡子;Xieyutan;Dilong;Hongliangzi;Quanxie;Qilinxian;Dahuang;Zelan;丝瓜络;Mahuang;Tubiechong;Fangfeng;Danggui;功劳叶;Wugong
P0855,唐魏;Shexiang;Gancao;Wuchuan;Caowu;Gansong;Shannai;Xionghuang;Zhusha;桐油;Hujiao;Mituoseng
P0856,Wuchuan;Caowu;Baizhi;Chishao;芙蓉叶;枇杷叶
P0857,Ruxiang;Moyao;Dahuang;Rougui;Mubiezi;阿魏;Baizhi;Xieyutan;Mahuang;Danggui;Qianghuo;Xuanshen;Chishao;Shengdihuang;Qinfen;Qiandan;桃枝;Liuzhi;槐枝;Sangzhi;枣枝
P0858,Caowu;Chuangong;Dahuang;Danggui;Chishao;Baizhi;Lianqiao;Baiji;Bailian;Wuyao;Rougui;Mubiezi;杨;Liuzhi;桃枝;桑;大枣
P0859,乌鱼骨;莴苣菜;青蓟草;Shihui
P0860,Shengdihuang;糟姜瓜槽;Shengjiang;Chixiaodou
P0861,Jiangcan;Qingpi;Duhuo;Fuzi;Fangfeng;Caowu;Heshouwu;白鲜皮;Qingjiu;Chuanshanjia;Banxia;Wuchuan;清风藤;Maqianzi;Taoren;Hugu;Tianma;Danggui;Liangjiang;Qilinxian;Shengjiang;Jiucai;大蒜;青葱
P0862,Huangbai;Fangfeng;Xuanshen;Chishao;Baizhi;Shengdihuang;Dahuang;Xiejie;Danggui;Rougui;槐枝;Liuzhi;桃枝
P0863,槐枝;Liuzhi;桃枝;榆;桑;枸杞;Baizhi;Baiji;Bailian;Danggui;Dahuang;Huangbai;Chishao;Kuxinren;蓖麻子;Xiejie;Xionghuang;Ruxiang;Moyao;Qinfen
P0864,Songxiang;Ruxiang;Moyao;Ercha;Xiejie;阿魏;洋樟;Longjiang;Qinfen;黄占;白占;Jiangxiang
P0865,Qingmayou;Qiandan;Danggui;Baiji;Qianniuzi;Mubiezi;Duhuo;Chuanliuxi;Chuanjianzi;清风藤;Zaojia;松枝;桃枝;槐枝;Liuzhi;石榴枝
P0866,头醋;Zaojia;芫花;Baifan
P0867,桂花;苏合香;Mubiezi;Ruxiang;Moyao;Baiji;Bailian;Danggui;Kuxinren;Rougui;Qiandan;Xiangyou;槐枝
P0868,Niupijiao;Shengjiang;Rougui
P0869,Gualou;Linlinxiang;Huoxiang;Shaoyao;Gancao;Huangqi;Kuxinren;Baizhi;Longnao;Shexiang;黄La;Qingmayou
P0870,Tanxiang;Danshen;Fulin;Jiangxiang;Yuanzhi;Hupo;Xiejie
P0871,诃子;Longjiang;高茶
P0872,Ruxiang;Moyao;Xiejie;Xionghuang;Puhuang;梧子;赤Shizhi;Baizhi;Mangxiao;寒水石;Mituoseng;Longjiang;Qinfen;Huaruishi;Chuanshanjia;螃蟹;Mangxiao;Chansu;Zhusha;Wuyao
P0873,Danggui;Huangqi;Shancigu;Baizhi;Gancao;Xieyutan;Tianma;Duhuo;Chuanshanjia;露Fengfang;Wubeizi;Tianhuafen;Jingjie;Bailian;Rougui;金Yinhua;Baishao;牛蒡子
P0874,鲈鱼;砂糖
P0875,Caowu;Baizhi;Chishao;Baiji;秋叶;枇杷叶;Jiucai
P0876,Shexiang;Xiejie;Shihui;海螵蛸;Zirantong;Ruxiang;Moyao;Huaruishi;Binpian;Zhangnao;Tugou;地虱;Tubiechong;Renshen;象皮;Hupo;Ercha;紫石英;Sanqi;木耳;Gancao
P0877,Aiye;Danggui;Baizhi;Liuxi;Huangqi;Mubiezi;Zaojia;蓖麻子;Fangfeng;Sangbaipi;Jiangcan;Xuduan;Yanhusuo;Rougui;Huanglian;Jiangxiang;Duhuo;Chishao;Chuangong;Xixin;Tiannanxin;Badou;Jiegen;Wushu;Mudanpi;白鲜皮;狗脊;Tianma;Manjinzi;Jiegumu;Shechuangzi;Muxiang;Qilinxian;Baiji;Bailian;Duzhong;Husuibu;Qianghuo;Pixie;Buguzhi;Liulu;Haitongpi;Wujiapi;Yiniren;Jingjie;槐枝;桃枝;Jiangxiang;Wulinzhi;Zirantong;Wumingyi;Xionghuang;Ruxiang;Moyao;Qiandan;Quanxie;Xiejie;Hupo;Shexiang;露Fengfang;Hugu;Chuanshanjia;Guijia
P0878,Wubeizi;Baifan
P0879,老材香;象皮;Xiejie;Tiannanxin;藏Honghua;Fangfeng;Baizhi;Maqianzi;海螵蛸;Shengma;Ruxiang;Moyao;雄土元;Longjiang;Danggui;石菖蒲;蟹骨;Shexiang
P0880,Dahuang;Danggui;Taoren;鳖甲;Banxia;Mahuang;Zaojia;Xixin;Wuyao;Chishao;Chuanshanjia;Caowu;Daji;Baizhi;Rougui;Beimu;Tianhuafen;Fangji;金Yinhua;Badou;蓖麻子;Huangqi;Fangfeng;Jingjie;Baifuzi;Liuxi;Qianghuo;Duhuo;Liangjiang;Honghua;牛蒡子;Sumu;Lianqiao;Baiji;Bailian;Tianma;Gancao;海风藤;Huanglian;Huangbai;Huangqin;Chaihu;千金子;Quanxie;Jiangcan;Fengfang;Xuanshen;Kushen;Fahui;刺猬皮;Wugong;蛇蜕;桃枝
P0881,Shihui;韭叶
P0882,石榴花;Shihui
P0883,大萝卜
P0884,Banxia
P0885,Hugu;Fangfeng;Honghua;Mugua;老鹳草;Liuxi;Husuibu;清风藤;海风藤;功劳叶;Danggui;Mahuang
P0886,Chishao;Honghua;Tiannanxin;Puhuang;旋覆花;Sumu;Caowu;Wuchuan;Qianghuo;Duhuo;Banxia;Zhizi;Dahuang;Mugua;路路通;饴糖
P0887,伸筋草;Haitongpi;Qingjiu;Duhuo;Danggui;钩藤;Ruxiang;Moyao;Honghua
P0888,Chuangong;Xixin;Jiangcan;Chishao;Yuanzhi;Shudihuang;Kushen;赤Shizhi;Liuzhi;Gancao;Lianqiao;Diyu;Chuanshanjia;Zhizi;Jingjie;Fangfeng;槐枝;Wuyao;Mutong;榆枝;桃枝;Chenpi;Tianma;Chuanjianzi;Liuxi;Xuduan;Caowu;大风子;Heshouwu;Danggui;苦楝皮;Dahuang;Duzhong;Sangzhi;Qianghuo;Mahuang;Shengdihuang;Canger子;Baizhi;Jiqiao;Cangshu;Jili;Wujiapi;藁本;Wuchuan;Bailian;Qilinxian;Duhuo;清风藤;海风藤;地风;Wushaoshe;千年健;Sangjisheng;寻骨风;老鹳草;Songjie;透骨草;Jianghuang;Husuibu;Xiaohuixiang;Mugua;Haitongpi;Bajiaohuixiang;Wugong
P0889,Sanqi;Sanleng;Honghua;Caowu;Wuchuan;Danggui;Zhangnao;Wujiapi;Mugua;Liuxi
P0890,Dahuang;薄荷;Huangbai;Zelan;Cebai
P0891,脆蛇;Chishao;Qianghuo;Moyao;象皮;Baizhi;Fangfeng;Jingjie;Huangqin;Wushaoshe;Zhizi;金Yinhua;赤Shizhi;Duhuo;Lianqiao;Jiangcan;Quanxie;蝉蜕;斑猫;Chuanshanjia;Ruxiang;Ercha;Wugong;Xieyutan;Qiandan
P0892,麻油;象皮;Honghua;蓖麻子;Gutongqian;蟢蛛;Xieyutan;红丹
P0893,Rendong;蒴藋;Jiegumu;Aiye;石菖蒲;莲叶;折伤木;食盐
P0894,Tiannanxin;Banxia;Wuchuan;Caowu;野芋头
P0895,Tiannanxin;Baifuzi;Caowu;Wuchuan
P0896,Qiandan;Songxiang;Banxia;石膏;石膏
P0897,Songxiang;葱连根叶
P0898,猪肉;Congbai;Songxiang
P0899,Wuchuan;Caowu;Tiannanxin;Banxia;Xixin;Danggui;黄金子;Zijinpi;Shengdihuang;Honghua;Mudanpi;Luodeda打;白芥子;Sumu;Taoren;Shengdihuang;Jiangcan;Qingpi;Gansong;Mugua;Shannai;Dilong;Ruxiang;Moyao;Qianghuo;Duhuo;Chuangong;Baizhi;Cangshu;Mubiezi;Chuanshanjia;Xuduan;Zhizi;Tubiechong;Husuibu;赤Shizhi
P0900,Danggui;Shengdihuang;Baiyangpi;Xiangfu;Honghua;Sangjisheng;Liuxi;合欢皮;Chuangong;Caowu;Qiancao;Xuduan;Liujilu;Diyu;Mugua;Xiaoji;Wuchuan;Sumu;Husuibu;Wuyao;Qianghuo;Zelan
P0901,Wuchuan;Caowu;Huanglian;Huangbai;Chishao;Baishao;Yanhusuo;Danggui;Liangjiang;Mubiezi;Jiangcan;Luanfa;Zijinpi;Dilong;Shinanteng;Chuanshanjia;Baizhi;Chuangong;Qianniuzi;槐花;Wubeizi;Digupi;Kuxinren;Huajiao;Huixiang;茅香;Xuanshen;Canger;Rougui;Tiannanxin;Gualou;Kushen;Cangshu;Wujiapi;Fangfeng;Shudihuang;Mituoseng;Dingxiang;内消;藁本;Shengdihuang;Heshouwu;Xixin;江子;蓖麻子;旱莲草;Renshen;百药煎;Huangqi;Qianghuo;Gancao;Wulinzhi;地Wugong根;Duhuo;Muxiang;Anxixiang;Hupo;云香;Ruxiang;Moyao;Xiejie;香结;韶粉;Zirantong;Sangbaipi;Baiji;Bailian;Xionghuang;Qiandan
P0902,Qianghuo;Jiangcan;Caowu;Duhuo;Wuchuan;Mahuang;Shengdihuang;Wuyao;Fangfeng;Danggui;Liangjiang;Jingjie;小枫藤;Naoyanghua
P0903,Shengdihuang;桃枝;Liujilu;枯桐皮;Shengjiang;左缠藤;国丹
P0904,Danggui;Qianghuo;Honghua;Baizhi;Fangfeng;Ruxiang;Moyao;Husuibu;Xuduan;Mugua;透骨草;Huajiao
P0905,Tiannanxin;Xionghuang;Wutou
P0906,Tiannanxin;Huangbai
P0907,雄猪油;Songxiang;黄La;面粉;Zhangnao;Shexiang;Binpian;Xiejie;Ercha;Ruxiang;Moyao
P0908,Guijia;Dahuang;Mubiezi;Danggui;Shengdihuang
P0909,Jiangcan;Chixiaodou;Chuanliuxi;Shangui;Jiegen;Baicaoshuang;Baiji;枇杷叶;Husuibu;Danggui;Xixin;Baizhi;Tiannanxin;Chishao;Heshouwu;Bailian;知母;Caowu
P0910,芙蓉叶;薄荷;耳草叶;Zelan;金桐叶;Liuxi;Dahuang
P0911,官粉;Mituoseng;Xiangyou
P0912,Husuibu;Xiejie;Mangxiao;Danggui;Ruxiang;Moyao;Xuduan;Zirantong;Dahuang;Tubiechong
P0913,麻油;鸡蛋黄;Xieyutan;Zhusha;银朱;黄La
P0914,Dahuang;扁柏;Zhizi;Taoren;Zelan;Fangfeng;薄荷;Huangqin;Husuibu;Danggui;Caowu;Wuchuan;Tiannanxin;Banxia;毛Shexiang;千打捶;血见愁;透骨消;田基黄;入地金牛
P0915,Wuchuan;Caowu;Danggui;蛤蟆;Badou;Baiji;Dahuang;Xieyutan;Lianqiao;Fengfang;Bailian;Chuanshanjia;Jili;Mubiezi;Heshouwu;槐枝;Liuzhi;Sangzhi;榆枝;楮枝;桃枝
P0916,Huanglian;Huangbai;Huangqin;Baiji;Bailian;Longjiang;Danggui;Houpu;Chuangong;Moyao;槐枝;Liuzhi;Zaojiao;鳖甲;Kushen;Baizhi;Mubiezi;Caowu;海螵蛸;Ruxiang;Qiandan
P0917,Qianghuo;Fangfeng;Qingjiu;Cangshu;Duhuo;Baizhi;Pixie;Rougui;大麻;Wuchuan;Caowu;Ganjiang;Danggui;Mugua;Chuangong;Liuxi;Fangji;豨莶草;海风藤;Banxia;Qianhu;枸杞;Tiannanxin;Hugu;Baiqiegen;Mahuang;Canger子;高Liangjiang;Cansha;Qilinxian;Wujiapi;Yanhusuo;Xuduan;Honghua;Taoren;Sumu;Jiqiao;Mudanpi;Husuibu;Wuyao;Naoyanghua;绵子
P0918,鹳筋草;透骨草;紫Dingxiang根;Danggui;Zirantong;Xiejie;Xiejie;Moyao;Chuangong;Chishao;Honghua;Chuanliuxi;Wujiapi;石菖蒲;Cangshu;Cangshu;Muxiang;Qingjiu;Shechuangzi;Rougui;Fuzi;Banxia;Shihu;Pixie;Lurong;Hugu;Shexiang
P0919,Mubiezi;蓖麻子;Qilinxian;Danggui;Chuangong;Chishao;Fangfeng;Jingjie;Qianghuo;Duhuo;Shengdihuang;Baizhi;Huangqin;Huanglian;Huangbai;Jianghuang;蛇蜕;麻油
P0920,Shengdihuang;Cangshu;Jiqiao;Wujiapi;Wushu;Taoren;Shannai;Danggui;Wuchuan;Chenpi;Wuyao;Sanleng;Dahuang;Heshouwu;Caowu;Chaihu;Fangfeng;Liujilu;Zaojia;Chuangong;Rougui;Qianghuo;Qilinxian;Chishao;Tiannanxin;Xiangfu;Jingjie;Baizhi;海风藤;藁本;Xuduan;高Liangjiang;Duhuo;Mahuang;Gansong;Lianqiao
P0921,Songxiang;蓖麻子;Badou;康青;Kuxinren;胆矾
P0922,Baizhi;Xuanshen;Mubiezi;Rougui;Dahuang;Xieyutan;Danggui;Chishao;Shengdihuang
P0923,Fuzi;Honghua;Xieyutan;Wushu;Shengdihuang;Qianghuo;Duhuo;Jiangcan;Qingjiu;Mahuang;Danggui;Wuchuan;Fangfeng;Qilinxian;Caowu;Dahuang;Chishao;Zhizi;Taoren;Sanleng;Baizhi;全虫;Wujiapi;Liangjiang;Shengdihuang;Xiangfu;Wuyao
P0924,Shengdihuang;Duhuo;Xuanshen;Mubiezi;Danggui;Honghua;Shengma;Jiucaizi;Caowu;Tanxiang;Liuxi;Hugu;Jingjie;Sumu;Qianghuo;Mahuang;Qingpi;Xuduan;Wuchuan;Duzhong;Shudihuang;Fangfeng;Chishao;Qingjiu;Xiangfu;Shengdihuang;Songjie;Wuyao;Taoren;Puhuang;Buguzhi;Qilinxian;Liujilu;Husuibu;Yanhusuo;Wulinzhi;Mudanpi;Xieyutan
P0925,蓖麻子;Gansui;Danggui;Dahuang;京Sanleng;Shengdihuang;Mubiezi;Wuchuan;Wushu;Caowu;Qianghuo;Baizhi;Hongdaji;Huangbai;江子肉;Rougui;Mahuang;Jiqiao;Houpu;Zaojia;Kuxinren;Fangfeng;Quanxie;Xuanshen;Huafen;Xiangfu;芫花;Taoren;Binlang;Xixin;Chuanshanjia;Huanglian;蛇蜕;Wugong;Wubeizi;Mituoseng
P0926,Chuangong;Baizhi;Shengdihuang;Shudihuang;Danggui;Baishu;Cangshu;Chenpi;Xiangfu;Jiqiao;Wuyao;Banxia;Qingpi;Xixin;知母;Beimu;Kuxinren;Huanglian;Huangqin;Huangbai;Shengdihuang;Dahuang;Sangbaipi;Chaihu;薄荷;Chishao;Mutong;Taoren;Xuanshen;猪苓;Zexie;Jiegen;Qianhu;Shengma;Mahuang;Liuxi;Duzhong;山药;Yuanzhi;Xuduan;Liangjiang;Heshouwu;Gancao;Lianqiao;藁本;茵陈;Diyu;Fangfeng;Jingjie;Qianghuo;金Yinhua;Duhuo;Jili;Kushen;Jiangcan;Tianma;Tiannanxin;Wuchuan;Caowu;Qilinxian;白鲜皮;Wujiapi;Yimucao;Liangtoujian;Wubeizi;Baji天;Chuanshanjia;芫花;Fuzi;Rougui;Hugu;Lurong;Shengdihuang;Zhizi;Honghua;Mudanpi;Sanleng;Wushu;Muxiang;Quanxie;鳖甲;清风藤;Digupi;Ganjiang;Buguzhi;Wugong;Canger子;Liuzhi;槐枝;Sangzhi;楝枝;楮枝
P0927,Danggui;Chishao;Dahuang;Baiji;Bailian;Qianghuo;Wuyao;Mubiezi;Kushen;Lianqiao;Zaojiao;Shengdihuang;Fangfeng;Gancao;Shannai;Wulinzhi;Banxia;槐枝;Liuzhi;桃枝;枣枝;Sangzhi
P0928,Shengdihuang;Fuzi;Xiangfu;Wuyao;Wujiapi;Shengdihuang;Danggui;Fangfeng;Qianghuo;Duhuo;Qingjiu;天虫;Quanxie;Qilinxian;Wuchuan;Caowu;Baizhi;Liangjiang;Dahuang;Mahuang;Chishao;Wushu;Sanleng;Taoren;Honghua;六轴子;Xieyutan;麻油
P0929,Baiji;Mubiezi;蓖麻子;Bailian;Fangfeng;Danggui;Tianhuafen;大风子;Danggui;Rougui;Congbai;金Yinhua;九里花;Huangbai;Kushen;Lianqiao;Chishao;Shengdihuang;Jingjie;Wugong;Fengfang;鸡子;Heshouwu;Baizhi;Xiejie;蝉蜕;Chuanshanjia;槐柳;Ruxiang;Moyao;白Songxiang
P0930,Songxiang;Liqin;麻油
P0931,Liqin;Qilinxian;蓖麻子;Mubiezi;Ruxiang;Moyao;黄La;Shengjiang;麻油
P0932,Chishao;Danggui;Honghua;Huangqin;Lianqiao;Huangbai;Jiangcan;蝉蜕;Baizhi;Gancao;Luanfa;Dahuang;Yinhua;Wugong;Wuchuan;Caowu;Qianghuo;Cangshu;Xixin;Huajiao;Qingjiu;Ruxiang;Moyao;Husuibu;Heshouwu;Shechuangzi;Mubiezi;大风子;Tiannanxin;Banxia
P0933,Ruxiang;Moyao;Mahuang;Maqianzi
P0934,Xiangfu;Qianghuo;Duhuo;安桂;Tiannanxin;Xixin;Gancao;Wuchuan;Caowu;高Liangjiang;Gongdingxiang;急性子
P0935,Dahuang;Wubeizi;Huafen;Xiangfu;Mubiezi;蓉叶;蓖麻子;Yimucao;霜桑叶;Canger;Mangxiao;Xionghuang;Shihui;Baiji;Cangshu;Huangbai;Wuchuan;Caowu;Qianghuo;Duhuo;Tiannanxin;Banxia;Chuangong;Xixin;Chishao;Baizhi;Gansui;Daji;Shancigu
P0936,Baicaoshuang;Baiji;Bailian;Baihe;Baibu;Ruxiang;Moyao;Shexiang;Luomi;陈粉子
P0937,陈粉子;Wubeizi;Danggui
P0938,Danggui;Chishao;Rougui;Dahuang;Shengdihuang;Baizhi;Xuanshen
P0939,牛角;Xieyutan;青麻炭;Longjiang;Qiandan;陈粉子
P0940,Baijiangcan;Chixiaodou;Chuanliuxi;Rougui;Jiegen;Baiji;Baicaoshuang;山枇杷;Danggui;Husuibu;Xixin;Baizhi;Chishao;Tiannanxin;Heshouwu;Bailian;知母;Caowu
P0941,Chuanshanjia;Dingpi;Danggui;Baicaoshuang;枇杷叶
P0942,Baizhi;Banlangen;Kushen;Chuangong;Qiandan;Qingmayou
P0943,海螵蛸;旧船灰;Qiandan;Shexiang;麻油
P0944,Bailian;Baiji;Mubiezi;Baizhi;Rougui;Kuxinren;Danggui;Ruxiang;Moyao;桂花;苏合香;Qiandan;Xiangyou;槐枝;Liuzhi
P0945,杨梅皮;Lujiao;Shihui;Wumingyi
P0946,Baiji;Baizhi;Jiangcan;Bailian;Baishao;Tiannanxin;Chixiaodou
P0947,Danggui;Moyao;Wujiapi;Mangxiao;Qingpi;Huajiao;Xiangfu;Dingxiang;Shexiang;老葱;Digupi;Mudanpi
P0948,海螵蛸;Chuanbei;Xiejie;Ruxiang;Moyao
P0949,Jingjie;Danggui;生葱
P0950,Qianghuo;Duhuo;Zhizi;Rougui;Xuanshen;Dahuang;Danggui;Baizhi;Zaojiao;Baifuzi;Wubeizi;Chishao;Shengdihuang;Shudihuang;Fangfeng;Tianhuafen;Huanglian;Chuangong;Shancigu;Lianqiao;Hongdaji;Jiegen;Baiji;Bailian;Kushen;Chuanshanjia;Mubiezi;蓖麻子;Kuxinren;Badou;Xieyutan;Liuzhi;Sangzhi
P0951,Baizhi;Zijinpi;Duhuo;石菖蒲;Chishao;高Liangjiang;Wugong;刺猬皮;蛇蜕草;麻仁;鳖甲;Jiangcan;Gancao;海风藤;Lianqiao;Tianhuafen;Baiji;牛蒡子;Dahuang;Huanglian;Bailian;Danggui;千金子;Xieyutan;金Yinhua;Huangbai;Chuanshanjia;Fangji;Zaojia;Chaihu;Chuanbei;Taoren;Baifuzi;Badou;Tianma;Kushen;Jingjie;Honghua;Huangqi;Jiegen;Huangqin;Liuxi;Fangfeng;Quanxie;Mahuang;Caowu;Rougui;Wuyao;Qianghuo;Banxia;Daji;Sumu;桃枝;槐枝;Sangzhi;Liuzhi;
P0952,Shengdihuang;Muxiang
P0953,Shengdihuang;Husuibu;Puhuang;Danggui;白面;Chixiaodou;Baiji;败姜
P0954,猪扇骨;象皮
P0955,Wumingyi;木耳;Dahuang
P0956,Dahuang;Zhizi;Mugua;蒲公英;Jianghuang;Huangbai
P0957,Mugua;Zhizi;Dahuang;蒲公英;Tubiechong;Ruxiang;Moyao
P0958,Zijinpi;Ercha;Dahuang;木耳;Wumingyi
P0959,芙蓉叶;Zijinpi;Baizhi;Danggui;Husuibu;Duhuo;Heshouwu;Tiannanxin;Chenpi;Chishao;石菖蒲;Rougui
P0960,Danggui;Chishao;Shengdihuang;Yanhusuo;Xiejie;Ruxiang;Honghua;Dahuang;Jianghuang;鳖甲;茄瓜根;红曲;Chixiaodou
P0961,Ruxiang;Moyao;玉带草;四块瓦;冬青;虎杖;五香血藤;Tianhuafen;Gancao;叶下花;叶上花;蝼粉;Dahuang;Huangqin;五爪龙;Baiji;Honghua;Sumu;Longdancao;Huanglian;飞龙掌血;绿葡萄根;大红袍
P0962,Jianghuang;Qianghuo;Ganjiang;Zhizi;Ruxiang;Moyao
P0963,Caowu;Tiannanxin;Banxia;雪上一枝蒿;白花曼陀罗子;两面针;重楼;Xixin;Binpian
P0964,Muli;Hafen;Mubiezi
P0965,Fangfeng;Jingjie;Liujilu;Duhuo;Bajiaohuixiang;Minfan;Wubeizi;Kushen;Cebai;Danggui;Baizhi;Zelan;Xixin;金Yinhua;Canger
P0966,Cangshu;Gancao;Minfan;Kushen;Chishao;Qianghuo;Duhuo;Baizhi;Huoxiang;Cebai;Danggui;Rendong藤
P0967,Huangbai;Banxia;桂花
P0968,Sangbaipi;Baizhi;Chishao;Wuyao;左缠藤;Jingjie;橘叶;Huoxiang;桕叶根
P0969,Tiannanxin;Banxia;Naoyanghua;Wuchuan;Caowu
P0970,羊毛
P0971,Huangbai;杨梅皮;Hujiao
P0972,Banxia
P0973,Dahuang;赤Shizhi;石膏
P0974,Dahuang
P0975,Zijinpi;Shengdihuang
P0976,Danggui;Mubiezi;Zhizi;Zaojia;Baiji;Wuchuan;Caowu;Wuyao;Bailian;Lianqiao;Kushen;槐枝;Dahuang;Ruxiang;Moyao;Xiejie;Ercha;Xionghuang;Zhangnao;Shexiang;Congbai;Shengjiang;Xiangyou;广丹
P0977,Longjiang;Hugu;乌鱼骨;Chuanshanjia;Dilong;狗脊;Mubiezi;Liuxi;Wuchuan;Wutou;Caowu;Banxia;Wuzhuyu;山茱萸;石茱萸;Xixin;Shaoyao;Roucongrong;Huajiao;Ruxiang;Moyao;白芥子;Fangfeng;Zirantong;Chuanjianzi;Zaojiao
P0978,Ruxiang;红Xiejie;Moyao;白Ercha;Zhangnao;银朱;铜绿;Songxiang;蓖麻仁
P0979,Xiangyou;Bailian;Shengma;Danggui;Chuangong;Lianqiao;Yinhua;Chuanshanjia;Wuchuan;象皮;Ruxiang;Moyao;Qinfen;Binpian;Shexiang;白占
P0980,Huangqi;Danggui;Baishao;Baizhi;Chuangong;Huoxiang;Linlinxiang;白檀;Baifuzi;Baiji;Bailian;Gualou;Kuxinren;Longnao;Qingmayou
P0981,Baifuzi;Tianma;Tiannanxin;Baizhi;Fangfeng;Banxia;Binpian;Qianghuo
P0982,雄猪油;Songxiang;Qinfen;黄La;Zhangnao;Shexiang;Binpian;Moyao;Ruxiang;Xiejie;Ercha
P0983,芙蓉叶;Zelan;桑叶;薄荷;耳草叶
P0984,Danggui;Honghua;Shengdihuang;Chuangong;Shaoyao;Sumu;Qianghuo;Duhuo;Wushu;Fangfeng;Jingjie;野菊花;Husuibu;Zaojia;Kushen;Liuxi;Sanleng;Bailian;Chuanshanjia;Xuduan;蝉蜕;Quanxie;山豆根;Dilong;Gansong;Shannai;槐枝;Liuzhi;桃枝;榆枝;夏枯草;露Fengfang;白果;Tiannanxin;Banxia;Luanfa;乱丝;白花蛇;Sangbaipi;Lianqiao;金Yinhua;Chuanbei;Shancigu;Mubiezi;Gancao;Dahuang;Taoren;Kuxinren;Huanglian;Heshouwu;Wuweizi;Huangqi;合欢花;象皮;昆布;凤凰退;Fuzi;Huangqin;Shegan;Huangbai;Wuyao;Xuanshen;Wujiapi;Tianma;Renshen;大力子;Rougui;豨莶草;Xionghuang;银朱;Zhusha;Huaruishi;石膏;赤Shizhi;Zirantong;Yunmushi;Ruxiang;Longjiang;阿魏;Moyao;Xiejie;Ercha;Anxixiang;Zhenzhu;丹珠;Niuhuang;Shexiang;Binpian;Shedan;Chenxiang;Tanxiang;Dingxiang;Muxiang;Jiangxiang;Sanqi;苏合香;黄La;白La;苏合香;淘鹅油
P0985,Zhenzhu;象皮;Binpian;Ruxiang;Moyao;鸡内金;Longjiang;赤Shizhi;Xiejie;Qinfen;Qiandan;Zhusha
P0986,松针;Zhangnao;Zhizi;Qiandan;桐油
P0987,Tianhuafen;芙蓉叶;Zijinpi;Chishao;Tiannanxin;Duhuo;Danggui;Baizhi;Mudanpi
P0988,Caowu;Ganjiang;Wulinzhi;浮麦
