gene_id,logFC,logCPM,LR,PValue,FDR,log10FDR,DEG
MBOAT1,0.80244299884386,5.51353986163276,56.4039105435373,5.9012888289815e-14,2.12116020062563e-13,12.6734265301537,no
TFPT,0.802554303443719,3.16733793154227,45.4003769638564,1.60603464582041e-11,4.8425398305988e-11,10.3149267984585,no
HS6ST1P1,0.802692168700228,-1.3372410186489,17.37075540436,3.07521467106833e-05,5.57534957797491e-05,4.25372789688504,no
AC131649.2,0.802699006766744,1.15617762024735,20.1732688089144,7.07345208935954e-06,1.35711871362605e-05,4.86738216087549,no
DNAAF5,0.803145922633974,5.22230263194279,153.307770732047,3.28103220157619e-35,4.41116551545243e-34,33.3554466463479,no
RPS20P33,0.803156713869892,-1.86425365139722,43.8196616559492,3.60069546663972e-11,1.05448340126121e-10,9.97696025214773,no
AC080188.1,0.803176245274474,-3.34837712844971,7.55692707002368,0.00597798385765657,0.00857189481138904,2.06692316697151,no
CNIH4,0.803265885746084,5.52709662989876,117.40421179543,2.34139163891068e-27,1.98947146414936e-26,25.7012622857467,no
CTTN,0.803526381963921,8.0112092333988,81.6589172390556,1.61720487475514e-19,8.36969201888491e-19,18.0772905225276,no
AC007773.1,0.803689535794556,-0.924161503022816,45.1131482915206,1.85972570946175e-11,5.57873380878825e-11,10.2534643606066,no
TYRO3P,0.803697603457046,-3.03989292637096,9.65793510834644,0.00188535419477801,0.00285984778050704,2.54365708220143,no
AC026202.2,0.80374650247642,-1.88298756035176,26.1772261072283,3.11474343005344e-07,6.70589073118776e-07,6.17354352743998,no
GDPD3,0.803933546604661,1.8308555072405,18.2321319456742,1.95551805924796e-05,3.60718839894112e-05,4.44283117443135,no
SIGLEC7,0.803933626920383,0.178128902042326,32.1972429662474,1.39288266799409e-08,3.3565751616311e-08,7.47410362349287,no
RPL9P32,0.803971368180118,-2.27195227493769,12.9274399515298,0.000323800314897294,0.000530698510376081,3.27515213139522,no
DRAP1,0.80409076290688,5.66729138334042,55.1306142019761,1.1278053466475e-13,3.97154120112275e-13,12.4010409276815,no
ARF3,0.804317091013823,7.73244343819049,180.084441844815,4.64497370924315e-41,8.65960728253567e-40,39.0625018030052,no
AL078459.1,0.804485327656595,-1.07193551957707,23.4242837859307,1.2992799461486e-06,2.65618371250653e-06,5.57574189068631,no
FOXL1,0.804501802739386,1.01690238964697,25.4920264471328,4.44214967117448e-07,9.44336708540581e-07,6.02487312795998,no
LCK,0.804922500240267,2.87894481888488,25.5329982912515,4.34881231024656e-07,9.25432554530188e-07,6.0336552271139,no
PSMD2,0.805044713000588,7.87594339537376,95.8275240427026,1.25340953531547e-22,7.95807547548427e-22,21.0991919462614,no
ERH,0.805108843303112,6.22426309925606,158.138054264652,2.88719098519217e-36,4.1053572155546e-35,34.3866490480465,no
SP110,0.80512053241039,5.35129531289065,81.8029603947575,1.50353175390154e-19,7.80063640119438e-19,18.1078699647131,no
MRPS35,0.805145169347638,6.15725202845667,145.846666437613,1.40236878902755e-33,1.71417278689876e-32,31.7659454037579,no
KCNC3,0.805149301341956,3.75899427580763,20.6026845918818,5.65168064623334e-06,1.09483912026171e-05,4.96064969298437,no
IL32,0.805653830192588,5.0215141179405,27.5609999319276,1.52217217851314e-07,3.36111856367948e-07,6.47351616749376,no
ZNF652,0.805676848130789,6.54187346931394,47.0792276285966,6.81744012852827e-12,2.11359119431879e-11,10.6749790090912,no
MTCO3P29,0.805735846471087,-3.67948860943112,9.01839745988909,0.00267275622264253,0.00398884775921888,2.39915253892026,no
TRAV1-2,0.805813544863567,-2.39427149427237,13.128496769635,0.0002908380307335,0.000478638040770334,3.31999278787864,no
AC002074.1,0.806013941640404,-1.79822771872039,19.227418996559,1.16034757848699e-05,2.1824697597609e-05,4.66105176515273,no
DSP,0.806079426805187,9.46692907364079,30.0648000071836,4.17847310198652e-08,9.67201425832766e-08,7.01448307191688,no
BAIAP2,0.806181591126909,5.22085428764953,72.4518976221359,1.7115328986508e-17,7.85339288846732e-17,16.1049426751791,no
AC008915.2,0.806352853744548,-0.522126253100772,60.3938679104477,7.76545093845302e-15,2.98041165068533e-14,13.5257237475767,no
AC068790.4,0.806565949233051,-2.62260694450636,12.8734982135167,0.000333268057078131,0.000545540842962108,3.26317272956865,no
AC006538.1,0.806943851062872,-0.488504301027038,36.9663084488622,1.2018819087176e-09,3.15553556004638e-09,8.5009269213536,no
SEC11C,0.807085009773597,5.498648503267,82.4419686209117,1.08818544451306e-19,5.69504081253995e-19,18.2445031592763,no
AC008147.1,0.807099363643161,-3.53895032258758,9.91573671478915,0.00163871528760201,0.00250125455505897,2.60184210745711,no
ATP5IF1,0.807201000598425,5.80646477517051,99.785895298528,1.69795185856041e-23,1.1287388371962e-22,21.9474065316668,no
IGHV2-5,0.807221849163033,4.39140109285191,7.73264070943236,0.00542313770286661,0.00781368958700176,2.10714384590494,no
MARS1,0.807278236279862,6.38048607271647,187.812010025765,9.54852300258183e-43,1.92561880552067e-41,40.7154296814088,no
SLC30A1,0.8073122714093,6.18593951503181,80.1245105529187,3.51544465157963e-19,1.78632568122262e-18,17.748039358066,no
TADA1,0.807348246250435,4.24458363745608,173.472165475339,1.29078705344893e-39,2.23275110386272e-38,37.6511596872482,no
BRWD1-AS2,0.807403027321949,-0.721685599092948,44.28728029666,2.83552655614516e-11,8.36924268383504e-11,10.0773138386748,no
MREG,0.807470493406514,5.30044983368202,55.9796366967979,7.32255402990693e-14,2.61150687012467e-13,12.5831088273214,no
PIGW,0.807479319962075,3.44565757036577,91.3597916340394,1.19785902511011e-21,7.10360884636458e-21,20.1485209605941,no
AC139019.1,0.807525734615107,-0.0360622147763934,41.4415035565242,1.21451277886243e-10,3.43139398500334e-10,9.46452941435725,no
DNAJB11,0.807718747076313,4.83312919957174,136.514108695683,1.54015411465648e-31,1.68386614933425e-30,29.7736924335703,no
AC004232.2,0.80771927124587,-1.45420440287256,35.215349484351,2.95187742139226e-09,7.50963822314772e-09,8.12438098463034,no
SDHC,0.807875671647957,6.31287007618455,129.434930553226,5.44732660097151e-30,5.37219106164777e-29,28.2698485500719,no
AC080112.3,0.80794467653417,-0.346499172609923,23.931151416215,9.98430245354476e-07,2.0614021669468e-06,5.68583727175924,no
SMC2,0.807963002727994,5.26364597134856,110.940529261217,6.09726361393381e-26,4.74948717534776e-25,24.3233532806783,no
CCT2,0.808112994042155,7.34470631615124,122.101195653659,2.19359048286447e-28,1.95704662434361e-27,26.7083988276614,no
AC090337.1,0.808197450271872,-3.62210307906487,9.454199124967,0.00210666255954801,0.00318154715263753,2.49736163584799,no
CCDC125,0.808315308648563,5.0303856975871,82.7387875302307,9.36455084649479e-20,4.9224522912402e-19,18.3078184843826,no
CD22,0.808378098328447,2.88714298742213,19.7129810235683,8.99880196788362e-06,1.71123421176951e-05,4.76669054573773,no
PRRC1,0.808516811407601,6.83709420940999,197.189652699132,8.57301928426623e-45,1.9128169268299e-43,42.7183265937324,no
KIAA1841,0.808531550793511,3.63591618982264,105.071039079636,1.17834641423513e-24,8.40607215234402e-24,23.0754068866087,no
CP,0.808539738211696,6.16964592530225,8.87287666414522,0.00289438690649323,0.00430277198243482,2.36625166795281,no
KLHL12,0.808701626310614,5.93446177975205,156.617930012101,6.20351604567446e-36,8.68354237138681e-35,34.0613030722303,no
LRFN4,0.808709269746976,2.89002902907834,41.8591799056705,9.8089169605918e-11,2.78824059254771e-10,9.5546697544235,no
IGKV1-5,0.80880226348589,6.121411709957,9.7890189129393,0.00175557105147522,0.00267183964585646,2.57318961019703,no
FIBP,0.808910687190512,5.65507775144167,122.58260296884,1.72098962185975e-28,1.5441663744373e-27,26.8113059089178,no
PYY2,0.809021877714605,-1.78897173764282,26.6050797775074,2.49586662904288e-07,5.40910800996738e-07,6.26687434640699,no
GAPDHP59,0.809065069386996,-3.95673121057565,5.80738759241146,0.0159589844915801,0.0217711378223258,1.66211887288613,no
SNRPF,0.809117519383261,5.16134364920422,114.408932961511,1.0602531106006e-26,8.66097055748003e-26,25.0624334377587,no
IRAK1,0.809182211737892,6.76982338954616,67.2033616858554,2.44896179937879e-16,1.04131560342567e-15,14.9824176239446,no
LNX2,0.809194634901699,5.00205847207705,112.144809756583,3.32142600415368e-26,2.63702364897602e-25,24.5788859754118,no
SPICE1,0.809485130616599,1.44888851088592,45.6477717053551,1.41547004139011e-11,4.28282640078219e-11,10.3682695288512,no
DPP9,0.809504458528426,5.75937898914014,128.422972550908,9.06997776450261e-30,8.79326657846694e-29,28.055849760482,no
AC004771.1,0.809631237017513,-3.85235567807795,8.02866127073264,0.00460428580788194,0.00669056958503307,2.17453690807567,no
RGS17P1,0.809631348291797,-2.66997792112118,21.7831407230965,3.05270844627935e-06,6.06062681832915e-06,5.2174824567473,no
STRIP2,0.809668752776172,1.90248731717681,15.8006551691198,7.03781339327156e-05,0.000122996797084827,3.91010619771911,no
CEP97,0.809761461272918,4.2788249724108,112.063294283314,3.46083296923258e-26,2.74424209734233e-25,24.5615775777678,no
ROMO1,0.809819991999467,4.88375368873183,56.6633444252586,5.17186893953023e-14,1.86885279928351e-13,12.7284249046011,no
SAYSD1,0.810031374395592,4.82728313502903,153.747728626425,2.6294228591148e-35,3.56366798697906e-34,33.4481027642703,no
HSPA4,0.810339207778272,7.46049250450147,174.540161722965,7.54439244878546e-40,1.32595858345693e-38,37.8774700409818,no
GPA33,0.810420716690458,-1.64466673861742,22.8865364301701,1.71851373160043e-06,3.48437554152258e-06,5.45787504344005,no
NUFIP2,0.810434839196803,7.40286403431523,81.8342403390461,1.47992310019005e-19,7.6813166808792e-19,18.1145643296784,no
RPP40,0.810438813660784,2.63510470277235,75.2652878099515,4.11531509290553e-18,1.95903632037538e-17,16.707957512146,no
TMEM268,0.810475540462027,5.64653365337949,117.100585995611,2.7287180647687e-27,2.31077982012445e-26,25.6362414337768,no
ABCC8,0.810557663160554,3.26784463168852,11.3364898165786,0.000759988393846907,0.00119815759811695,2.921486053824,no
UBA52P8,0.810786046025009,-2.13495848770692,20.7024317336523,5.36478281848512e-06,1.04158646899355e-05,4.98230467055738,no
FKBP11,0.810834806639029,3.9699902700785,76.2158391011431,2.54293860815975e-18,1.23030909054526e-17,16.9099857670527,no
IGHV4-34,0.810864979346484,3.09861707299874,10.901180338981,0.000961030026473793,0.00149979560403624,2.82396792366944,no
CSRNP2,0.810923655894548,5.81498330351626,176.742174456651,2.4932798397539e-40,4.46307731201466e-39,38.3503655899933,no
HLTF,0.810934993870402,5.26246645492735,68.5684344470611,1.22550107204791e-16,5.31691277043646e-16,15.2743404646865,no
RGS14,0.811013623665035,3.7811317727041,61.0733411018592,5.49877117920722e-15,2.13273344179823e-14,13.6710634211517,no
Z83847.1,0.811201521496675,-3.5333740502006,13.7679846074637,0.000206831098647409,0.0003454459546591,3.46161988875087,no
ENPP1,0.811328296696837,6.43496343167295,41.4031847813913,1.23855439023472e-10,3.49657172107991e-10,9.45635755915839,no
LINC00624,0.811418572648486,0.975139393704915,7.9288280463943,0.00486532998206269,0.00705401376741481,2.15156369704924,no
RPS12P3,0.811741517686818,-0.475027772727798,54.9340760177068,1.24641153418176e-13,4.37147233727516e-13,12.3593722654871,no
Z97634.1,0.811946802547135,-0.966612991429589,53.8175198259521,2.20002155727932e-13,7.55803201659924e-13,12.1215912726991,no
RPS6KA2-IT1,0.812018546065133,-2.99880585251869,16.7328082338083,4.30304029745488e-05,7.69223085491472e-05,4.11394769043575,no
AP002336.2,0.812033899177406,-1.57284813882235,32.9500881444205,9.45554592013411e-09,2.30754561929541e-08,7.63684970438117,no
AL445524.1,0.812038368729656,1.1645345480648,69.3255913669551,8.34793613784938e-17,3.65901875160908e-16,15.4366353648508,no
TUBA1B,0.812075305244794,6.63586988271008,99.8508088888329,1.64320235383309e-23,1.09552627394096e-22,21.9603772023198,no
EVI2A,0.812167103880636,2.49596518588099,46.1394355499327,1.10129256390331e-11,3.36130623918488e-11,10.4734919183757,no
RAN,0.812242905822665,7.72907492746451,147.208210668363,7.0666819800808e-34,8.82651375060414e-33,32.0542107978769,no
HGC6.3,0.812292720985726,-2.90382863010103,6.23650899253676,0.0125142915010702,0.0172988239962067,1.76198341995317,no
MED25,0.812364458486214,5.37156407667172,132.683950089797,1.06014075229622e-30,1.10022089355088e-29,28.9585201119152,no
LNCOC1,0.812369507060254,-0.56249770366159,26.4361568501416,2.72393607795236e-07,5.88716386517003e-07,6.23009387573044,no
CIAPIN1P,0.81243430499706,-3.05021572579284,11.8945929102096,0.000562971307618576,0.000899381863028077,3.04605587468029,no
RAB39A,0.812451629504851,-0.798829398385014,25.3104852267678,4.8804851422732e-07,1.0335918046174e-06,5.98565094287023,no
TBCE,0.812612645533232,0.353180661943539,38.8132819523972,4.66343916011457e-10,1.26244419470543e-09,8.89878781041101,no
AC009237.14,0.812614627549611,1.34610185295664,98.4989150342665,3.25202778886144e-23,2.13532573415248e-22,21.670535865953,no
WFDC1,0.812682312520265,1.63413410100704,16.6842196361496,4.41467003150382e-05,7.87835321228733e-05,4.10356455225135,no
AL163051.1,0.812698510096394,-1.04261428779897,56.3430526615926,6.0867960599518e-14,2.18534212891394e-13,12.6604805618662,no
AC091849.2,0.812703233475221,-2.70139853464188,14.904480598036,0.000113094054881639,0.000193248093778335,3.71388478131977,no
AC106882.1,0.812940931341055,-3.30432281422878,7.25554574841178,0.00706823877744431,0.0100431001835216,1.99813220504285,no
TUBB4B,0.812986990452781,7.69279009583647,74.255705318654,6.86261963859368e-18,3.22235841537548e-17,16.4918261556726,no
MRPL12,0.813118237649126,1.20105274126728,24.4320473258323,7.69774825637689e-07,1.60604267691697e-06,5.7942429185198,no
LDLRAD4,0.813450660939226,6.48686485637537,64.2173350799338,1.11424048560852e-15,4.52747893797145e-15,14.344143561366,no
RPS10,0.813472298375496,-0.132669421642308,52.9173620612136,3.47880854338809e-13,1.17934608593738e-12,11.928358729971,no
SEMA4B,0.813692520116109,6.6735373881221,47.578144544256,5.28544631415054e-12,1.65062802871995e-11,10.7823507845659,no
PRR13P5,0.813953677491759,0.524583857099394,111.253712480206,5.20626793955335e-26,4.07689332615678e-25,24.3896706519198,no
AC007405.3,0.814078185918655,1.27192360358419,48.7499733907759,2.9076250127902e-12,9.23395663367872e-12,11.0346121693992,no
AC109322.2,0.81416117753323,-0.802608825386301,27.3254086338222,1.71937184048165e-07,3.77766481721887e-07,6.42277657857142,no
SIGIRR,0.814200214439711,4.89831752495829,63.6606521260669,1.4780758420936e-15,5.96252809645963e-15,14.2245695614766,no
MACO1,0.814237985970611,5.82456585574077,231.832664549843,2.37506638214571e-52,8.29066167903514e-51,50.0814108069544,no
NAGS,0.814374043103561,2.13185546794896,23.0786929221036,1.55504429953245e-06,3.16133723187663e-06,5.50012917384367,no
TMEM87B,0.814466597987592,6.30966601361955,111.864772697382,3.82531748135582e-26,3.02563137557396e-25,24.519183984874,no
RCN3,0.814717000669068,5.10350763318041,38.2831071699247,6.11900663879176e-10,1.64305088109582e-09,8.78434898736409,no
LYPD6B,0.814803976392431,3.77586189089856,16.3676977905291,5.21667494852779e-05,9.23300106220447e-05,4.03465711447626,no
NCEH1,0.814823021618828,4.95609004040587,70.5837947525507,4.41125787983028e-17,1.96848472197816e-16,15.7058679515551,no
AC093620.1,0.815134573366089,-1.77352683674522,17.7225955568346,2.55572728066692e-05,4.66849645810894e-05,4.33082296634718,no
ENSA,0.815295669886448,7.85716527221746,149.925249180286,1.80010777780861e-34,2.32572446364924e-33,32.6334417388788,no
AL360270.1,0.815482953116972,0.339490003763571,66.6601972872643,3.22583208815549e-16,1.35947324170625e-15,14.866629336141,no
NDUFS2,0.815695652820026,7.0384736632442,104.760996645061,1.37793223233395e-24,9.78273580349251e-24,23.0095396750479,no
LRRC71,0.815713323944572,-1.98497655820699,15.9253868783276,6.58889971959555e-05,0.000115423838061377,3.93770448867262,no
USP30-AS1,0.815737697430156,-2.70031154828229,18.1664197888768,2.02416608465747e-05,3.72589863370579e-05,4.42876896463598,no
LILRB1,0.815882607495272,2.59508548454791,42.419429911792,7.36546842146632e-11,2.11060126644045e-10,9.67559380560329,no
LARP4,0.816346878437586,6.16139943694443,136.007990369534,1.98729120086112e-31,2.16145829486918e-30,29.6652531397199,no
ZSWIM4,0.816563130820768,2.69015398027673,43.7367903367141,3.75643425302921e-11,1.09906925459474e-10,9.95897494093346,no
RBMS3-AS2,0.816959744958988,-2.7554094765347,5.589418985853,0.0180692887252045,0.0244867466420389,1.61106891227289,no
CBWD5,0.816971236684192,2.91895711154304,59.0267432880531,1.55543522852224e-14,5.83154980358228e-14,13.2342160109875,no
HS3ST3B1,0.816987010581752,2.45094942501306,43.7069124529395,3.81422195938096e-11,1.11494004963647e-10,9.95274848401675,no
TUBB,0.817022918580595,9.1170220977473,126.869179045511,1.98431953140687e-29,1.88885605016823e-28,27.7238011384253,no
AC002091.2,0.817030494099597,-2.08801697775003,35.4209794284815,2.65610481076536e-09,6.77842687865975e-09,8.16887108447937,no
AL161772.1,0.817096268568401,-0.869293250609104,25.9099235023754,3.57725433647865e-07,7.66363101298048e-07,6.11556541375261,no
HSP90AA3P,0.817166309365117,-2.40979037830361,34.981784267165,3.32804209413522e-09,8.42149240148754e-09,8.07461093886879,no
MAGIX,0.817175976482528,1.75784561841661,54.4282199032305,1.61230808072366e-13,5.59472904669146e-13,12.2522209415532,no
YWHAZP3,0.817193524971868,-0.937584934735349,46.5955481302842,8.72582642611458e-12,2.68408212530496e-11,10.5712042001196,no
RPS2P41,0.817335964451768,-3.87657088261279,7.97939021539409,0.00473128759323487,0.00686798051370027,2.16317094571911,no
RAP1GDS1,0.817526792662097,5.83270880290246,95.2656447235235,1.66477324004408e-22,1.04904889597971e-21,20.9792042689473,no
KAZN-AS1,0.817564545682331,0.455649938011954,4.30354232946178,0.0380330758698383,0.0493410543037159,1.30679157488288,no
GPD2,0.817617592763091,6.57902586248092,88.2101348950086,5.88575663013552e-21,3.34536411172653e-20,19.475556606414,no
ZNF75A,0.817707452431017,4.71574390251241,133.706919787662,6.33264127120382e-31,6.66861571186853e-30,29.1759643086758,no
SSR4,0.817789514328337,7.11325063748049,86.7289986591238,1.24458448594808e-20,6.92236515852848e-20,19.1597454951674,no
AP000692.1,0.818479781911347,-2.0046963978035,27.5735408283005,1.51233465407023e-07,3.34086180756953e-07,6.47614148828023,no
ZNF107,0.818701892493721,4.93295479204857,69.6767323824345,6.98654131839465e-17,3.0762293894569e-16,15.5119812830251,no
SMG1P3,0.818965135633588,1.19456167193298,26.6628450582402,2.42235028509907e-07,5.25475883256106e-07,6.27944721114694,no
CYBC1,0.819055551646338,5.81272246634252,141.725542763778,1.11658898851171e-32,1.29802825232622e-31,30.8867158547654,no
AC104446.2,0.819243057329869,-2.43917301500226,19.6441934668425,9.32863626464195e-06,1.77087884679822e-05,4.75181114968898,no
ADAMTS2,0.819320312715675,6.51226729560172,39.2471928479835,3.73404835876815e-10,1.01840625372212e-09,8.99207894247629,no
CNNM4,0.819334428777718,5.63741438765375,69.2106516697546,8.84888507895106e-17,3.87656639977442e-16,15.411552772817,no
CPLX1,0.819387254116922,2.63512758136202,28.8020715167251,8.01653241788058e-08,1.812759100568e-07,6.74165990591294,no
MFSD6L,0.819505939543209,1.12263655578802,13.2126670351578,0.000278063403672575,0.000458604177171125,3.33856199384047,no
ARSB,0.819699162847718,4.32346046541317,75.5656395854992,3.53459177659866e-18,1.68992444182386e-17,16.7721327126837,no
BYSL,0.819742049594721,4.38028529959366,124.458707736272,6.68560043431775e-29,6.16574539138546e-28,27.2100144130184,no
COX6A1,0.819985370750746,4.64852164552283,75.7195473065999,3.26954846619088e-18,1.56709190243938e-17,16.8049055334919,no
PDCD2L,0.820127191799352,1.67941373551693,66.6026487582502,3.32139525226333e-16,1.39834184859424e-15,14.8543866448926,no
HSP90AA1,0.820309502581116,10.619938021362,79.6396957606499,4.49307073234689e-19,2.27117100204271e-18,17.643750165451,no
AMPH,0.820482334140066,3.54879246612081,15.5382040714074,8.08545705581965e-05,0.000140438083630689,3.85251510539791,no
AL132780.5,0.821005017637725,-1.90284332722193,33.264488597612,8.04381993053352e-09,1.97355098471113e-08,7.704751649561,no
NPM1P26,0.82100922863571,-1.9301623346242,16.2571268656199,5.53011846762292e-05,9.76715941004447e-05,4.01023172409266,no
SLC2A9-AS1,0.82118203587756,-2.58008948218375,14.9173013968102,0.000112328078523843,0.000192030504027175,3.71662977817967,no
NABP2,0.821544719915626,5.06840776889796,157.08312725802,4.90891535761483e-36,6.90595761433482e-35,34.1607760914828,no
TFG,0.821581167125974,6.92581803289916,212.832047763318,3.31140631680278e-48,9.00015919884368e-47,46.0457498084976,no
LINC01237,0.82161791887965,0.496522087158373,23.2193653280745,1.44534533230454e-06,2.94450795883443e-06,5.5309872674699,no
SLFNL1,0.821655060718841,-1.05865816713894,24.5558028495858,7.21886186080603e-07,1.5088806188254e-06,5.82134511982437,no
NUDCD1,0.821849468778277,4.92938520897289,96.1090072095382,1.08729006490159e-22,6.93309256484499e-22,21.1590730014264,no
AC012170.1,0.821965968908257,-3.60880793620408,11.1839611907367,0.000825074367315444,0.00129605989742823,2.88737492707542,no
MTHFD1L,0.822126629848815,4.21021296074786,51.7143410382813,6.4192155050232e-13,2.13645617337244e-12,11.6703060117435,no
NAA20,0.82216950762086,5.99668367739559,177.898775632772,1.39385446742214e-40,2.53472032052603e-39,38.5960699534719,no
SLC6A3,0.822307159441199,-2.06302398813875,10.6455822177042,0.00110334142593011,0.00171138278120357,2.76665284190726,no
ZDHHC23,0.822443902541538,3.40981908898011,52.7138421947723,3.8586200669127e-13,1.3035402663632e-12,11.8848755489304,no
BCAR3-AS1,0.822919046704754,-0.712485428234815,21.5848351364481,3.38517863845329e-06,6.6916569252743e-06,5.17446633299351,no
LMAN2,0.822995813688175,7.17070508543437,95.0639173554275,1.84336241560376e-22,1.15781745135801e-21,20.9363599087584,no
SPATC1L,0.823004160667973,2.68440960417078,33.3202660283913,7.81638181546726e-09,1.91982991645943e-08,7.71673724505429,no
GDAP2,0.823034583483936,4.68422899037607,73.0995952806282,1.23269796737252e-17,5.69675770158492e-17,16.244372251862,no
AC129803.1,0.823081469370725,-2.719183168314,14.8926322330578,0.000113806607112005,0.000194386473552423,3.71133395888467,no
PTGFRN,0.823171188165579,7.22121289144558,93.0220817569254,5.17141265836767e-22,3.14762064778228e-21,20.5020176144649,no
CATSPERG,0.82339728705489,2.15057394168235,37.6486132472791,8.47068763192489e-10,2.25359689556327e-09,8.64712376428314,no
UBFD1,0.823450878302006,6.51334077279407,173.867685682956,1.05798492610929e-39,1.83890639643085e-38,37.7354403765521,no
ZNF490,0.823587103104446,2.68512798431172,157.882216884741,3.2838035358205e-36,4.65878057438164e-35,34.3317277440655,no
LINC02846,0.823696287532626,-2.03534073693975,28.5882789418571,8.95224405664417e-08,2.01601716551199e-07,6.69550577438157,no
CLEC4D,0.823783708190444,-2.51005429621673,9.22035406341374,0.00239339257128744,0.00359044550480791,2.4448516605371,no
DTX2,0.823799266273432,4.02822866844032,87.7829589162971,7.30455595432622e-21,4.13218845265189e-20,19.3838198802598,no
YIPF1,0.823837506823194,5.69803337660812,112.696236598867,2.5149931355761e-26,2.00943959479935e-25,24.6969250444805,no
YY2,0.824301087114657,-0.127854516251777,102.72242881068,3.85554562189974e-24,2.66437046161375e-23,22.5744053897687,no
SCRIB,0.824386620380059,6.20733156890073,56.6350992642978,5.24669254988863e-14,1.89425847217898e-13,12.7225607616674,no
SCARF2,0.824617294742641,3.14328799831292,49.8619154319603,1.64955586042197e-12,5.33487816693654e-12,11.272875494146,no
TCEAL3,0.824867220545964,5.09749028253308,47.5435542750549,5.3795350487165e-12,1.67959481585531e-11,10.7747954745014,no
PHTF1,0.825081359770636,3.91890949015304,178.305582962249,1.13602992199077e-40,2.07636899612663e-39,38.682695464532,no
NAT10,0.82544795045434,6.2199149404577,132.848937753503,9.75598190786889e-31,1.01504155707831e-29,28.9935161768243,no
MARCHF1,0.825631001755068,3.8175080492732,51.6485158791363,6.63808010014757e-13,2.20725591175207e-12,11.6561473113247,no
GEMIN7,0.825701248329232,-1.2494657769467,54.6866620242541,1.41362445062756e-13,4.93249690467133e-13,12.3069331786119,no
LINC00412,0.825862692192821,-2.6050865678952,17.8791396406239,2.35387148842167e-05,4.30883974257013e-05,4.36563965820027,no
C4orf46,0.825892994355802,3.38766199777674,119.820889397886,6.92383011545216e-28,6.04226617010056e-27,26.2188001473746,no
ZNF613,0.825928122664696,3.49645407518792,56.2868780819013,6.2632020906046e-14,2.24579384835926e-13,12.6486301121124,no
RITA1,0.825931794448702,4.14356236566909,119.461661635427,8.29837860046503e-28,7.20930592393869e-27,26.1421065449773,no
AL137847.1,0.825944725820532,-1.23203985109065,27.2658772837016,1.77313104661584e-07,3.89136398510877e-07,6.40989814485007,no
RPA3,0.826141913505034,4.29195407817916,137.202169899646,1.08912384910761e-31,1.20329539220107e-30,29.9196277463465,no
PPP6R1,0.826255588724379,6.14901892834193,153.737614356403,2.64283972059617e-35,3.57992411668269e-34,33.4461261789582,no
AC007731.1,0.826357169805327,-0.256898491275354,38.6247251977437,5.13641040050745e-10,1.38615887797525e-09,8.8581869891517,no
TMEM198,0.826497629583268,1.77776397794419,32.91042548895,9.65043497588174e-09,2.35373725625537e-08,7.628242018352,no
WNT5A,0.826639572519224,5.00596099764659,32.2366963338072,1.36488426706153e-08,3.29288796332482e-08,7.48242304540031,no
RPN1,0.826641258967899,8.31888348023473,156.379737116156,6.9933819097722e-36,9.772872621052e-35,34.0099777617572,no
TMEM156,0.826752352950417,1.31430022618789,20.0858971597247,7.40406364150193e-06,1.41858612765926e-05,4.84814429142848,no
C19orf38,0.826788994632859,0.730707405330663,40.8857016249765,1.61397673060323e-10,4.5254641662012e-10,9.34433686961204,no
CCIN,0.827115972967032,-0.844085661979459,35.5897133940758,2.43570356552844e-09,6.23365744734796e-09,8.20525706680317,no
RAC2,0.827199435174189,4.94004240971416,43.4550342407067,4.33814159614974e-11,1.26353833690426e-10,9.89841157665393,no
AL356740.3,0.82727633141962,-1.8065268488038,19.6485358366908,9.307460359068e-06,1.76699224799746e-05,4.75276535578996,no
LINC02303,0.827324021022281,0.401908229322264,2.98285151906404,0.0841508955892235,0.103966900996003,0.983104901112025,no
AC009054.2,0.827406784307591,-2.03825467401912,32.3131684545068,1.31221028167579e-08,3.1685415301944e-08,7.49914059618714,no
AC087276.2,0.827637226030641,-3.19817659113774,14.2710605814214,0.000158279742097181,0.000267390559075168,3.57285393070882,no
AC027544.1,0.82767769205847,-3.33399320447517,9.07031634848875,0.00259792121672503,0.00388268890632635,2.41086740514755,no
TRAV8-4,0.827756654243814,-2.00185867882083,16.1795310132113,5.76133082839883e-05,0.000101534328330748,3.99338709977969,no
PTPN6,0.827804907529231,5.30041724987186,89.4504995429401,3.14407657263648e-21,1.82411524158863e-20,19.7389477278469,no
LAPTM5,0.827822860446342,6.56736984052153,51.2168598469611,8.27052417431551e-13,2.72629407228779e-12,11.5644273007084,no
CDK2,0.828130856080988,4.66864471357819,131.763298075229,1.68566198016725e-30,1.72528429104714e-29,28.7631393319761,no
AL360091.1,0.828392989814727,-2.70375260256747,22.0410620027691,2.66879518207416e-06,5.32109935375446e-06,5.27399863200095,no
AL117350.1,0.828641346699432,-3.22454955520881,12.0903528934618,0.000506833805435134,0.000813571861419189,3.08960408053972,no
FAM110B,0.828739203394864,4.34650586231676,63.710586506887,1.44108074543473e-15,5.8170200803691e-15,14.2352994370133,no
AL356299.2,0.828859708383887,-2.61332621174114,26.8513766051725,2.19717787691321e-07,4.78485530900335e-07,6.32013119047889,no
SYDE2,0.828949022028508,3.85435146148534,44.6373984558169,2.37118835972488e-11,7.04831329131402e-11,10.15191480016,no
