Sample	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15
OTU_5135	0	0	0	0	0	0	3	11	2	0	0	3	0	0	0
OTU_5266	0	0	0	0	0	2	0	14	1	0	0	2	0	0	0
OTU_5446	0	0	2	0	0	1	2	0	0	0	5	1	2	6	0
OTU_5624	0	0	0	0	0	8	0	0	0	0	1	7	0	3	0
OTU_5645	0	0	0	0	0	0	0	0	0	2	4	9	0	3	1
OTU_5924	0	0	0	0	0	0	0	0	0	0	8	1	6	3	1
OTU_6293	0	0	0	0	0	0	0	0	0	0	3	0	11	4	1
OTU_6337	0	0	0	0	0	0	0	0	0	0	5	1	4	6	3
OTU_6351	0	0	0	0	0	16	1	0	0	0	0	0	0	1	1
OTU_6367	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6406	0	3	1	0	11	0	2	0	0	2	0	0	0	0	0
OTU_6457	0	0	7	0	3	3	0	3	0	1	0	0	0	2	0
OTU_6560	0	0	0	0	0	0	0	0	0	0	2	5	5	4	3
OTU_6595	0	0	2	0	1	0	1	3	6	3	1	2	0	0	0
OTU_6608	0	0	0	0	0	0	2	1	0	0	2	5	3	2	4
OTU_6706	0	0	1	0	0	0	4	0	1	0	2	4	1	4	2
OTU_6847	0	0	0	0	0	0	0	0	3	0	0	10	1	5	0
OTU_7095	0	0	0	0	0	0	0	0	0	0	1	1	5	1	11
OTU_7229	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0
OTU_7244	0	0	0	0	8	2	0	0	0	0	5	0	0	0	4
OTU_7255	0	0	2	0	0	2	1	0	0	14	0	0	0	0	0
OTU_7345	0	0	4	0	0	0	0	6	0	3	0	5	0	1	0
OTU_7390	0	0	0	0	0	3	0	0	0	14	0	0	0	0	2
OTU_7433	0	0	4	4	0	2	0	2	0	0	0	3	2	1	1
OTU_7464	0	0	0	0	0	4	0	3	0	0	1	3	1	7	0
OTU_7524	0	0	0	0	0	1	2	1	0	0	5	8	2	0	0
OTU_7666	0	0	0	0	0	0	0	0	0	0	7	2	8	0	2
OTU_7708	0	0	0	0	0	6	0	0	0	0	0	3	0	4	6
OTU_7781	0	0	0	0	3	6	0	2	0	8	0	0	0	0	0
OTU_7783	0	0	0	0	0	0	5	0	8	0	0	6	0	0	0
OTU_7828	0	0	0	0	0	0	0	0	0	0	0	3	6	9	1
OTU_7920	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0
OTU_7930	0	0	9	0	0	6	2	1	0	0	0	0	0	0	1
OTU_8107	0	0	5	0	0	0	7	6	0	1	0	0	0	0	0
OTU_8150	0	0	0	0	0	0	0	0	0	0	1	8	4	5	1
OTU_8244	0	0	0	0	0	0	0	0	0	0	14	0	2	0	3
OTU_8257	0	0	0	0	0	0	0	0	0	0	0	11	4	4	0
OTU_8286	0	0	0	1	0	0	2	1	0	1	0	5	3	6	0
OTU_8525	0	0	0	0	0	0	1	0	0	0	2	6	0	6	4
OTU_8546	0	0	0	0	0	0	0	0	0	2	0	1	4	6	6
OTU_8551	0	0	5	0	0	2	3	0	2	4	1	0	1	0	1
OTU_8613	0	0	0	0	0	1	0	0	0	17	0	1	0	0	0
OTU_8739	0	0	0	0	0	0	0	0	0	0	9	2	0	5	3
OTU_877	0	0	1	0	6	4	2	5	1	0	0	0	0	0	0
OTU_8773	0	0	0	0	0	0	0	0	0	0	0	2	1	13	3
OTU_8803	0	0	1	0	0	0	1	0	0	7	5	0	1	0	4
OTU_8911	0	0	9	1	0	0	1	0	1	1	0	0	0	2	4
OTU_8948	0	0	0	0	0	0	0	0	0	0	5	1	8	3	2
OTU_9054	0	0	0	1	0	0	0	0	0	1	9	8	0	0	0
OTU_9132	0	0	0	0	0	0	0	0	0	0	0	11	0	7	1
OTU_9208	0	0	1	0	0	1	4	2	0	0	3	7	1	0	0
OTU_9231	0	0	0	0	0	0	0	1	10	8	0	0	0	0	0
OTU_9386	0	0	0	0	0	0	0	0	1	0	0	11	1	1	5
OTU_9455	0	0	0	0	0	3	8	5	0	0	0	3	0	0	0
OTU_9585	0	0	2	0	2	0	2	1	0	12	0	0	0	0	0
OTU_9592	0	0	1	0	0	0	0	4	6	3	2	2	0	1	0
OTU_9667	0	12	4	0	0	0	2	0	0	0	1	0	0	0	0
OTU_9877	0	0	0	0	0	0	0	0	0	0	0	9	0	5	5
OTU_9883	0	0	0	0	0	0	0	0	0	0	0	2	1	11	5
OTU_9950	0	0	0	0	0	1	0	0	0	0	9	0	3	3	3
OTU_9986	0	0	0	0	1	1	1	0	5	1	0	4	5	1	0
OTU_10187	0	0	0	0	0	0	0	0	0	0	5	3	0	5	5
OTU_10197	0	0	0	0	0	0	0	0	0	0	1	2	2	5	8
OTU_10208	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_10220	0	0	4	0	0	2	4	0	2	0	2	3	0	1	0
OTU_10232	0	0	2	0	0	1	9	1	5	0	0	0	0	0	0
OTU_10269	0	0	0	15	0	0	0	1	2	0	0	0	0	0	0
OTU_10271	0	0	0	4	0	3	3	1	2	1	1	0	1	0	2
OTU_10283	0	0	0	0	0	0	0	0	0	0	4	0	0	14	0
OTU_10326	0	0	0	0	0	0	0	0	0	0	1	7	2	8	0
OTU_10360	0	0	0	0	0	3	8	4	0	2	0	0	1	0	0
OTU_10384	0	0	0	0	0	0	9	0	7	1	0	1	0	0	0
OTU_10418	0	0	0	0	0	0	0	0	0	0	0	1	6	7	4
OTU_10430	0	2	0	0	6	0	0	0	0	6	0	2	1	0	1
OTU_10474	0	0	0	0	0	0	0	0	0	0	0	1	1	9	7
OTU_10535	0	0	0	0	6	0	0	2	0	0	2	1	7	0	0
OTU_10539	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
OTU_10567	0	8	1	2	0	0	0	5	1	1	0	0	0	0	0
OTU_10593	0	0	0	0	0	0	0	0	0	0	2	9	4	3	0
OTU_10669	0	0	0	0	0	6	5	6	1	0	0	0	0	0	0
OTU_10734	0	0	0	0	5	1	0	3	5	3	0	0	1	0	0
OTU_10777	0	0	0	0	0	0	0	0	0	0	3	0	1	10	4
OTU_10862	3	0	3	0	0	0	2	2	2	2	0	0	0	4	0
OTU_10961	0	0	0	0	0	0	0	0	0	0	2	0	5	8	3
OTU_10984	0	0	2	0	13	2	1	0	0	0	0	0	0	0	0
OTU_10999	0	0	0	0	0	3	9	6	0	0	0	0	0	0	0
OTU_11024	0	0	0	0	0	1	3	0	0	0	0	6	2	6	0
OTU_1105	0	0	0	14	3	0	1	0	0	0	0	0	0	0	0
OTU_1115	0	0	0	0	0	0	14	1	0	0	0	3	0	0	0
OTU_11227	0	0	0	0	0	0	0	0	7	0	0	3	2	3	3
OTU_11228	0	0	0	0	0	0	0	0	9	8	0	1	0	0	0
OTU_11229	0	0	0	0	0	0	0	0	7	4	0	4	3	0	0
OTU_11303	0	0	0	0	0	0	0	0	0	0	3	3	3	9	0
OTU_11396	0	0	0	0	0	5	2	1	2	0	0	5	1	2	0
OTU_11407	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
OTU_11415	0	0	0	0	0	0	0	0	0	0	4	1	8	5	0
OTU_11455	0	0	3	0	0	0	0	0	0	0	1	5	1	6	2
OTU_11492	0	0	0	0	0	0	0	0	0	0	0	2	9	7	0
OTU_11567	0	0	0	0	0	1	2	14	0	1	0	0	0	0	0
OTU_11616	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0
OTU_11648	0	0	0	0	0	2	1	1	0	0	0	6	4	3	1
OTU_11738	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11784	0	0	5	0	7	4	0	2	0	0	0	0	0	0	0
OTU_11798	0	0	1	0	0	0	2	0	2	0	0	2	2	1	8
OTU_11822	0	13	0	2	0	0	1	0	2	0	0	0	0	0	0
OTU_11981	0	0	0	0	0	15	0	0	0	0	0	0	2	0	1
OTU_12005	0	2	0	0	5	0	1	2	1	7	0	0	0	0	0
OTU_12029	0	0	0	0	0	0	0	1	15	2	0	0	0	0	0
OTU_12047	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
OTU_12108	0	9	0	0	0	0	0	0	0	0	2	4	2	0	1
OTU_12112	0	0	0	0	0	0	0	0	0	0	12	0	0	0	6
OTU_12123	0	0	0	0	0	0	0	0	0	0	2	1	1	2	12
OTU_12130	0	0	0	0	0	0	1	2	1	0	1	3	3	4	3
OTU_12146	0	0	0	0	0	0	0	0	0	0	0	4	7	7	0
OTU_12211	0	0	0	0	4	3	0	4	2	1	0	4	0	0	0
OTU_12226	0	0	0	0	0	1	1	0	5	0	2	2	3	3	1
OTU_12233	0	1	9	0	0	0	5	0	3	0	0	0	0	0	0
OTU_12287	0	6	3	3	0	0	0	1	0	1	0	3	1	0	0
OTU_12323	0	0	0	0	14	0	2	0	0	0	0	0	0	0	2
OTU_12335	0	0	0	8	0	0	0	0	0	0	3	3	0	3	1
OTU_12354	0	0	0	0	0	0	0	0	0	0	10	0	1	0	7
OTU_12403	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0
OTU_12430	0	0	10	0	0	1	1	1	2	0	0	2	0	0	1
OTU_12513	0	0	0	0	0	1	2	0	0	0	4	0	3	7	1
OTU_12688	0	0	0	0	0	4	3	9	0	2	0	0	0	0	0
OTU_12708	0	0	2	0	0	1	1	9	2	2	1	0	0	0	0
OTU_12719	0	2	2	0	0	0	2	4	5	0	0	1	0	2	0
OTU_12766	0	0	0	0	0	1	0	1	0	0	3	2	1	2	8
OTU_12862	0	0	0	0	0	0	0	0	0	0	0	4	8	5	1
OTU_12871	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0
OTU_12875	0	0	0	0	0	1	1	5	5	3	0	0	0	3	0
OTU_12918	0	0	0	0	0	1	3	0	2	0	4	2	4	2	0
OTU_12925	0	0	1	0	0	1	10	1	5	0	0	0	0	0	0
OTU_12932	0	0	0	0	0	7	3	2	0	0	0	5	1	0	0
OTU_12942	0	0	0	1	0	11	0	0	0	0	0	2	0	2	2
OTU_12979	0	1	0	3	0	0	0	0	7	0	2	0	1	1	3
OTU_12984	0	0	0	0	0	0	0	0	11	4	0	0	0	3	0
OTU_12985	0	0	1	0	0	0	0	0	2	0	0	9	3	0	3
OTU_13071	0	0	0	0	0	0	0	0	0	0	2	4	2	0	10
OTU_13085	0	0	0	0	0	0	0	0	0	0	6	0	1	0	11
OTU_13185	0	0	7	0	0	1	4	0	2	0	0	1	0	1	2
OTU_13305	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
OTU_13357	0	0	0	0	0	0	0	0	0	1	0	0	5	1	11
OTU_13366	0	0	0	13	0	0	0	0	1	4	0	0	0	0	0
OTU_13416	0	0	0	0	0	10	1	1	0	0	4	2	0	0	0
OTU_13452	0	0	0	0	0	1	0	0	0	2	2	4	3	6	0
OTU_13479	0	0	0	0	0	0	3	0	10	4	0	0	1	0	0
OTU_13490	0	0	0	0	0	0	1	1	2	14	0	0	0	0	0
OTU_13571	0	0	0	0	0	0	0	0	0	0	0	14	3	1	0
OTU_13628	0	0	0	0	0	0	0	0	0	0	10	0	0	0	8
OTU_13640	0	0	0	0	0	0	0	0	0	0	6	2	0	3	7
OTU_1383	0	1	3	0	1	1	2	1	4	1	0	4	0	0	0
OTU_13855	0	0	0	0	0	0	0	0	0	0	3	1	1	8	5
OTU_13859	0	0	0	0	6	0	0	0	0	0	0	8	0	2	2
OTU_13927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
OTU_13952	0	0	0	0	4	0	0	0	0	0	0	5	9	0	0
OTU_14011	0	0	2	0	0	1	3	0	1	0	0	5	3	1	2
OTU_14059	0	0	2	0	0	2	0	7	0	0	3	1	0	1	2
OTU_14069	0	0	0	1	1	0	5	1	9	0	0	1	0	0	0
OTU_14078	0	0	3	8	0	0	2	0	1	3	1	0	0	0	0
OTU_14098	0	0	0	0	0	0	0	2	0	0	0	1	8	5	2
OTU_14127	0	0	0	0	0	0	0	0	0	0	3	0	6	0	9
OTU_14155	0	0	0	14	0	0	0	0	0	2	1	1	0	0	0
OTU_1418	0	0	0	0	3	5	3	0	0	7	0	0	0	0	0
OTU_14295	0	0	0	0	0	15	0	0	0	0	0	3	0	0	0
OTU_14338	0	1	5	0	5	0	3	0	1	1	0	1	0	1	0
OTU_14348	0	0	7	0	0	4	2	2	3	0	0	0	0	0	0
OTU_14399	0	0	8	0	0	0	0	0	1	0	3	4	0	2	0
OTU_14476	0	1	2	10	0	2	1	2	0	0	0	0	0	0	0
OTU_14551	0	0	0	0	0	0	0	0	0	0	1	13	3	0	1
OTU_14723	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0
OTU_14761	0	0	1	9	3	0	0	0	3	0	0	2	0	0	0
OTU_14773	0	0	5	4	1	0	0	0	0	6	1	0	0	0	1
OTU_14774	0	4	11	1	0	0	0	0	0	0	0	2	0	0	0
OTU_14816	0	0	1	0	0	0	0	0	0	1	5	0	4	0	7
OTU_14830	0	0	2	0	0	0	0	1	0	0	7	0	5	2	1
OTU_14855	0	0	0	0	0	0	0	0	0	0	12	0	1	3	2
OTU_14866	0	0	0	0	0	0	0	0	0	0	1	7	8	1	1
OTU_14964	0	0	0	0	0	1	0	8	0	9	0	0	0	0	0
OTU_14969	0	0	0	1	3	3	1	1	1	2	0	5	0	0	1
OTU_15020	0	0	0	0	11	0	2	1	3	0	0	1	0	0	0
OTU_15024	0	0	4	0	0	7	2	0	2	0	0	0	0	3	0
OTU_15076	0	0	10	0	0	0	5	0	1	2	0	0	0	0	0
OTU_15110	0	0	1	0	4	0	3	1	2	3	1	0	2	0	1
OTU_15140	0	0	0	0	6	0	0	0	0	0	2	2	4	0	4
OTU_15260	0	0	3	0	0	1	2	0	5	3	1	0	0	0	3
OTU_1702	7	0	0	0	0	2	1	0	2	3	1	0	0	0	2
OTU_1809	0	0	0	0	14	2	0	0	0	0	0	0	0	2	0
OTU_1985	0	0	0	0	0	0	2	13	1	2	0	0	0	0	0
OTU_2046	0	0	0	0	0	2	0	1	0	0	0	2	1	12	0
OTU_2349	0	0	0	0	0	0	0	0	0	0	1	9	1	6	1
OTU_2358	0	1	2	0	0	0	13	1	1	0	0	0	0	0	0
OTU_2546	0	0	2	0	0	0	0	0	1	0	3	3	2	5	2
OTU_2728	0	0	0	0	0	0	9	1	0	0	2	1	2	1	2
OTU_2788	0	0	2	0	0	0	4	8	0	4	0	0	0	0	0
OTU_2865	0	0	0	0	0	0	1	12	0	4	0	1	0	0	0
OTU_2980	0	0	0	0	16	0	0	0	0	0	0	1	0	1	0
OTU_3139	0	13	0	0	1	0	0	0	0	2	0	2	0	0	0
OTU_3159	0	0	0	0	0	0	2	15	0	1	0	0	0	0	0
OTU_3240	0	0	8	0	0	0	0	0	0	0	5	0	0	3	2
OTU_3348	0	0	0	0	0	0	0	0	0	0	0	1	1	14	2
OTU_3404	0	0	0	5	0	2	3	2	0	0	0	4	0	1	1
OTU_3514	0	0	0	0	0	0	0	3	0	3	2	1	1	0	8
OTU_358	0	0	0	14	2	2	0	0	0	0	0	0	0	0	0
OTU_3581	0	0	0	0	0	0	0	0	0	0	0	2	12	4	0
OTU_3634	0	0	0	0	0	0	0	0	0	0	0	3	2	11	2
OTU_3679	0	0	0	0	16	0	0	0	0	0	0	0	1	0	1
OTU_3709	0	0	0	0	0	8	0	0	0	0	1	0	0	4	5
OTU_3717	0	0	3	13	1	0	0	0	0	0	0	0	0	1	0
OTU_3760	0	0	0	0	0	2	0	0	0	0	0	10	0	6	0
OTU_3909	0	1	0	14	0	1	2	0	0	0	0	0	0	0	0
OTU_3964	0	5	4	0	2	0	5	1	0	0	0	0	0	1	0
OTU_3968	0	0	0	0	0	0	1	0	0	0	0	3	11	0	3
OTU_3988	0	0	0	14	0	0	0	2	0	2	0	0	0	0	0
OTU_4090	0	0	0	9	0	1	1	4	0	2	0	1	0	0	0
OTU_4258	0	0	0	0	0	0	0	0	0	0	0	7	5	6	0
OTU_4264	0	0	0	0	0	13	0	0	0	0	2	1	0	2	0
OTU_4384	0	0	9	0	0	0	0	0	0	0	7	1	0	0	1
OTU_4442	0	0	0	0	0	0	0	0	0	0	0	7	6	5	0
OTU_4457	0	0	0	11	6	0	0	0	0	1	0	0	0	0	0
OTU_4955	0	0	0	0	0	0	0	0	0	0	7	3	0	4	4
OTU_501	2	4	0	0	0	0	0	0	0	0	5	1	3	1	2
OTU_5176	0	1	16	0	0	0	0	1	0	0	0	0	0	0	0
OTU_5247	0	0	0	8	7	0	1	0	0	1	0	0	1	0	0
OTU_5248	0	0	0	0	3	0	0	0	0	0	3	1	0	5	6
OTU_5527	0	1	1	0	2	0	6	0	0	6	0	1	1	0	0
OTU_5595	0	0	0	0	0	0	1	1	7	9	0	0	0	0	0
OTU_5633	0	0	0	0	0	3	1	3	1	0	0	2	0	8	0
OTU_5679	0	0	0	0	0	10	0	0	5	0	1	2	0	0	0
OTU_5698	0	0	5	0	0	0	0	0	0	0	0	2	1	8	2
OTU_5813	0	0	2	0	0	0	4	1	0	0	2	0	1	3	5
OTU_5933	0	0	0	0	2	5	2	3	0	6	0	0	0	0	0
OTU_6075	0	0	0	0	0	1	0	0	0	0	0	4	12	1	0
OTU_6085	0	0	0	0	0	1	11	0	0	0	3	0	3	0	0
OTU_6134	0	0	0	0	0	0	0	0	1	15	0	0	2	0	0
OTU_6332	0	0	0	0	0	0	0	0	0	0	5	1	3	3	6
OTU_6333	0	0	0	0	0	0	0	0	0	0	7	0	0	0	11
OTU_6354	0	0	1	6	0	0	1	1	2	0	2	1	0	4	0
OTU_6405	0	0	0	7	0	2	0	0	0	1	1	1	1	4	1
OTU_6463	0	0	8	0	0	1	0	1	0	0	0	1	1	5	1
OTU_6651	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
OTU_6717	0	5	6	2	0	2	0	2	0	0	0	0	0	0	1
OTU_6737	0	0	0	0	2	0	0	0	0	0	0	2	1	8	5
OTU_6757	0	0	1	0	1	0	12	2	0	0	1	1	0	0	0
OTU_6799	0	0	1	0	0	3	3	5	0	0	1	0	2	3	0
OTU_6806	0	0	0	0	0	6	0	0	7	0	1	0	0	1	3
OTU_6911	0	0	0	0	0	0	0	0	0	0	2	7	3	3	3
OTU_6976	0	0	0	0	0	0	0	0	0	0	0	5	11	2	0
OTU_7064	0	0	0	0	0	4	0	0	0	0	0	0	6	3	5
OTU_7067	0	0	2	0	0	2	6	5	2	0	0	1	0	0	0
OTU_7094	0	0	0	0	0	0	0	0	0	0	7	0	1	7	3
OTU_7141	0	0	1	0	0	0	0	0	0	0	10	0	4	1	2
OTU_7208	0	0	0	0	0	0	0	0	0	0	1	3	5	6	3
OTU_7258	0	3	0	0	0	0	2	0	0	3	1	2	0	0	7
OTU_7292	0	0	2	0	0	0	0	4	0	0	0	2	2	2	6
OTU_7358	0	0	0	0	0	0	0	0	0	0	3	1	2	9	3
OTU_7367	0	2	0	13	0	0	0	0	2	1	0	0	0	0	0
OTU_7396	0	0	4	0	0	6	1	0	0	0	0	0	1	1	5
OTU_7403	0	0	7	0	0	3	2	1	0	0	0	0	1	2	2
OTU_7411	0	0	14	0	0	0	2	0	0	0	0	2	0	0	0
OTU_7427	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
OTU_7499	0	0	0	0	0	0	0	0	0	0	6	0	7	0	5
OTU_7611	0	0	0	0	0	4	8	0	2	0	0	4	0	0	0
OTU_7670	0	0	0	0	0	0	0	0	0	0	4	0	5	5	4
OTU_7772	0	0	0	0	0	5	10	2	0	0	0	0	1	0	0
OTU_7799	0	0	0	10	0	0	0	0	2	6	0	0	0	0	0
OTU_7826	0	0	0	0	0	4	0	2	0	0	4	0	3	5	0
OTU_7952	0	1	0	4	0	0	1	3	2	0	1	3	3	0	0
OTU_7980	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
OTU_8001	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
OTU_8015	0	0	0	0	0	5	0	0	2	1	0	4	3	3	0
OTU_8102	0	0	10	0	0	1	2	0	1	3	0	1	0	0	0
OTU_8130	0	0	0	2	0	0	0	0	0	0	4	2	5	1	4
OTU_8216	0	0	0	0	0	0	0	0	0	0	1	10	6	1	0
OTU_8219	0	0	0	0	0	0	0	0	0	0	4	3	1	2	8
OTU_8321	0	0	0	0	13	0	0	0	0	0	1	0	0	0	4
OTU_8424	0	0	0	0	0	1	1	12	0	0	0	0	0	4	0
OTU_8474	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8531	0	6	0	0	0	1	3	7	0	0	0	1	0	0	0
OTU_8534	0	0	12	0	0	0	0	1	0	4	0	0	0	0	1
OTU_8550	0	0	0	0	0	3	0	0	0	0	1	1	4	4	5
OTU_8669	0	0	0	0	0	2	2	5	5	2	1	0	1	0	0
OTU_8717	0	0	0	0	0	0	3	8	1	0	0	0	6	0	0
OTU_8741	0	0	0	0	0	0	0	0	0	0	4	6	1	7	0
OTU_8780	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8842	0	0	0	0	0	0	0	0	0	0	0	8	1	6	3
OTU_8859	0	0	0	0	0	0	0	0	0	0	3	1	3	10	1
OTU_8886	0	0	8	0	0	3	6	0	0	0	0	1	0	0	0
OTU_8952	0	0	0	0	0	0	0	0	0	0	2	4	2	10	0
OTU_9016	0	0	10	0	0	0	0	7	1	0	0	0	0	0	0
OTU_9027	0	0	0	0	0	0	0	0	0	0	2	0	0	0	16
OTU_9055	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0
OTU_9190	0	0	3	0	0	2	7	0	2	0	0	3	0	1	0
OTU_9221	0	0	0	0	0	0	5	3	3	0	1	5	1	0	0
OTU_9226	0	0	0	6	0	1	0	7	0	2	0	2	0	0	0
OTU_9271	0	0	5	4	0	0	0	0	3	0	0	0	0	1	5
OTU_9410	0	0	0	0	0	0	0	0	0	0	4	3	3	0	8
OTU_9423	0	0	0	0	0	0	0	0	0	0	3	0	5	10	0
OTU_9451	0	0	0	0	0	5	3	9	0	1	0	0	0	0	0
OTU_9479	0	0	0	0	5	0	0	0	4	0	1	0	0	2	6
OTU_9491	0	0	0	4	10	0	0	1	0	2	0	0	0	1	0
OTU_9603	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9648	0	0	0	0	0	0	0	0	0	0	9	1	3	5	0
OTU_9668	0	0	0	0	15	2	1	0	0	0	0	0	0	0	0
OTU_9827	0	0	0	0	0	0	0	9	3	0	0	0	3	3	0
OTU_9859	0	0	0	14	0	0	1	0	0	0	0	2	0	1	0
OTU_9989	0	0	0	0	0	0	0	0	0	0	8	3	4	0	3
OTU_10002	0	0	0	0	0	0	0	0	4	0	4	0	1	1	7
OTU_10014	0	0	0	0	0	0	1	0	0	0	3	0	2	8	3
OTU_10044	0	0	0	0	0	0	2	0	5	0	0	3	2	3	2
OTU_10149	0	0	1	0	14	0	1	1	0	0	0	0	0	0	0
OTU_10173	0	0	0	0	0	0	0	0	0	0	9	5	3	0	0
OTU_10231	0	0	0	0	0	4	2	0	0	0	0	3	1	7	0
OTU_10238	0	0	1	0	0	1	8	0	1	2	0	4	0	0	0
OTU_10240	0	0	0	0	0	0	11	0	3	0	0	3	0	0	0
OTU_10259	0	0	5	0	0	1	2	0	1	1	1	1	1	2	2
OTU_10333	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16
OTU_10366	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0
OTU_10529	0	1	2	1	0	3	1	4	0	0	1	1	2	0	1
OTU_10602	0	0	0	0	0	0	0	0	0	0	6	0	1	1	9
OTU_10607	0	0	0	0	0	0	0	0	0	0	13	0	0	1	3
OTU_10616	0	0	0	0	0	0	0	0	0	0	0	2	4	1	10
OTU_10667	0	0	0	0	0	1	1	2	0	0	0	2	0	11	0
OTU_1067	0	0	0	0	2	1	0	1	2	6	0	0	0	0	5
OTU_10674	0	0	1	0	0	7	1	1	3	4	0	0	0	0	0
OTU_10678	0	0	0	0	0	0	2	7	0	0	0	2	6	0	0
OTU_10743	0	0	0	0	0	0	0	0	0	0	11	0	1	0	5
OTU_10931	0	0	0	0	0	0	0	0	0	0	3	5	7	1	1
OTU_10949	0	0	0	0	1	6	1	1	1	0	0	2	2	3	0
OTU_10972	1	1	6	0	5	0	0	0	0	0	4	0	0	0	0
OTU_11052	0	0	0	3	0	0	0	0	0	0	1	0	3	7	3
OTU_11110	0	0	0	0	0	0	0	0	0	0	2	3	4	6	2
OTU_11126	0	0	0	0	0	0	0	0	4	0	0	0	0	8	5
OTU_11168	0	0	0	0	0	8	5	4	0	0	0	0	0	0	0
OTU_11172	0	0	0	0	0	3	3	11	0	0	0	0	0	0	0
OTU_11210	0	0	11	0	0	0	0	1	0	0	0	1	1	1	2
OTU_11234	0	0	0	0	0	0	0	0	2	15	0	0	0	0	0
OTU_11299	0	0	0	0	0	0	0	0	0	0	4	6	0	7	0
OTU_11304	0	0	0	0	0	0	0	0	0	0	1	3	1	11	1
OTU_11336	0	5	0	0	0	5	1	0	1	2	1	0	0	0	2
OTU_11356	0	0	0	0	0	2	0	0	3	12	0	0	0	0	0
OTU_11371	0	0	0	0	0	4	1	0	0	0	2	4	3	3	0
OTU_11420	0	0	0	0	0	0	0	0	0	0	5	2	0	5	5
OTU_11432	0	0	0	0	0	0	0	0	0	0	14	1	1	0	1
OTU_11469	0	0	2	0	0	0	0	0	0	0	5	0	8	2	0
OTU_11473	0	0	0	0	0	0	0	1	0	0	9	4	0	0	3
OTU_11478	0	0	0	0	0	0	0	0	0	0	3	0	8	2	4
OTU_11503	0	0	0	0	0	0	0	0	0	0	0	0	6	10	1
OTU_11541	0	0	0	0	0	14	3	0	0	0	0	0	0	0	0
OTU_11544	0	0	1	0	0	8	4	1	2	0	0	1	0	0	0
OTU_11560	0	0	3	0	0	1	0	8	0	0	3	1	0	0	1
OTU_11602	0	0	0	0	0	0	0	11	0	5	0	1	0	0	0
OTU_11812	0	0	0	0	0	0	0	1	0	0	3	1	1	0	11
OTU_11845	0	0	10	0	0	0	0	0	0	0	0	0	1	6	0
OTU_11911	0	0	0	0	0	0	0	0	0	0	2	1	7	3	4
OTU_11922	0	0	0	0	0	0	0	0	0	0	10	1	1	1	4
OTU_11976	0	0	0	0	0	1	1	1	0	0	0	2	3	7	2
OTU_12028	0	0	0	0	0	0	2	0	0	0	3	2	5	5	0
OTU_12039	0	0	7	0	0	0	0	1	1	1	0	1	0	2	4
OTU_12087	0	0	0	0	0	0	0	0	0	0	1	1	9	6	0
OTU_12213	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0
OTU_12264	0	0	0	0	0	0	2	1	5	9	0	0	0	0	0
OTU_12330	0	0	0	0	0	0	0	0	0	0	3	4	6	4	0
OTU_12340	0	0	0	0	0	0	0	0	0	0	3	5	2	2	5
OTU_12375	0	0	0	0	13	1	0	1	0	0	0	1	1	0	0
OTU_12576	0	0	0	0	0	0	0	0	0	0	13	0	0	1	3
OTU_12578	0	0	0	0	0	0	0	0	0	0	2	2	0	2	11
OTU_12677	0	0	7	0	0	4	3	1	1	0	1	0	0	0	0
OTU_12694	0	0	0	0	9	1	1	0	0	6	0	0	0	0	0
OTU_12809	0	0	0	0	0	0	0	0	0	0	6	2	3	3	3
OTU_12828	0	0	0	0	0	0	0	0	0	0	11	0	0	2	4
OTU_12833	0	0	0	0	0	0	0	0	0	0	2	5	8	1	1
OTU_12943	0	0	1	0	0	0	3	2	0	11	0	0	0	0	0
OTU_12978	0	0	5	0	0	0	0	5	7	0	0	0	0	0	0
OTU_12994	2	2	0	0	6	0	0	0	0	7	0	0	0	0	0
OTU_13084	0	0	0	0	0	0	0	0	0	0	5	1	1	10	0
