"","from","to","r","FDR","linecolor","linesize"
"558","Species81","Species04",0,0.789203453329366,"negative",0
"559","Species82","Species04",0,1,"negative",0
"560","Species83","Species04",0,1,"negative",0
"561","Species84","Species04",0,1,"negative",0
"562","Species85","Species04",NA,NA,NA,NA
"563","Species86","Species04",0,1,"negative",0
"564","Species87","Species04",0,0.674827092443613,"negative",0
"565","Species88","Species04",0,0.997966816321444,"negative",0
"566","Species89","Species04",0,1,"negative",0
"567","Species90","Species04",0,0.982433535197862,"negative",0
"568","Species91","Species04",0,1,"negative",0
"569","Species92","Species04",0,1,"negative",0
"570","Species93","Species04",0,1,"negative",0
"571","Species94","Species04",0,1,"negative",0
"572","Species95","Species04",0,0.762988359634328,"negative",0
"573","Species96","Species04",0,0.811465950645138,"negative",0
"574","Species97","Species04",0,1,"negative",0
"575","Species98","Species04",0,1,"negative",0
"576","Species99","Species04",0,1,"negative",0
"577","Species100","Species04",0,1,"negative",0
"578","Species101","Species04",0,1,"negative",0
"579","Species102","Species04",0.513828526421511,0.32009804075393,"positive",0.513828526421511
"580","Species103","Species04",0,1,"negative",0
"581","Species104","Species04",0,1,"negative",0
"582","Species105","Species04",0,1,"negative",0
"583","Species106","Species04",0,1,"negative",0
"584","Species107","Species04",0,1,"negative",0
"585","Species108","Species04",0,1,"negative",0
"586","Species109","Species04",0,0.864922244807957,"negative",0
"587","Species110","Species04",NA,NA,NA,NA
"588","Species111","Species04",0,1,"negative",0
"589","Species112","Species04",0,1,"negative",0
"590","Species113","Species04",0,0.656241622565914,"negative",0
"591","Species114","Species04",0,0.679077723767492,"negative",0
"592","Species115","Species04",0,0.83636892228452,"negative",0
"593","Species116","Species04",0.638132295719844,0.0860402796018859,"positive",0.638132295719844
"594","Species117","Species04",0,1,"negative",0
"595","Species118","Species04",0,0.789203453329366,"negative",0
"596","Species119","Species04",0,1,"negative",0
"597","Species120","Species04",0.517288651178558,0.312461790611103,"positive",0.517288651178558
"598","K00001","Species04",0,1,"negative",0
"599","K00002","Species04",0,1,"negative",0
"600","K00003","Species04",0,1,"negative",0
"601","K00004","Species04",0,0.967216330705065,"negative",0
"602","K00005","Species04",0,1,"negative",0
"603","K00006","Species04",0,1,"negative",0
"604","K00007","Species04",0,1,"negative",0
"605","K00008","Species04",0,1,"negative",0
"606","K00009","Species04",0,1,"negative",0
"607","K00010","Species04",0,1,"negative",0
"608","K00011","Species04",0,1,"negative",0
"609","K00012","Species04",0,1,"negative",0
"610","K00013","Species04",0.479127541502158,0.406879363812522,"positive",0.479127541502158
"611","K00014","Species04",0,1,"negative",0
"612","K00015","Species04",0,1,"negative",0
"613","K00016","Species04",0,1,"negative",0
"614","K00017","Species04",0,1,"negative",0
"615","K00018","Species04",0,1,"negative",0
"616","K00019","Species04",0,1,"negative",0
"617","K00020","Species04",0,1,"negative",0
"618","K00021","Species04",0.513779010465911,0.320103974314266,"positive",0.513779010465911
"619","K00022","Species04",0,0.864494778056808,"negative",0
"620","K00023","Species04",0,1,"negative",0
"621","K00024","Species04",0,0.742091088223751,"negative",0
"622","K00025","Species04",0,1,"negative",0
"623","K00026","Species04",0,1,"negative",0
"624","K00027","Species04",0,1,"negative",0
"625","K00028","Species04",0,1,"negative",0
"626","K00029","Species04",0.444543147786185,0.512757802128332,"positive",0.444543147786185
"627","K00030","Species04",0,1,"negative",0
"628","K00031","Species04",0,1,"negative",0
"629","K00032","Species04",0,0.904537108713928,"negative",0
"630","K00033","Species04",0,1,"negative",0
"631","K00034","Species04",0,1,"negative",0
"632","K00035","Species04",0,1,"negative",0
"633","K00036","Species04",0,1,"negative",0
"634","K00037","Species04",0,1,"negative",0
"635","K00038","Species04",0.535104010952284,0.272159357946098,"positive",0.535104010952284
"636","K00039","Species04",0,1,"negative",0
"637","Species01","Species05",0,0.8963331793942,"negative",0
"638","Species02","Species05",0,1,"negative",0
"639","Species03","Species05",0,0.600806522090158,"negative",0
"640","Species04","Species05",0,0.913730869191286,"negative",0
"641","Species05","Species05",1,0,"positive",1
"642","Species06","Species05",0.565370188294993,0.209813823931302,"positive",0.565370188294993
"643","Species07","Species05",0,0.870835130608412,"negative",0
"644","Species08","Species05",0,1,"negative",0
"645","Species09","Species05",0,1,"negative",0
"646","Species10","Species05",0,1,"negative",0
"647","Species11","Species05",0,0.771601518283908,"negative",0
"648","Species12","Species05",0,1,"negative",0
"649","Species13","Species05",0.47727474388539,0.411439555978538,"positive",0.47727474388539
"650","Species14","Species05",0,0.977069113209497,"negative",0
"651","Species15","Species05",0,0.973834379722768,"negative",0
"652","Species16","Species05",0,1,"negative",0
"653","Species17","Species05",0,0.922427321525176,"negative",0
"654","Species18","Species05",0,0.947951755372108,"negative",0
"655","Species19","Species05",0,0.812067572593612,"negative",0
"656","Species20","Species05",0,1,"negative",0
"657","Species21","Species05",0,0.994008637698609,"negative",0
"658","Species22","Species05",0.532091097308489,0.279286399948608,"positive",0.532091097308489
"659","Species23","Species05",0,1,"negative",0
"660","Species24","Species05",0,0.790303992637644,"negative",0
"661","Species25","Species05",0.579140506879008,0.182267012640722,"positive",0.579140506879008
"662","Species26","Species05",0.570703869316644,0.199106397475489,"positive",0.570703869316644
"663","Species27","Species05",0,1,"negative",0
"664","Species28","Species05",0,1,"negative",0
"665","Species29","Species05",0,1,"negative",0
"666","Species30","Species05",0,1,"negative",0
"667","Species31","Species05",NA,NA,NA,NA
"668","Species32","Species05",0.4896508176611,0.380043195968794,"positive",0.4896508176611
"669","Species33","Species05",0.498484724165295,0.3570119944975,"positive",0.498484724165295
"670","Species34","Species05",0,1,"negative",0
"671","Species35","Species05",0,1,"negative",0
"672","Species36","Species05",0.65486534626135,0.0674157349900063,"positive",0.65486534626135
"673","Species37","Species05",0,1,"negative",0
"674","Species38","Species05",0,1,"negative",0
"675","Species39","Species05",NA,NA,NA,NA
"676","Species40","Species05",0,1,"negative",0
"677","Species41","Species05",0,1,"negative",0
"678","Species42","Species05",0,1,"negative",0
"679","Species43","Species05",0,1,"negative",0
"680","Species44","Species05",0,1,"negative",0
"681","Species45","Species05",0,1,"negative",0
"682","Species46","Species05",NA,NA,NA,NA
"683","Species47","Species05",0,1,"negative",0
"684","Species48","Species05",0,1,"negative",0
"685","Species49","Species05",0,1,"negative",0
"686","Species50","Species05",0,1,"negative",0
"687","Species51","Species05",0.571504897547519,0.197661776734256,"positive",0.571504897547519
"688","Species52","Species05",0,1,"negative",0
"689","Species53","Species05",-0.47727474388539,0.411439555978538,"negative",0.47727474388539
"690","Species54","Species05",0,1,"negative",0
"691","Species55","Species05",0,0.533650170107944,"negative",0
"692","Species56","Species05",0,1,"negative",0
"693","Species57","Species05",0,1,"negative",0
"694","Species58","Species05",0,1,"negative",0
"695","Species59","Species05",0,1,"negative",0
"696","Species60","Species05",0,1,"negative",0
"697","Species61","Species05",0,0.696350549390423,"negative",0
"698","Species62","Species05",NA,NA,NA,NA
"699","Species63","Species05",0,1,"negative",0
"700","Species64","Species05",0,0.724039426249984,"negative",0
"701","Species65","Species05",0,1,"negative",0
"702","Species66","Species05",0,1,"negative",0
"703","Species67","Species05",0,1,"negative",0
"704","Species68","Species05",0,1,"negative",0
"705","Species69","Species05",0.493977629010094,0.367954014102358,"positive",0.493977629010094
"706","Species70","Species05",0,1,"negative",0
"707","Species71","Species05",NA,NA,NA,NA
"708","Species72","Species05",0,1,"negative",0
"709","Species73","Species05",0,1,"negative",0
"710","Species74","Species05",0,0.614402055686088,"negative",0
"711","Species75","Species05",0,0.986846473072553,"negative",0
"712","Species76","Species05",0.508580617312947,0.334859272571347,"positive",0.508580617312947
"713","Species77","Species05",0,1,"negative",0
"714","Species78","Species05",0,0.894637548611695,"negative",0
"715","Species79","Species05",0,0.986846473072553,"negative",0
"716","Species80","Species05",0,1,"negative",0
"717","Species81","Species05",0,1,"negative",0
"718","Species82","Species05",0,1,"negative",0
"719","Species83","Species05",0,1,"negative",0
"720","Species84","Species05",0,0.786583834372901,"negative",0
"721","Species85","Species05",NA,NA,NA,NA
"722","Species86","Species05",0,1,"negative",0
"723","Species87","Species05",0,0.571756268064252,"negative",0
"724","Species88","Species05",0,1,"negative",0
"725","Species89","Species05",0,0.64417923618328,"negative",0
"726","Species90","Species05",0,1,"negative",0
"727","Species91","Species05",0,1,"negative",0
"728","Species92","Species05",0,1,"negative",0
"729","Species93","Species05",0,1,"negative",0
"730","Species94","Species05",0.448005258427038,0.504890110073286,"positive",0.448005258427038
"731","Species95","Species05",0,0.581815802508578,"negative",0
"732","Species96","Species05",0.69337353006545,0.0338553491706791,"positive",0.69337353006545
"733","Species97","Species05",0,0.674827092443613,"negative",0
"734","Species98","Species05",0,0.893300925795762,"negative",0
"735","Species99","Species05",0,1,"negative",0
"736","Species100","Species05",0,1,"negative",0
"737","Species101","Species05",0,1,"negative",0
"738","Species102","Species05",0,1,"negative",0
"739","Species103","Species05",0,1,"negative",0
"740","Species104","Species05",0,0.596971519957998,"negative",0
"741","Species105","Species05",0,1,"negative",0
"742","Species106","Species05",0,1,"negative",0
"743","Species107","Species05",0,0.904537108713928,"negative",0
"744","Species108","Species05",0,1,"negative",0
"745","Species109","Species05",0,0.982442810954273,"negative",0
"746","Species110","Species05",NA,NA,NA,NA
"747","Species111","Species05",0,1,"negative",0
"748","Species112","Species05",0,1,"negative",0
"749","Species113","Species05",0.730931508121806,0.0153241354493677,"positive",0.730931508121806
"750","Species114","Species05",0,1,"negative",0
"751","Species115","Species05",0.554235029048972,0.233527291720837,"positive",0.554235029048972
"752","Species116","Species05",0,0.587057023069931,"negative",0
"753","Species117","Species05",0.558046232984506,0.2236162387566,"positive",0.558046232984506
"754","Species118","Species05",0,1,"negative",0
"755","Species119","Species05",0.692547712774528,0.0343510626873939,"positive",0.692547712774528
"756","Species120","Species05",0.451791218357407,0.494553182332633,"positive",0.451791218357407
"757","K00001","Species05",0,0.890711045430255,"negative",0
"758","K00002","Species05",0,1,"negative",0
"759","K00003","Species05",0,1,"negative",0
"760","K00004","Species05",0,0.593333002475482,"negative",0
"761","K00005","Species05",0.475424841777308,0.418044050014153,"positive",0.475424841777308
"762","K00006","Species05",0,1,"negative",0
"763","K00007","Species05",0,1,"negative",0
"764","K00008","Species05",0,0.818157337775264,"negative",0
"765","K00009","Species05",0,1,"negative",0
"766","K00010","Species05",0,1,"negative",0
"767","K00011","Species05",0,1,"negative",0
"768","K00012","Species05",0,0.993868724988914,"negative",0
"769","K00013","Species05",0.518950903496153,0.308788182075911,"positive",0.518950903496153
"770","K00014","Species05",0,0.866200895277004,"negative",0
"771","K00015","Species05",0,1,"negative",0
"772","K00016","Species05",0,1,"negative",0
"773","K00017","Species05",0,1,"negative",0
"774","K00018","Species05",0,1,"negative",0
"775","K00019","Species05",0,0.933438679344405,"negative",0
"776","K00020","Species05",0,1,"negative",0
"777","K00021","Species05",0,1,"negative",0
"778","K00022","Species05",0,0.543979141988153,"negative",0
"779","K00023","Species05",0,1,"negative",0
"780","K00024","Species05",0,0.982636652978753,"negative",0
"781","K00025","Species05",0,1,"negative",0
"782","K00026","Species05",0,1,"negative",0
"783","K00027","Species05",0,0.776301079782876,"negative",0
"784","K00028","Species05",0,1,"negative",0
"785","K00029","Species05",0.536365382716527,0.269945260582949,"positive",0.536365382716527
"786","K00030","Species05",0,0.531801619635978,"negative",0
"787","K00031","Species05",0,1,"negative",0
"788","K00032","Species05",0,0.896100391312767,"negative",0
"789","K00033","Species05",0,1,"negative",0
"790","K00034","Species05",0,1,"negative",0
"791","K00035","Species05",0,0.982001172695805,"negative",0
"792","K00036","Species05",0,0.967216330705065,"negative",0
"793","K00037","Species05",0,1,"negative",0
"794","K00038","Species05",0,1,"negative",0
"795","K00039","Species05",0,1,"negative",0
"796","Species01","Species06",0,1,"negative",0
"797","Species02","Species06",0,1,"negative",0
"798","Species03","Species06",0,1,"negative",0
"799","Species04","Species06",0,1,"negative",0
"800","Species05","Species06",0,0.818157337775264,"negative",0
"801","Species06","Species06",1,0,"positive",1
"802","Species07","Species06",0,1,"negative",0
"803","Species08","Species06",0,1,"negative",0
"804","Species09","Species06",0,1,"negative",0
"805","Species10","Species06",0,1,"negative",0
