ID,Color,Type,Group
IF_042-2__23896,#000000,ref,ref
KWS_10563__89804,#000000,ref,ref
IF_093__256492,#000000,ref,ref
S_7G50__1596,#000000,ref,ref
KWS_10997__37197,#000000,ref,ref
KWS_10563__40764,#000000,ref,ref
IF_087-3__20645,#000000,ref,ref
KeioHC_121__99129,#000000,ref,ref
S_7G49__158021,#000000,ref,ref
IF_123__45286,#000000,ref,ref
KWS_10985__71943,#000000,ref,ref
IF_137__156975,#000000,ref,ref
KWS_10997__25846,#000000,ref,ref
KWS_10651__42067,#000000,ref,ref
S_6G4__152858,#000000,ref,ref
KWS_10562__26684,#000000,ref,ref
S_7G27__140566,#000000,ref,ref
IF_025__226522,#000000,ref,ref
IF_185__56602,#000000,ref,ref
S_7G21__22832,#000000,ref,ref
S_7G27__9596,#000000,ref,ref
S_7G8__57504,#000000,ref,ref
KWS_11008__51470,#000000,ref,ref
KWS_10987__18871,#000000,ref,ref
KWS_10984__140823,#000000,ref,ref
S_7G10__85473,#000000,ref,ref
KWS_10996__220497,#000000,ref,ref
IF_013__4258,#000000,ref,ref
S_7G25__234973,#000000,ref,ref
IF_079__78690,#000000,ref,ref
IF_015__7444,#000000,ref,ref
KWS_10638__24124,#000000,ref,ref
IF_122__1696,#000000,ref,ref
IF_130__22172,#000000,ref,ref
IF_007__82076,#000000,ref,ref
IF_080__11272,#000000,ref,ref
KeioHC_112__38749,#000000,ref,ref
S_6G6__9253,#000000,ref,ref
IF_092__217808,#000000,ref,ref
KeioHC_5__200100,#000000,ref,ref
IF_104__70395,#000000,ref,ref
S_7G46__56296,#000000,ref,ref
IF_068-2__52840,#000000,ref,ref
KWS_10903__10689,#000000,ref,ref
S_7G48__5169,#000000,ref,ref
IF_079__178345,#000000,ref,ref
IF_028__7527,#000000,ref,ref
KWS_10473__212959,#000000,ref,ref
KWS_10910__277614,#000000,ref,ref
IF_028__59783,#000000,ref,ref
S_7G25__3166,#000000,ref,ref
S_7G30__140288,#000000,ref,ref
S_6G12__112240,#000000,ref,ref
IF_114__245421,#000000,ref,ref
IF_177__8051,#000000,ref,ref
IF_028__171648,#000000,ref,ref
IF_017__11445,#000000,ref,ref
IF_164re__25328,#000000,ref,ref
S_6G4__72443,#000000,ref,ref
IF_164re__11395,#000000,ref,ref
IF_087-2__18487,#000000,ref,ref
IF_088-2__1654,#000000,ref,ref
KWS_10561__36207,#000000,ref,ref
KeioHC_15__108091,#000000,ref,ref
KeioHC_126__5283,#000000,ref,ref
S_7G24__27908,#000000,ref,ref
KWS_10656__21429,#000000,ref,ref
IF_025__36764,#000000,ref,ref
KeioHC_103__18247,#000000,ref,ref
IF_121wa__37639,#000000,ref,ref
KWS_10904__14241,#000000,ref,ref
S_7G32__22435,#000000,ref,ref
KWS_10637__165467,#000000,ref,ref
KWS_10996__179595,#000000,ref,ref
KWS_11003__8876,#000000,ref,ref
S_7G50__6215,#000000,ref,ref
KWS_10633__13573,#000000,ref,ref
S_7G10__90278,#000000,ref,ref
IF_013__39427,#000000,ref,ref
IF_137__12434,#000000,ref,ref
S_6G6__118315,#000000,ref,ref
KeioHC_2__8052,#000000,ref,ref
IF_125__18661,#000000,ref,ref
IF_095__208761,#000000,ref,ref
S_7G15__36207,#000000,ref,ref
KWS_10452__88926,#000000,ref,ref
KeioHC_13__69663,#000000,ref,ref
IF_177__46352,#000000,ref,ref
S_7G7__19404,#000000,ref,ref
KeioHC_13__18202,#000000,ref,ref
KWS_11002__176612,#000000,ref,ref
KWS_10558__60274,#000000,ref,ref
IF_140__24566,#000000,ref,ref
KeioHC_4__32849,#000000,ref,ref
IF_008__7093,#000000,ref,ref
KWS_10632__23021,#000000,ref,ref
IF_024-2__3042,#000000,ref,ref
KeioHC_107__51885,#000000,ref,ref
KWS_10567__8838,#000000,ref,ref
KeioHC_I2__30869,#000000,ref,ref
KWS_10915__36570,#000000,ref,ref
IF_073-2wa__19056,#000000,ref,ref
KWS_10461__1984,#000000,ref,ref
KWS_10551__30145,#000000,ref,ref
IF_093__17309,#000000,ref,ref
KWS_10548__19611,#000000,ref,ref
S_7G18__122370,#000000,ref,ref
IF_007__21071,#000000,ref,ref
KeioHC_123__16727,#000000,ref,ref
IF_087-3__195935,#000000,ref,ref
KWS_10465__61722,#000000,ref,ref
KWS_10559__52732,#000000,ref,ref
IF_053__30004,#000000,ref,ref
IF_099__13622,#000000,ref,ref
S_6G7__192672,#000000,ref,ref
IF_095__44866,#000000,ref,ref
IF_011__22936,#000000,ref,ref
KWS_10646__97159,#000000,ref,ref
IF_097__7527,#000000,ref,ref
KeioHC_115__205416,#000000,ref,ref
KWS_11004__34321,#000000,ref,ref
IF_163__33001,#000000,ref,ref
IF_130__8135,#000000,ref,ref
KWS_10661__163433,#000000,ref,ref
KeioHC_101__5169,#000000,ref,ref
IF_101__23896,#000000,ref,ref
IF_115__18608,#000000,ref,ref
KWS_10563__168845,#000000,ref,ref
S_7G12__82856,#000000,ref,ref
KWS_10906__271399,#000000,ref,ref
S_7G15__122517,#000000,ref,ref
IF_030-2__21635,#000000,ref,ref
IF_139__11309,#000000,ref,ref
IF_004__11537,#000000,ref,ref
KWS_10633__128684,#000000,ref,ref
IF_007__21195,#000000,ref,ref
IF_178__34403,#000000,ref,ref
IF_083__159588,#000000,ref,ref
IF_121wa__12306,#000000,ref,ref
S_6G7__24867,#000000,ref,ref
IF_007__213416,#000000,ref,ref
IF_121wa__52628,#000000,ref,ref
S_7G49__43103,#000000,ref,ref
S_6G7__32791,#000000,ref,ref
S_7G45__105405,#000000,ref,ref
IF_128__34994,#000000,ref,ref
IF_184__62381,#000000,ref,ref
KeioHC_3__215584,#000000,ref,ref
IF_068-2__128683,#000000,ref,ref
S_7G40__180638,#000000,ref,ref
IF_114__7990,#000000,ref,ref
KWS_10656__33353,#000000,ref,ref
KWS_10468__154091,#000000,ref,ref
KWS_10984__69109,#000000,ref,ref
S_7G14__242089,#000000,ref,ref
KWS_10641__107810,#000000,ref,ref
KeioHC_10__33505,#000000,ref,ref
IF_137__6557,#000000,ref,ref
KeioHC_11__116990,#000000,ref,ref
S_7G40__99226,#000000,ref,ref
KWS_10476__107008,#000000,ref,ref
KWS_10992re__128566,#000000,ref,ref
IF_093__77784,#000000,ref,ref
S_7G38__135563,#000000,ref,ref
S_7G7__51382,#000000,ref,ref
IF_187__264679,#000000,ref,ref
IF_100-2__174949,#000000,ref,ref
IF_150__10109,#000000,ref,ref
KeioHC_110__17850,#000000,ref,ref
S_7G40__97335,#000000,ref,ref
KeioHC_I2__102872,#000000,ref,ref
KeioHC_7__78310,#000000,ref,ref
S_6G1__113521,#000000,ref,ref
S_7G19__120023,#000000,ref,ref
IF_101__274804,#000000,ref,ref
KeioHC_K2__3042,#000000,ref,ref
KWS_11003__281258,#000000,ref,ref
KWS_10464__30869,#000000,ref,ref
IF_024-2__32461,#000000,ref,ref
S_7G16__75012,#000000,ref,ref
S_7G6__68945,#000000,ref,ref
S_7G3__288390,#000000,ref,ref
IF_110__12070,#000000,ref,ref
KWS_10552__117419,#000000,ref,ref
KWS_10653__166145,#000000,ref,ref
IF_074__49922,#000000,ref,ref
IF_176__132930,#000000,ref,ref
KeioHC_5__187451,#000000,ref,ref
S_6G10__64998,#000000,ref,ref
KWS_10897__114060,#000000,ref,ref
S_7G24__60580,#000000,ref,ref
IF_087-3__54152,#000000,ref,ref
IF_068-2__27427,#000000,ref,ref
IF_099__5903,#000000,ref,ref
S_6G5__100737,#000000,ref,ref
KWS_10638__152776,#000000,ref,ref
IF_067__58878,#000000,ref,ref
IF_165__68606,#000000,ref,ref
S_7G12__67887,#000000,ref,ref
KeioHC_5__16265,#000000,ref,ref
KWS_10548__106804,#000000,ref,ref
IF_161__2265,#000000,ref,ref
KWS_10911__17551,#000000,ref,ref
KWS_10896__3221,#000000,ref,ref
KWS_10649__17173,#000000,ref,ref
IF_073wa__13758,#000000,ref,ref
KeioHC_13__26277,#000000,ref,ref
S_6G15__191867,#000000,ref,ref
IF_165__259901,#000000,ref,ref
KWS_10473__51042,#000000,ref,ref
IF_030-2__53749,#000000,ref,ref
S_7G32__48245,#000000,ref,ref
S_6G11__144982,#000000,ref,ref
KWS_10996__144301,#000000,ref,ref
S_7G44__110801,#000000,ref,ref
S_6G4__8936,#000000,ref,ref
IF_092__214723,#000000,ref,ref
IF_62-2__152609,#000000,ref,ref
KWS_10906__103446,#000000,ref,ref
KeioHC_120__41419,#000000,ref,ref
KWS_10633__162362,#000000,ref,ref
IF_015__202078,#000000,ref,ref
KWS_11009__5054,#000000,ref,ref
KeioHC_110__31913,#000000,ref,ref
IF_158__21634,#000000,ref,ref
KWS_10649__9870,#000000,ref,ref
IF_149__14991,#000000,ref,ref
KWS_10546__242405,#000000,ref,ref
S_6G2__112957,#000000,ref,ref
IF_137__1093,#000000,ref,ref
S_6G14__69799,#000000,ref,ref
S_6G16__235942,#000000,ref,ref
KeioHC_110__31943,#000000,ref,ref
IF_126__22806,#000000,ref,ref
KWS_10473__62604,#000000,ref,ref
IF_012__279532,#000000,ref,ref
IF_013__8806,#000000,ref,ref
KWS_10651__133973,#000000,ref,ref
IF_086__37370,#000000,ref,ref
KWS_10915__51470,#000000,ref,ref
IF_004__62362,#000000,ref,ref
IF_178__43103,#000000,ref,ref
KWS_10539__11220,#000000,ref,ref
S_7G27__149102,#000000,ref,ref
IF_176__27616,#000000,ref,ref
IF_008__30830,#000000,ref,ref
IF_177__291446,#000000,ref,ref
IF_167__115265,#000000,ref,ref
IF_167__11395,#000000,ref,ref
IF_122__204517,#000000,ref,ref
S_7G47__41780,#000000,ref,ref
IF_076__103876,#000000,ref,ref
IF_041__14424,#000000,ref,ref
KWS_10661__48879,#000000,ref,ref
IF_084__12871,#000000,ref,ref
S_7G1__51489,#000000,ref,ref
KWS_10539__84599,#000000,ref,ref
KWS_10469__145633,#000000,ref,ref
S_7G27__8412,#000000,ref,ref
KWS_10539__267947,#000000,ref,ref
IF_087__17539,#000000,ref,ref
S_6G11__42166,#000000,ref,ref
KWS_10547__26189,#000000,ref,ref
KeioHC_120__34744,#000000,ref,ref
S_7G43__49880,#000000,ref,ref
IF_014-2__14811,#000000,ref,ref
S_7G31__41502,#000000,ref,ref
KWS_10563__65076,#000000,ref,ref
IF_161__158368,#000000,ref,ref
IF_080__18050,#000000,ref,ref
KWS_10784__113123,#000000,ref,ref
KWS_10561__179669,#000000,ref,ref
IF_072__95338,#000000,ref,ref
IF_030-2__19357,#000000,ref,ref
IF_019__21429,#000000,ref,ref
KeioHC_15__26659,#000000,ref,ref
S_7G40__162621,#000000,ref,ref
KeioHC_2__37526,#000000,ref,ref
KeioHC_106__61445,#000000,ref,ref
KeioHC_7__31344,#000000,ref,ref
KWS_10638__266470,#000000,ref,ref
IF_107__27289,#000000,ref,ref
IF_161__37370,#000000,ref,ref
IF_079__38257,#000000,ref,ref
IF_150__42191,#000000,ref,ref
IF_013__230476,#000000,ref,ref
KeioHC_106__4370,#000000,ref,ref
IF_050__6732,#000000,ref,ref
IF_128__9077,#000000,ref,ref
IF_073-2wa__2211,#000000,ref,ref
S_6G6__15180,#000000,ref,ref
IF_082__42067,#000000,ref,ref
IF_032-2__27847,#000000,ref,ref
S_7G26__27908,#000000,ref,ref
IF_149__90986,#000000,ref,ref
KWS_10893__274202,#000000,ref,ref
KWS_10897__46449,#000000,ref,ref
KWS_10784__114518,#000000,ref,ref
IF_030-2__30193,#000000,ref,ref
S_7G29__33283,#000000,ref,ref
KWS_10897__66496,#000000,ref,ref
IF_128__21761,#000000,ref,ref
IF_104__27847,#000000,ref,ref
S_7G34__166412,#000000,ref,ref
IF_046-2__1679,#000000,ref,ref
IF_070__66283,#000000,ref,ref
KeioHC_112__75669,#000000,ref,ref
KWS_10452__75764,#000000,ref,ref
KWS_10989__31344,#000000,ref,ref
IF_050__14651,#000000,ref,ref
KWS_10637__118532,#000000,ref,ref
IF_123__7982,#000000,ref,ref
S_7G25__96890,#000000,ref,ref
KWS_10486__13173,#000000,ref,ref
IF_100-2__22611,#000000,ref,ref
KWS_10638__68116,#000000,ref,ref
IF_118__14836,#000000,ref,ref
IF_089__19700,#000000,ref,ref
KeioHC_103__19055,#000000,ref,ref
KWS_10646__221673,#000000,ref,ref
IF_067__24534,#000000,ref,ref
S_6G1__42191,#000000,ref,ref
KeioHC_10__7073,#000000,ref,ref
KWS_11000__84656,#000000,ref,ref
KWS_10476__283142,#000000,ref,ref
IF_014-2__224777,#000000,ref,ref
KeioHC_113__25690,#000000,ref,ref
KWS_10656__17551,#000000,ref,ref
S_7G34__18761,#000000,ref,ref
S_7G40__252406,#000000,ref,ref
IF_116__120705,#000000,ref,ref
IF_019__107410,#000000,ref,ref
KeioHC_K2__15336,#000000,ref,ref
IF_089__259352,#000000,ref,ref
IF_082__13138,#000000,ref,ref
IF_132__25986,#000000,ref,ref
KeioHC_113__192801,#000000,ref,ref
KWS_10647__1093,#000000,ref,ref
S_7G8__89804,#000000,ref,ref
KeioHC_I2__269456,#000000,ref,ref
IF_019__180988,#000000,ref,ref
S_7G24__10617,#000000,ref,ref
IF_030__53244,#000000,ref,ref
KWS_10552__7083,#000000,ref,ref
IF_097__112112,#000000,ref,ref
KeioHC_9__75267,#000000,ref,ref
KeioHC_7__45283,#000000,ref,ref
IF_014-2__123464,#000000,ref,ref
S_7G19__76241,#000000,ref,ref
KWS_10539__14899,#000000,ref,ref
KWS_10910__82437,#000000,ref,ref
KWS_10559__14811,#000000,ref,ref
S_7G20__118093,#000000,ref,ref
IF_008__3116,#000000,ref,ref
KWS_10550__133261,#000000,ref,ref
S_7G8__12871,#000000,ref,ref
KWS_10466__39245,#000000,ref,ref
S_7G30__39669,#000000,ref,ref
KWS_10915__12871,#000000,ref,ref
IF_62-2__17970,#000000,ref,ref
KWS_10465__172345,#000000,ref,ref
IF_025__192666,#000000,ref,ref
IF_148__7982,#000000,ref,ref
KWS_10894__96675,#000000,ref,ref
IF_017__74551,#000000,ref,ref
KWS_10551__43753,#000000,ref,ref
KWS_10551__49641,#000000,ref,ref
S_6G16__152524,#000000,ref,ref
IF_065__11059,#000000,ref,ref
KWS_10988__284783,#000000,ref,ref
KeioHC_106__23612,#000000,ref,ref
IF_187__62023,#000000,ref,ref
IF_128__108857,#000000,ref,ref
S_6G14__229322,#000000,ref,ref
IF_026__13586,#000000,ref,ref
KWS_10988__174155,#000000,ref,ref
KWS_10461__104335,#000000,ref,ref
IF_166__16540,#000000,ref,ref
KWS_10989__1473,#000000,ref,ref
KeioHC_5__50702,#000000,ref,ref
IF_050__7965,#000000,ref,ref
KWS_10641__88163,#000000,ref,ref
IF_030__31731,#000000,ref,ref
S_7G29__92964,#000000,ref,ref
IF_012__271583,#000000,ref,ref
KeioHC_15__38139,#000000,ref,ref
S_7G24__121928,#000000,ref,ref
KWS_10912__235376,#000000,ref,ref
IF_033__73755,#000000,ref,ref
S_7G24__3899,#000000,ref,ref
S_6G8__26407,#000000,ref,ref
S_7G27__77042,#000000,ref,ref
KeioHC_9__218727,#000000,ref,ref
S_7G28__185836,#000000,ref,ref
IF_130__14799,#000000,ref,ref
S_7G33__45987,#000000,ref,ref
KWS_10466__17737,#000000,ref,ref
KWS_10538__43753,#000000,ref,ref
KWS_10466__30547,#000000,ref,ref
IF_050-2__30145,#000000,ref,ref
KWS_10546__242068,#000000,ref,ref
KWS_10656__58612,#000000,ref,ref
S_6G16__142574,#000000,ref,ref
IF_100__8838,#000000,ref,ref
KWS_10464__29842,#000000,ref,ref
S_7G44__16673,#000000,ref,ref
KWS_11004__41699,#000000,ref,ref
S_7G8__17970,#000000,ref,ref
KWS_10539__9323,#000000,ref,ref
IF_022__29,#000000,ref,ref
IF_028__38897,#000000,ref,ref
KWS_11008__19993,#000000,ref,ref
IF_101__22806,#000000,ref,ref
KeioHC_122__89178,#000000,ref,ref
KWS_10452__84409,#000000,ref,ref
KWS_10486__59988,#000000,ref,ref
S_7G43__65484,#000000,ref,ref
S_6G10__55192,#000000,ref,ref
IF_125__74140,#000000,ref,ref
S_7G12__62213,#000000,ref,ref
KeioHC_104__131809,#000000,ref,ref
S_7G30__161083,#000000,ref,ref
KeioHC_15__87080,#000000,ref,ref
KWS_11009__52900,#000000,ref,ref
IF_111__14069,#000000,ref,ref
KWS_10476__89804,#000000,ref,ref
IF_100-2__69201,#000000,ref,ref
IF_046-2__473,#000000,ref,ref
S_6G2__65135,#000000,ref,ref
IF_012__31556,#000000,ref,ref
IF_100-2__3061,#000000,ref,ref
S_7G24__104790,#000000,ref,ref
IF_002-2re__70574,#000000,ref,ref
KWS_10896__20227,#000000,ref,ref
S_7G21__9615,#000000,ref,ref
S_7G31__25308,#000000,ref,ref
KWS_10552__4803,#000000,ref,ref
IF_178__31524,#000000,ref,ref
IF_047-2__1093,#000000,ref,ref
KWS_10987__228696,#000000,ref,ref
KWS_11007__11220,#000000,ref,ref
IF_071-2__19611,#000000,ref,ref
IF_104__229968,#000000,ref,ref
KWS_10993__26077,#000000,ref,ref
IF_185__63289,#000000,ref,ref
IF_187__34532,#000000,ref,ref
S_6G15__290353,#000000,ref,ref
KWS_10894__11092,#000000,ref,ref
KWS_10911__23252,#000000,ref,ref
S_6G3__124412,#000000,ref,ref
KWS_10655__101869,#000000,ref,ref
KWS_10646__99533,#000000,ref,ref
IF_007__167608,#000000,ref,ref
S_7G43__10347,#000000,ref,ref
IF_178__9851,#000000,ref,ref
IF_107__51403,#000000,ref,ref
IF_002-2re__16105,#000000,ref,ref
IF_148__1764,#000000,ref,ref
IF_025__112429,#000000,ref,ref
IF_012__18553,#000000,ref,ref
IF_137__99960,#000000,ref,ref
IF_028__9077,#000000,ref,ref
KWS_10644__12611,#000000,ref,ref
S_6G2__17062,#000000,ref,ref
IF_099__34970,#000000,ref,ref
IF_143__132190,#000000,ref,ref
IF_149__39798,#000000,ref,ref
S_7G40__178335,#000000,ref,ref
IF_107__91763,#000000,ref,ref
IF_050-2__17551,#000000,ref,ref
IF_176__8135,#000000,ref,ref
KWS_10552__14311,#000000,ref,ref
IF_014-2__30145,#000000,ref,ref
S_7G26__87656,#000000,ref,ref
IF_025__40660,#000000,ref,ref
KWS_10563__1093,#000000,ref,ref
S_6G12__289988,#000000,ref,ref
IF_068__169931,#000000,ref,ref
IF_055-2__77723,#000000,ref,ref
IF_050__118995,#000000,ref,ref
IF_086-2__39943,#000000,ref,ref
KWS_10633__157915,#000000,ref,ref
KWS_10653__65356,#000000,ref,ref
KeioHC_10__200041,#000000,ref,ref
IF_064__71929,#000000,ref,ref
IF_051__116194,#000000,ref,ref
IF_030__47318,#000000,ref,ref
IF_071-2__1475,#000000,ref,ref
KWS_10551__26721,#000000,ref,ref
IF_179__102010,#000000,ref,ref
KeioHC_U__61391,#000000,ref,ref
KeioHC_112__120325,#000000,ref,ref
IF_161__164163,#000000,ref,ref
IF_166__39798,#000000,ref,ref
IF_118__76064,#000000,ref,ref
IF_106__69440,#000000,ref,ref
KWS_10995__27908,#000000,ref,ref
S_7G15__58895,#000000,ref,ref
KWS_10655__120501,#000000,ref,ref
KWS_10894__99742,#000000,ref,ref
IF_004__179600,#000000,ref,ref
KWS_10903__24719,#000000,ref,ref
S_7G7__280573,#000000,ref,ref
S_7G30__40056,#000000,ref,ref
IF_047__150596,#000000,ref,ref
IF_067__6547,#000000,ref,ref
KWS_10986__88607,#000000,ref,ref
KeioHC_10__139367,#000000,ref,ref
IF_182__8698,#000000,ref,ref
IF_013__183274,#000000,ref,ref
IF_046__102321,#000000,ref,ref
S_7G31__92425,#000000,ref,ref
IF_171__27764,#000000,ref,ref
IF_114__261173,#000000,ref,ref
KWS_10996__16376,#000000,ref,ref
KeioHC_103__22123,#000000,ref,ref
IF_077__202285,#000000,ref,ref
IF_149__237546,#000000,ref,ref
S_6G2__78813,#000000,ref,ref
KeioHC_116__3405,#000000,ref,ref
KWS_10997__77072,#000000,ref,ref
S_6G5__7520,#000000,ref,ref
KWS_10459__290560,#000000,ref,ref
IF_101__211061,#000000,ref,ref
IF_041__45631,#000000,ref,ref
KWS_10896__44852,#000000,ref,ref
S_7G50__52769,#000000,ref,ref
IF_101__19056,#000000,ref,ref
S_7G10__1093,#000000,ref,ref
IF_085__14811,#000000,ref,ref
KWS_11004__34094,#000000,ref,ref
IF_082__62620,#000000,ref,ref
KWS_11002__172479,#000000,ref,ref
KWS_10459__22723,#000000,ref,ref
KeioHC_102__21429,#000000,ref,ref
S_7G10__19357,#000000,ref,ref
S_6G15__52900,#000000,ref,ref
IF_122__1237,#000000,ref,ref
IF_025__130222,#000000,ref,ref
IF_024-2__18346,#000000,ref,ref
IF_081__11758,#000000,ref,ref
KWS_10648__23598,#000000,ref,ref
IF_182__133020,#000000,ref,ref
S_7G24__74862,#000000,ref,ref
KWS_10549__24412,#000000,ref,ref
S_7G31__44163,#000000,ref,ref
IF_158__210139,#000000,ref,ref
IF_116__32130,#000000,ref,ref
KWS_10903__234782,#000000,ref,ref
KWS_10631__159750,#000000,ref,ref
IF_025__236295,#000000,ref,ref
KWS_10991__57156,#000000,ref,ref
S_7G43__24566,#000000,ref,ref
IF_025__56296,#000000,ref,ref
KWS_10551__10293,#000000,ref,ref
IF_038__209720,#000000,ref,ref
IF_030-2__14414,#000000,ref,ref
S_7G5__19209,#000000,ref,ref
IF_081__141535,#000000,ref,ref
IF_158__112882,#000000,ref,ref
S_7G49__175980,#000000,ref,ref
IF_099__80344,#000000,ref,ref
IF_117__8052,#000000,ref,ref
IF_068-2__38278,#000000,ref,ref
KWS_10996__280877,#000000,ref,ref
IF_064__80864,#000000,ref,ref
KWS_10452__117474,#000000,ref,ref
KWS_10549__188636,#000000,ref,ref
KeioHC_104__224605,#000000,ref,ref
KWS_11007__47856,#000000,ref,ref
KWS_10468__74577,#000000,ref,ref
KWS_10473__42191,#000000,ref,ref
IF_013__77149,#000000,ref,ref
IF_042__27055,#000000,ref,ref
S_7G33__251546,#000000,ref,ref
IF_169__246562,#000000,ref,ref
IF_012__127792,#000000,ref,ref
KWS_10984__205757,#000000,ref,ref
KWS_10639__9077,#000000,ref,ref
KWS_10565__215838,#000000,ref,ref
IF_042-2__47543,#000000,ref,ref
IF_016__10689,#000000,ref,ref
IF_065__215457,#000000,ref,ref
KWS_10563__32933,#000000,ref,ref
KWS_10567__29408,#000000,ref,ref
IF_001__k141_38556,#000000,ref,ref
IF_002-2re__k141_103215,#000000,ref,ref
IF_002-2re__k141_88527,#000000,ref,ref
IF_002__k141_9663,#000000,ref,ref
IF_003__k141_33989,#000000,ref,ref
IF_003__k141_55183,#000000,ref,ref
IF_004__k141_98495,#000000,ref,ref
IF_007__k141_94088,#000000,ref,ref
IF_007__k141_20119,#000000,ref,ref
IF_007__k141_78052,#000000,ref,ref
IF_007__k141_120179,#000000,ref,ref
IF_008__k141_43146,#000000,ref,ref
IF_009__k141_9432,#000000,ref,ref
IF_009__k141_75156,#000000,ref,ref
IF_009__k141_109256,#000000,ref,ref
IF_011__k141_81722,#000000,ref,ref
IF_012__k141_17305,#000000,ref,ref
IF_012__k141_132654,#000000,ref,ref
IF_012__k141_104698,#000000,ref,ref
IF_014-2__k141_46135,#000000,ref,ref
IF_014-2__k141_24604,#000000,ref,ref
IF_016__k141_113882,#000000,ref,ref
IF_019__k141_74328,#000000,ref,ref
IF_019__k141_130686,#000000,ref,ref
IF_020-2__k141_77793,#000000,ref,ref
IF_022__k141_513,#000000,ref,ref
IF_022__k141_29355,#000000,ref,ref
IF_022__k141_71737,#000000,ref,ref
IF_022__k141_58544,#000000,ref,ref
IF_022__k141_79891,#000000,ref,ref
IF_022__k141_94209,#000000,ref,ref
IF_025__k141_136936,#000000,ref,ref
IF_025__k141_71025,#000000,ref,ref
IF_025__k141_2344,#000000,ref,ref
IF_027__k141_20037,#000000,ref,ref
IF_027__k141_111791,#000000,ref,ref
IF_028__k141_26384,#000000,ref,ref
IF_028__k141_107206,#000000,ref,ref
IF_028__k141_49297,#000000,ref,ref
IF_028__k141_10081,#000000,ref,ref
IF_030-2__k141_59830,#000000,ref,ref
IF_030-2__k141_84891,#000000,ref,ref
IF_030-2__k141_76681,#000000,ref,ref
IF_030-2__k141_59770,#000000,ref,ref
IF_030-2__k141_5114,#000000,ref,ref
IF_030-2__k141_38455,#000000,ref,ref
IF_030-2__k141_32924,#000000,ref,ref
IF_030__k141_119918,#000000,ref,ref
IF_032__k141_27406,#000000,ref,ref
IF_042-2__k141_125187,#000000,ref,ref
IF_042__k141_177059,#000000,ref,ref
IF_045__k141_42649,#000000,ref,ref
IF_046-2__k141_122340,#000000,ref,ref
IF_046__k141_8814,#000000,ref,ref
IF_047__k141_78571,#000000,ref,ref
IF_047__k141_8810,#000000,ref,ref
IF_047__k141_58758,#000000,ref,ref
IF_047__k141_45028,#000000,ref,ref
IF_048__k141_26666,#000000,ref,ref
IF_048__k141_101406,#000000,ref,ref
IF_048__k141_38019,#000000,ref,ref
IF_050-2__k141_3924,#000000,ref,ref
IF_050__k141_67986,#000000,ref,ref
IF_050__k141_76245,#000000,ref,ref
IF_050__k141_64990,#000000,ref,ref
IF_050__k141_44685,#000000,ref,ref
IF_050__k141_1252,#000000,ref,ref
IF_051__k141_26950,#000000,ref,ref
IF_051__k141_43750,#000000,ref,ref
IF_052__k141_46863,#000000,ref,ref
IF_055-2__k141_22442,#000000,ref,ref
IF_057re__k141_60400,#000000,ref,ref
IF_059__k141_1596,#000000,ref,ref
IF_064__k141_4764,#000000,ref,ref
IF_064__k141_60824,#000000,ref,ref
IF_065-2__k141_101873,#000000,ref,ref
IF_065-2__k141_8345,#000000,ref,ref
IF_065__k141_123836,#000000,ref,ref
IF_067__k141_100082,#000000,ref,ref
IF_067__k141_52420,#000000,ref,ref
IF_068-2__k141_90413,#000000,ref,ref
IF_068-2__k141_51089,#000000,ref,ref
IF_068__k141_32571,#000000,ref,ref
IF_068__k141_114437,#000000,ref,ref
IF_069__k141_623,#000000,ref,ref
IF_071-2__k141_60107,#000000,ref,ref
IF_071-2__k141_30602,#000000,ref,ref
IF_072__k141_29341,#000000,ref,ref
IF_072__k141_124135,#000000,ref,ref
IF_072__k141_49052,#000000,ref,ref
IF_073-2wa__k141_97607,#000000,ref,ref
IF_073-2wa__k141_143244,#000000,ref,ref
IF_073-2wa__k141_95929,#000000,ref,ref
IF_073wa__k141_8119,#000000,ref,ref
IF_074__k141_35879,#000000,ref,ref
IF_074__k141_14667,#000000,ref,ref
IF_074__k141_32888,#000000,ref,ref
IF_074__k141_32807,#000000,ref,ref
IF_076__k141_75305,#000000,ref,ref
IF_079__k141_95222,#000000,ref,ref
IF_081__k141_32624,#000000,ref,ref
IF_083__k141_59643,#000000,ref,ref
IF_083__k141_60064,#000000,ref,ref
IF_083__k141_71481,#000000,ref,ref
IF_083__k141_11136,#000000,ref,ref
IF_084__k141_21494,#000000,ref,ref
IF_086-2__k141_18587,#000000,ref,ref
IF_086-2__k141_67907,#000000,ref,ref
IF_086__k141_39490,#000000,ref,ref
IF_086__k141_59579,#000000,ref,ref
IF_086__k141_22175,#000000,ref,ref
IF_086__k141_13264,#000000,ref,ref
IF_086__k141_107668,#000000,ref,ref
IF_087-2__k141_40255,#000000,ref,ref
IF_087-2__k141_109917,#000000,ref,ref
IF_087-2__k141_81629,#000000,ref,ref
IF_087-2__k141_26723,#000000,ref,ref
IF_087-2__k141_8205,#000000,ref,ref
IF_087-2__k141_114050,#000000,ref,ref
IF_087-3__k141_47018,#000000,ref,ref
IF_087-3__k141_8084,#000000,ref,ref
IF_087-3__k141_18979,#000000,ref,ref
IF_087-3__k141_43200,#000000,ref,ref
IF_088-2__k141_48900,#000000,ref,ref
IF_091__k141_22453,#000000,ref,ref
IF_091__k141_92153,#000000,ref,ref
