Metagenome	Streptococcus_mitis	Propionibacterium_acnes	Haemophilus_parainfluenzae	Lactobacillus_crispatus	Bacteroides_unclassified	Corynebacterium_matruchotii	Corynebacterium_accolens	Rothia_dentocariosa	Prevotella_melaninogenica	Staphylococcus_epidermidis	Bacteroides_vulgatus	Alistipes_putredinis	Neisseria_flavescens	Streptococcus_parasanguinis	Rothia_mucilaginosa	Lactobacillus_iners	Lactobacillus_jensenii	Streptococcus_sanguinis	Veillonella_unclassified	Prevotella_copri	Streptococcus_salivarius	Veillonella_parvula	Neisseria_mucosa	Bacteroides_ovatus	Veillonella_atypica	Streptococcus_infantis	Eubacterium_rectale	Gemella_haemolysans	Campylobacter_concisus	Bacteroides_stercoris	Capnocytophaga_gingivalis	Parabacteroides_merdae	Capnocytophaga_sputigena	Actinomyces_viscosus	Lactobacillus_gasseri	Neisseria_sicca	Haemophilus_influenzae	Veillonella_dispar	Bacteroides_caccae	Streptococcus_australis	Staphylococcus_aureus	Bacteroides_xylanisolvens	Faecalibacterium_prausnitzii	Lautropia_mirabilis	Actinomyces_oris	Dialister_invisus	Propionibacterium_unclassified	Neisseria_elongata	Alistipes_shahii	Ruminococcus_bromii
SRS019116	0	78.7863	0	0	0	0	0	0	0	3.4383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.59167	0	0	0
SRS019119	12.69429	45.74097	2.89039	0	0	0	6.53737	0.13145	0	7.01982	0	0	0	0	0.46175	0	0	0	0	0	0	0	0	0	0	0	0	0.5203	0	0	0	0	0	0	0	0.08091	0.15149	0	0	0	13.87835	0	0	0	0	0	4.08084	0	0	0
SRS019120	24.94547	0.1895	17.49259	0	0.19933	0.01268	0	0.19451	6.86735	0.00556	0	0	4.24763	0.48547	0.74804	0	0	1.42672	2.65264	0	0.08051	1.23662	3.3257	0	0.76705	1.54233	0	1.01245	0.48054	0	0.32097	0	0.87213	0.34404	0	3.30396	3.4588	0.22837	0	0.94583	0.01504	0	0	0.65127	0.09747	0.17181	0.00971	4.53969	0	0
SRS019122	0.34797	0	8.94842	0	0.17344	0.00011	0	0.00115	31.86126	0	0	0	13.46728	1.78719	1.07862	0	0	0.0064	8.72695	0	3.68109	0.65807	0.03992	0	4.14963	2.4584	0	0.05328	2.78147	0	1.04298	0	0.72412	0.00238	0	0.02897	0.01692	3.82445	0	0.61179	0	0	0	0.00162	0.00089	0	0	0.02382	0	0
SRS019124	50.26166	0	18.03415	0	0.10632	0	0	0.04581	0.08347	0	0	0	0.04239	0.00529	0.19918	0	0	0.70116	0.21949	0	0.01311	7.99203	0.60342	0	0.00045	0.05076	0	5.84315	0.00917	0	0.05673	0	0.28607	0.19851	0	1.57111	3.15065	0.00244	0	0.06902	0	0	0	0.04747	0.05681	0	0	0.12509	0	0
SRS019125	45.74627	0	12.76018	0	0.4058	0	0	0.01251	0.00103	0	0	0	0.0019	6.00E-05	0.00124	0	0	0.04831	0.03235	0	0	0.01191	0.01826	0	0	0.00461	0	9.778	7.46953	0	0	0	0.00064	0.01489	0	0.01704	4.07235	0	0	0.00162	0	0	0	0	0.00296	0	0	0.01475	0	0
SRS019126	3.81548	0	15.15857	0	0.11	0	0	0.00448	28.98488	0	0	0	7.22311	2.48896	1.20854	0	0	0.02452	10.07987	0	2.75166	0.95007	0.06338	0	3.59456	4.94997	0	0.99787	2.32442	0	0.27776	0	0.1205	0.01142	0	0.06726	0.27981	1.90662	0	1.04068	0	0	0	0.00513	0.0038	0	0	0.02744	0	0
SRS019127	1.34302	0.00307	6.11604	0	0.10402	0.00163	0	0.00824	14.62694	0	0	0	19.91453	1.07548	2.21574	0	0	0.02456	7.1335	0	1.71286	0.59119	0.08718	0	5.12685	2.47164	0	0.15445	3.52013	0	7.94282	0	6.99213	0.02247	0	0.05018	0.08792	3.54466	0	0.77769	0	0	0	0.00625	0.00769	0	0	0.0783	0	0
SRS019128	1.6798	0	11.9666	0	0.04955	9.7817	0	1.78953	0.04939	0	0	0	9.53644	0.00267	0.28382	0	0	2.88435	0.09879	0	0	7.52099	2.7003	0	0	0.0727	0	0.07594	0.13919	0	2.17296	0	4.47017	4.52226	0	3.90524	0.1957	0.00369	0	0.01863	0	0	0	1.01573	1.25355	0.001	0.00106	11.69258	0	0
SRS019129	0.88575	0.00221	5.94204	0	0.0701	6.15171	0	0.24676	0.19615	0.00242	0	0	0.73923	0	0.1612	0	0	4.51457	0.90087	0	0	3.22686	6.83319	0	0	0.028	0	0.01052	0.02294	0	2.26997	0	6.42499	2.89039	0	8.54566	0.04461	0	0	0.01504	0	0	0	3.37358	0.99434	0.12321	0	13.47007	0	0
SRS019161	0	0	0.00059	0	24.02154	0	0	0	0	0	6.50162	11.22425	0	0.0063	0	0	0	0	0	0	0	0.00084	0	0.90134	0	0	9.61783	0	0	1.50404	0	4.29499	0	0	0	0	0	0	4.43658	0	0	4.51677	6.33662	0	0	3.05963	0	0	1.97588	0.98564
SRS019215	0	44.63413	0.214	0	0	0	0	0	0	7.68362	0	0	0	0	0.26971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.82266	0	0	0	0	0	3.80513	0	0	0
SRS019219	0.15303	0	2.28039	0	0.18989	0.00334	0	0.01209	16.63793	0	0	0	1.47076	7.84168	4.87325	0	0	0.02051	7.01183	0	4.09338	2.2045	0.00412	0	7.94247	3.27416	0	0.03125	8.75212	0	0.03244	0	0.00724	0.00494	0	0.00249	0.00344	7.12378	0	0.18678	0	0	0	0.0019	0.00979	0	0	0.00187	0	0
SRS019221	44.21377	0	1.72811	0	0	0.00254	0	6.67188	0.78351	0	0	0	0.36878	0.48714	0.20979	0	0	1.40063	1.18984	0	0.3606	1.40543	0	0	0.16564	0.5717	0	25.68235	0.20529	0	0	0	0	1.54658	0	0.10887	6.79957	0.20123	0	0.27015	0	0	0	0.0099	2.9205	0	0	0	0	0
SRS019225	0.2104	0.00235	0.30569	0	0.00291	29.21262	0	9.8052	0.23263	0	0	0	0.01388	0.01849	0.00641	0	0	9.37893	0.64391	0	0.0058	4.08897	1.41018	0	0.00522	0.00712	0	0.00896	0.19765	0	6.00123	0	5.92956	7.20406	0	2.47041	0.00345	0.00965	0	0.00269	0	0	0	2.70252	10.87227	0.01195	0.00188	1.30476	0	0
SRS019267	0.00304	0	0.00022	0	0	0	0	0	0.00015	0	23.26728	15.54079	0	0.00297	0	0.00162	0.00211	0.00022	0.00391	0.00255	0.00138	0.00031	0	0	0.00012	0.00071	1.28749	0	0	0.0003	0	0.00414	0	0	0	0	0	0	44.7141	0	0	5.98675	0.13776	0	0	0	0.00016	0	1.91096	0
SRS019327	0.63331	0.00088	34.15039	0	0.08179	0.00495	0	0.00118	6.47471	0	0	0	7.25538	2.18036	2.22779	0	0	0.03413	8.52603	0	3.90721	1.21826	0.00351	0	1.52805	6.42405	0	0.11278	3.65215	0	0.43302	0	0.14614	0.00462	0	0.00393	0.03239	1.0675	0	5.88031	0	0	0	0.01935	0.00305	0.00155	0.00145	0	0	0
SRS019329	32.20033	0.06242	26.93006	0	0.16008	0.03971	0	0.31501	0.19147	0	0	0	0.03162	0.03451	0.1795	0	0	5.23338	2.03387	0	0.05706	2.11111	0.58841	0	0.00516	0.14045	0	1.95624	0.00932	0	1.44653	0	1.62125	0.67075	0	0.98263	8.80934	0.01149	0	0.22752	0	0	0	0.45783	0.37743	0	0.04521	0.00064	0	0
SRS019333	2.70147	0.00838	22.02139	0	0.00421	0.93038	0	11.73043	0	0	0	0	0.00187	0.00115	0.01684	0	0	21.50984	0.79678	0	0	1.62478	3.24834	0	0	0.02973	0	0.03891	0	0	1.67239	0	1.38716	8.19262	0	4.89217	0.19086	0	0	0.02888	0	0	0	5.73783	4.46382	0	0	0.42314	0	0
SRS019339	0	45.93172	0.60689	0	0	0	6.30382	0	0	19.05868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87261	0	0	0
SRS019379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.7727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS019386	1.32124	53.90675	0	0	0	0	21.92462	0	0	7.92801	0	0	0	0	0.01429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56586	0	0	0
SRS019387	6.31683	0.00426	4.00711	0	0	7.96664	0	28.74332	0.57066	0	0	0	0.1948	0.07321	0.01851	0	0	13.46163	0	0	0.02761	3.77189	7.35641	0	0.00023	0.07497	0	0.62071	0.04059	0	0.88296	0	1.00817	3.10882	0	1.62556	0.52964	0.00141	0	0.01798	0	0	0	0.30151	2.42037	0	0	0.35663	0	0
SRS019389	0.67482	0.0055	8.79728	0	0.019	0	0	0.01806	14.10515	0	0	0	17.73134	9.30856	5.3999	0	0	0.13425	5.23444	0	7.26369	0.64382	0.10172	0	3.0341	2.97539	0	0.03281	3.63611	0	0.01128	0	0.0323	0.00053	0	0.00703	0.02255	4.10412	0	0.27048	0	0	0	0.00249	0	0	0.00043	0.00207	0	0
SRS019391	70.28697	0	13.33294	0	0	0	0	0.53487	0.03029	0	0	0	0.52085	0.28246	1.18759	0	0	0.1549	0.10587	0	0.0672	0.05653	1.43174	0	0	0.5937	0	2.18742	0	0	0	0	0	0	0	0.11259	3.6011	0.0031	0	0.06786	0	0	0	0	0	0	0	0	0	0
SRS019397	0.02708	0	0.81119	0	27.38709	0	0	0	0	0.00011	3.86233	0	0	0.03069	0	0	0	0	0.01962	0	0.003	0.00896	0	1.31093	0.00747	0.00652	2.47272	4.00E-05	0	24.16822	0	6.50687	0	0	0	0	0.00037	0.00872	4.5196	0	0	0.57507	3.26595	0	0	9.87382	0	0	0	0
SRS019582	0.00227	0	0.0662	0	11.78331	0	0	0	0	0	2.11431	12.30541	0	0.00416	0	0	0	6.00E-05	0.06745	13.97725	0.02133	0.03212	0	0.38727	0	0	0.71479	0	0	0.47355	0	6.9256	0	0	0	0	0	0.00109	1.53759	0	0	6.24278	3.24539	0	0	0	0.0011	0	5.29909	0.73467
SRS019587	15.12206	0.00734	48.71473	0	0.00243	0.0142	0	2.25782	0.20108	0	0	0	0.34018	0.23707	8.43004	0	0	0.5523	0	0	0.09669	1.351	0.57101	0	0.15544	0.4394	0	1.63036	0.02848	0	0.08712	0	0.10277	0.2207	0	0.14301	0.57297	0.1285	0	14.22625	0	0	0	0.0095	0.70697	0	0	0.09557	0	0
SRS019591	1.9356	0	19.92718	0	0.00251	1.71563	0	12.65496	0.22877	0	0	0	0.03957	0.03055	0.12346	0	0	6.58837	2.10628	0	0.01038	6.80631	22.24352	0	0.00876	0.18578	0	0.09799	0.04376	0	0.57509	0	1.88965	2.74196	0	1.74349	0.14945	0.01699	0	0.56287	0	0	0	0.31664	5.49633	0	0.00024	0.80547	0	0
SRS019597	0.15493	21.77193	0.31916	0	0	0	49.35184	0	0	7.30832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.958	0	0	0
SRS019600	0	0.02509	0	99.96053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01439	0	0	0
SRS019601	0.00221	4.00E-05	0.00788	0	0	0	0	0	0	0	4.10537	0.01028	0	0.0007	0	0	0	0	0.0004	0	0	0.00033	0	0.57825	0	0	7.779	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	5.33011	0.21289	0	0	0.12442	0	0	1.56073	5.82631
SRS019607	0.30305	0	8.16418	0	0.06913	0.00192	0	0.0192	14.16995	0	0	0	19.38985	4.77133	4.25909	0	0	0.02429	0	0	3.57148	0.56684	0.09071	0	5.12244	3.46948	0	0.02371	3.42955	0	0.02936	0	0.02185	0.00173	0	0.00926	0.00863	9.92995	0	0.27678	0	0	0	9.00E-05	0.00664	0	0	0.00397	0	0
SRS019685	0.02162	0	0.00715	0	23.73369	0	0	0	0	0	1.36237	18.95777	0	0	0	0	0	0	0.00079	0	0	0	0	0.16126	0	0.01213	3.88448	0	0	0.75321	0	1.86138	0	0	0	0	0	0	2.15838	0.00894	0	2.75167	3.59725	0	0	0	0.00131	0	2.73659	2.60238
SRS019787	0.00099	0	0	0	5.18766	0	0	0	0	0	0	9.90597	0	0.00084	0	0	0	0	4.00E-05	0	0	0	0	50.09495	0	0	0	0	0	0.6192	0	0	0	0	0	0	0	0	0	0	0	12.64952	0.72621	0	0	0	0	0	5.20144	0
SRS019867	1.71856	61.47403	0	0	0	0	15.50605	0.10497	0	2.70386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46529	0	0	0
SRS019872	36.02566	0	11.69186	0	0	0.01796	0	1.0926	2.18623	0	0	0	0.85058	4.80799	2.9101	0	0	0.31564	0	0	3.40704	0.29869	0.03372	0	3.56138	2.69336	0	6.08615	2.16993	0	0.0192	0	0.01509	0.08452	0	0.10928	1.63329	0.97289	0	0.71745	0	0	0	0	0.03339	0	0.01013	0	0	0
SRS019894	0.27279	0	17.60703	0	0.03047	0.00772	0	0.03902	6.51763	0	0	0	2.09723	21.66503	3.86513	0	0	0.0143	6.22874	0	6.58032	1.39432	0.00124	0.00015	5.98638	1.67788	0	0.02008	5.18343	0	0.01572	0	0.00457	0.00519	0	0.00191	0.00611	5.60028	0	1.14792	0	0	0	0.0004	0.00293	0.00104	0	0.00225	0	0
SRS019906	0.91294	0	0.51464	0	0.00871	21.69862	0	26.61506	0.03284	0	0	0	0.01226	0.04403	0.02048	0	0	6.31679	0	0	0.07052	0.25192	0.13864	0	0.03455	0.01412	0	0.09985	0.19797	0	10.9068	0	2.95379	4.27564	0	0.27296	0.02599	0.00748	0	0.01037	0	0	0	0.05717	2.15003	0.00561	0	2.66162	0	0
SRS019910	0	0	0	0	28.53072	0	0	0	0	0.00135	1.20108	5.85263	0	0.00415	0	0	0	0	0	6.50113	0.00166	0	0	1.62291	0	0	1.36333	0	0	0.28658	0	18.21951	0	0	0	0	0	0	16.4659	0	0	0.67574	1.26251	0	0	0	0	0	2.98378	0
SRS019968	0	0	0.0114	0	0	0	0	0.00362	0	0	20.75601	19.73837	0	0.0074	0	0	0	0.00257	0	0	0.00165	0.00564	0.00198	6.2034	0	0	12.67098	0	0	1.95937	0	13.29967	0	0	0	0	0	0	0	0	0	1.85012	0.99682	0	0	0	0	0	7.35152	4.93693
SRS019974	1.0586	0.00123	19.3461	0	0.07676	0.10254	0	0.10514	12.10055	0	0.00211	0.00149	1.61695	14.26865	8.04111	0	0	0.11965	6.1007	0	9.73003	0.69789	0.15817	0	3.05882	2.00276	0.00146	0.22096	3.91975	0	0.03751	0.00119	0.01655	0.06498	0.00041	0.07447	0.04877	3.53219	0	1.04567	0.12254	0	0	0.02517	0.03037	0.05306	0.00028	0.07463	0	8.00E-05
SRS019976	49.65487	0	21.6463	0	0.02	0.0509	0	0.27228	0.71155	0	0.00726	0.00312	0.02233	0.41134	0.55126	0	0	0.69052	0.43193	0	0.52709	0.49293	0.89877	0	0.50885	0.58066	0.00067	9.74681	0.18598	0	0.0786	0	0.02526	0.19634	0	0.30801	4.97409	0.14748	0	0.09908	0	0	0	0.08739	0.07645	0.05021	0.00267	0.10064	0	0
SRS019980	0.59694	0	13.96449	0	0.04073	21.13739	0	4.37855	0.13563	0	0.00465	0.00201	0	0.1126	0.03878	0	0	6.4735	0.79645	0	0.00937	1.83284	7.24393	0.00072	0.02413	0.05434	0.00111	0.02436	0.33454	0	4.09627	0.00269	2.2193	2.26586	0	4.38325	0.00905	0.00527	0	0.03587	0	0	0	3.31384	0.92127	0.4566	0	3.83669	0.0006	0
SRS019986	0.01109	14.69986	0	0	0	0	55.76232	0	0	11.98675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8559	0	0	0
SRS019989	0	0	0	98.03752	0	0	0	0	0	0	0	0	0	0	0	0	0.77163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS020220	0.6746	0.00593	5.93922	0	0.06145	0.157	0	0.01729	11.19484	0	0.00064	0.00313	0.65336	10.0532	0.83202	0	0	0.38832	0	0	21.15156	0.78753	0.22832	0	9.82005	1.70833	0	0.03979	6.15491	0	0.05478	0	0.07563	0.06463	0	0.32083	0.03207	11.14087	0	0.21462	0	0	0	0.12677	0.02843	0.01984	0	0.0103	0	0.00011
SRS020226	0.52896	0.0043	6.71038	0	0.09969	18.69583	0	0.06571	1.1324	0	0	0	0	0.00371	0.00114	0	0	6.05632	0.89185	0	0.01873	2.04339	4.99741	0	0.0151	0.02558	0	0.00434	0.40561	0	2.5607	0	5.153	1.07111	0	8.4777	0.00575	0.00803	0	0.00018	0	0	0	6.37691	0.49632	0.07778	0	1.27553	0	0
SRS020232	0	41.9054	0	0	0	0	33.58884	0	0	2.8493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42441	0	0	0
SRS020233	0	0	0.04629	0	11.5586	0	0	0	0	0	8.19087	20.6079	0	0.01023	0	0	0	0	0.00138	0	0.0368	0.02242	0	0.08892	0.00101	0	0.63406	0	0	2.2195	0	4.44931	0	0	0	0	0	0	1.33174	0.00246	0	1.1064	3.43835	0	0	0	0	0	1.02627	6.7867
SRS020261	0.00621	94.80976	0.00645	0	0.00281	0.02167	0.00193	0	0.00043	1.01903	0.00206	0.00781	0	0	0	0	0	0.00402	0	0	5.00E-05	0.00437	0.00251	0	0	0	0	0	0	0	0.00134	0	0.00268	0	0	0.00739	0	0	0	0	0	0	0.00107	0.00611	0	0	2.37749	0	0.00024	0.0042
SRS020263	0.01496	91.01563	0.01712	0	0.00203	0.04067	0.00123	0	0.00074	2.36128	0	0.00172	0	0	0.00022	0	0	0.05976	0.00035	0	0	0.01161	0.02588	0	0	0	0	0	0.00014	0	0.00414	0	0.00916	0.01901	0	0.04535	0	0	0	0	0	0	0	0.01378	0.00346	0	1.52546	0.00053	0	0.00053
SRS020328	0.0304	0	0.0016	0	3.11702	0	0	0	0	0	3.79214	22.72181	0	0.02944	0	0	0	0.00133	0.0006	0	0.00129	0	0	0.14046	0.00063	0	0.16908	0	0	3.72519	0	2.39682	0	0	0	0	0	0	2.31353	0	0	0.28755	2.42703	0	0	1.89324	0	0	5.76693	20.28388
SRS020334	2.73401	0.00284	1.14523	0	0.02342	0.4835	0	0.30801	9.10091	0	0	0	0.01274	21.86434	8.49904	0	0	0.13125	0	0	12.77126	1.27379	0	0	11.09791	2.19527	0	0.15642	1.3961	0	0.06998	0	0.02084	0.05482	0	9.00E-05	0.01318	8.60172	0	0.07714	0	0	0	0.00577	0.03829	0.01134	0	0.03013	0	0
SRS020336	61.98772	0	1.87067	0	0	0.54052	0	1.77368	1.89974	0	0	0	0	4.83622	2.247	0	0	1.43026	0	0	2.72144	1.93526	0	0	2.72497	1.05614	0	2.37389	0.24467	0	0.21498	0	0.04587	0.42817	0	0	0.04996	0.86988	0	0.00729	0	0	0	0.00417	0.36529	0	0	0.00697	0	0
SRS020340	1.93622	0.00165	5.63067	0	0.00333	46.9111	0	8.64885	0.27686	0	0	0.00032	0.07103	2.78195	0.01053	0	0	3.70424	0	0	0.0762	9.24421	0.00616	0	0.06789	0.07868	0	0.14774	0.04585	0	0.79573	0	0.50209	4.1865	0	0.00169	0.01563	0.04687	0	0.00185	0	0	0	0.22129	2.681	2.00E-05	0	0.31692	0	0.00012
SRS020349	0	0	0	99.7153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00576	0	0	0
SRS020386	0.54281	42.73917	0.07924	0	0	0.03307	6.89465	0.06264	0.01321	38.81919	0	0.01222	0	0.12374	0.10184	0	0	0.01239	0	0	0.05599	0.16384	0	0	0	0.01529	0	0.03434	0	0	0	0	0	0.01552	0	0	0	0	0	0	2.10485	0	0	0	0.01141	0	2.14307	0	0	0.0309
SRS020856	0.94389	0	26.14387	0	0.05193	0.0081	0	0.19119	21.44752	0	0	0	0.41482	2.7524	4.68575	0	0	0.02007	5.59995	0	4.95602	1.24376	0.00117	0	4.9825	5.31395	0	0.14522	7.54385	0	0.01494	0	0.00679	0.00451	0	0	0.06918	1.16088	0	2.77836	0	0	0	0.00261	0.00191	0.00825	0	0.00055	0	0
SRS020858	69.38637	0	3.8031	0	0.02695	0.00145	0	0.90599	1.6367	0	0	0	0.08705	0.32343	0.08602	0	0	0.0561	0.59939	0	0.72005	0.25838	0	0	0.60401	0.73548	0	13.99726	0.60487	0	0	0	0.01167	0.00804	0	0	2.8452	0.12275	0	0.14566	0	0	0	0.00287	0.00169	0.00574	0	0	0	0
SRS020862	6.36738	0.01437	3.63302	0	0.00395	4.00951	0	64.35825	0.04192	0	0	0	0.00748	0.13244	0.00492	0	0	1.75885	0.42761	0	0.01785	0.83797	0.00383	0	0.00547	0.03059	0	0.40605	0.15066	0	1.2591	0	1.47613	1.3149	0	0.00283	1.6488	0.00265	0	0.0468	0	0	0	0.40254	1.31586	0.00066	0.00173	0.12887	0	0
SRS020868	0	60.76353	0	0	0.89733	0	9.7975	0	0	4.45978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53745	0	0	0	0	0	0	0	0	0	0	16.82199	0	0	0	0	0	2.19029	0	0	0
SRS020869	0	0	0.06909	0	13.03593	0	0	0	0	0	0.7134	0.10801	0	0.02444	0	0	0	0	0.04997	0	0.17685	0.0132	0	2.80064	0.00194	0	2.2281	0	0	26.99299	0	0.02498	0	0	0	0	0	0	0	0.00808	0	2.59122	2.63441	0	0	0.2486	0	0	0.02715	0
SRS021473	65.60083	0.0005	6.10839	0	0.0215	0.00723	0	0.22893	0.83419	0	0.01483	0.01919	1.65571	0.26479	0.48387	0	0	0.70681	0.82342	0	0.15032	0.67715	0.81879	0	0.11746	1.79514	0.00038	5.20767	1.07859	0.01379	0.14303	0	0.13101	0.07362	0	1.39365	3.33249	0.01958	0	0.70217	0	0	0	0.28164	0.14667	0	0	0.01304	0	0.00175
SRS021477	0.64943	0.00136	8.50235	0	0.02983	13.73264	0	6.50001	0.00897	0	0.0013	0.00792	0.50788	0.00086	0.0047	0	0	6.1907	1.24656	0.00884	0	2.2967	0.70955	0	8.00E-05	0.01208	0	0.02777	0.41012	0.00671	7.77628	0	10.6484	2.61813	0	1.2254	0.0787	0.00073	0	0.00408	0	0	0	7.58896	2.24541	0.00704	0	4.13092	0.00094	0
SRS021483	8.84773	56.25961	1.34812	0	0.6274	0	0	0	0	3.12477	0	0	0	0	0	0	0	1.83914	0	0	0	0	0	0	0	0	0	0.01046	0	0	0	0	0	0	0	0	0	0	0	0	4.63225	0	0	0	0	0	13.18481	0	0	0
SRS021484	0	0	0.00056	0	26.15174	0	0	0	0	0	4.39869	27.04183	0	0	0	0	0	0	0	0	0	0	0	0.78435	0	0	2.30802	0	0	14.2758	0	0.01234	0	0	0	0	0	0	2.49716	0	0	0.77579	1.75634	0	0	0	0	0	4.6438	2.64468
SRS021496	0.74742	0	27.64471	0	0.07697	0	0	0.00304	18.09469	0	0	0.00048	8.48905	2.25734	0.82102	0	0	0.02021	8.74267	0	2.36679	0.42803	0.02571	0	3.19132	2.97578	0	0.03768	5.5765	0	2.74632	0	0.94729	0	0	0.02472	0.00451	0.18931	0	1.46819	0	0	0	0.00725	0.00154	0.00032	0	0.00209	0	0
SRS021948	0.02005	0	0.53024	0	24.90881	0	0	0	0	0	0.98932	29.37698	0	0.08663	0	0	0	0	0.04566	0	0.02289	0.04298	0	0.17093	0.0193	0	0.0066	0	0	4.53606	0	0.29377	0	0	0	0	0	0.063	0.50929	0	0	0.25764	0.85342	0	0	0	0	0	3.45115	0
SRS021954	0.99917	0.00022	11.07407	0	0.01868	0.00358	0	0.03841	12.74932	0	0	0	3.19479	11.16027	8.14613	0	0	0.0162	6.36305	0	6.16073	0.70516	0.00176	0	3.16637	2.14164	0	0.04581	4.20486	0	0.01931	0	0.0055	0.00849	0	0	0.06128	9.46951	0	0.10145	0	0	0	0.00302	0.01763	0.00106	0	0.00668	0	0
SRS021960	4.35964	0.00135	8.48402	0	0.02263	28.93335	0	14.77913	0.03678	0	0	0	0.00509	0.11628	0.20994	0	0	5.33003	1.2487	0	0.01702	4.37757	0.18469	0	0.00902	0.10148	0	0.18199	0.29493	0	2.35101	0	0.32682	4.92602	0	0.00851	0.48005	0.00775	0	0.00067	0	0	0	0.27298	3.62654	0.02053	0.0035	1.92852	0	0
SRS021969	0	0	0	94.92075	0	0	0	0	0	0	0	0	0	0	0	4.89731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS022006	0.14196	18.38453	0.00723	0	0.39603	0	53.95069	0.05283	0	16.17802	0.24386	0.0274	0	0	0	0	0	0	0	0.05935	0	0	0	0.00997	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0.09312	0	0	0	0	0	0	0	0.94395	0	0	0
SRS022071	0	0	0.00093	0	0	0	0	0	0	0	4.2641	34.26482	0	0	0.00199	0	0	0	0.00116	0	0.01154	0	0	0.06473	0	0	2.50826	0	0	11.67375	0	0	0	0	0	0	0	0	2.56564	0.00196	0	0.17514	2.28997	0	0	1.58663	0	0	21.5158	2.33002
SRS022077	0.3785	0.00252	30.99859	0	0.03406	0.00133	0	0.00184	5.72258	0	0	0	13.87603	0.7186	5.17216	0	0	0.03573	7.62013	0	3.88049	0.89098	0.0731	0	0.69965	4.39797	0	0.04285	2.51939	0	0.76781	0	0.06227	0.01082	0	0.07716	0.0061	1.05752	0	2.47042	0	0	0	0.07243	0.002	0.00054	0	0.00599	6.00E-05	0
SRS022079	37.20995	0.02253	34.16357	0	0.01308	0.05921	0	0.0924	0.01387	0	0	0.03857	0.10701	0.01503	3.61105	0	0	2.31329	0.11442	0	0.02756	0.17862	1.1554	0	0	0.13689	0	4.84802	0.03321	0.00271	0	0	0.02488	0.47759	0	1.77889	0.00362	0.00166	0	6.31818	0	0	0	1.45547	0.08261	0	0	0	0.02251	0
SRS022083	1.44506	0.00012	14.46915	0	0.04937	25.5392	0	0.814	0	0	0	0.00527	0.01411	0	0.02042	0	0	8.07227	1.72448	0	0	2.51984	2.90624	0	0	0.01043	0	0.12823	0.04133	0.00022	0.42228	0	1.34527	6.5093	0	4.58146	0.00909	0	0	0.11145	0	0	0	5.79228	1.72808	0.07764	0	0.0694	0.00294	0
SRS022092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS022129	0.70651	67.38728	1.67187	0	0	0	2.15796	0	0	16.46751	0	0	0.26432	0	0.01252	0	0	0	0.03837	0	0	0	0	0	0	0	0	0.08928	0	0	0	0	0	0	0	0	0	0	0	0.28102	1.73897	0	0	0	0	0	2.13605	0	0	0
