contig_id	type
S_6G8::172271	Novel
KWS_10906::81077	ref
KWS_10552::48577	ref
IF_091::233274	Novel
IF_137::120031	ref
IF_164re::75887	Novel
IF_065-2::70148	Novel
IF_019::40323	Novel
IF_068::52840	ref
KWS_10552::22283	Novel
KWS_10653::88030	ref
IF_118::3876	ref
IF_025::2265	ref
IF_030::107289	Novel
IF_064::40975	ref
KWS_10994::72625	ref
KWS_10909::16480	ref
KWS_10653::226292	ref
IF_013::80560	Novel
IF_025::198611	Novel
KeioHC_6::46070	Novel
S_7G1::12007	Novel
KWS_10903::219255	Novel
S_6G5::41595	Novel
KWS_10651::59783	ref
KWS_10459::131893	ref
KeioHC_I2::57939	Novel
IF_087::28884	Novel
KWS_10638::9288	Novel
KeioHC_5::23896	ref
IF_022::31070	ref
IF_100-2::192210	Novel
KWS_10641::21302	Novel
IF_155::4370	ref
IF_173::45191	ref
KWS_10636::41311	Novel
KWS_10647::73164	ref
IF_166::133748	Novel
KWS_10656::9889	ref
S_7G44::17778	ref
KWS_10549::107315	Novel
IF_050::217213	Novel
IF_101::237613	ref
KWS_10896::59243	ref
KWS_10993::135551	Novel
S_7G34::31477	ref
KWS_10993::61282	Novel
IF_025::186635	Novel
IF_072::17058	ref
IF_125::56799	Novel
IF_012::58397	ref
IF_004::11672	Novel
KWS_10477::265351	Novel
IF_065-2::186548	ref
KeioHC_I2::18267	ref
KWS_10997::23896	ref
KWS_10661::79835	ref
IF_042-2::23896	ref
KWS_10657::20163	Novel
IF_162::27536	Novel
KWS_10563::89804	ref
S_7G33::126978	Novel
IF_093::256492	ref
S_7G50::1596	ref
KWS_10997::37197	ref
KWS_10563::40764	ref
KWS_10469::214659	Novel
KWS_10653::97267	Novel
IF_087-3::20645	ref
KeioHC_121::99129	ref
S_7G49::158021	ref
IF_123::45286	ref
KWS_10985::71943	ref
IF_137::156975	ref
KWS_10997::25846	ref
IF_030-2::95921	Novel
S_7G45::97735	Novel
KWS_10651::42067	ref
IF_016::90616	Novel
S_6G4::152858	ref
KWS_10562::26684	ref
S_7G27::140566	ref
IF_025::226522	ref
IF_087::103812	Novel
IF_185::56602	ref
IF_169::197868	Novel
S_7G21::22832	ref
S_7G16::90361	Novel
S_7G27::9596	ref
S_7G8::57504	ref
KWS_11008::51470	ref
KWS_10987::18871	ref
KWS_10984::140823	ref
S_7G10::85473	ref
KWS_10996::220497	ref
IF_013::4258	ref
S_7G25::234973	ref
IF_086::66786	Novel
IF_079::78690	ref
S_7G29::1252	Novel
IF_015::7444	ref
KWS_10638::24124	ref
IF_122::1696	ref
IF_130::224119	Novel
IF_093::27486	Novel
IF_130::22172	ref
S_6G10::106195	Novel
IF_012::203004	Novel
IF_069::6518	Novel
IF_008::22284	Novel
S_7G46::5891	Novel
IF_065::75887	Novel
IF_007::82076	ref
IF_080::11272	ref
KeioHC_112::38749	ref
S_6G6::9253	ref
IF_042-2::149849	Novel
KWS_10459::157747	Novel
IF_042::118914	Novel
S_6G15::266278	Novel
IF_092::217808	ref
KeioHC_5::200100	ref
KWS_10648::32567	Novel
IF_104::70395	ref
KeioHC_121::73984	Novel
KWS_10895::276927	Novel
S_7G46::56296	ref
IF_068-2::52840	ref
KeioHC_9::116705	Novel
IF_073-2wa::22067	Novel
IF_085::86267	Novel
KWS_10903::10689	ref
S_7G48::5169	ref
KWS_10477::171354	Novel
IF_022::17955	Novel
IF_087::21248	Novel
IF_079::178345	ref
IF_028::7527	ref
IF_160::226603	Novel
KWS_10466::137663	Novel
IF_087-2::15768	Novel
KWS_10473::212959	ref
IF_068-2::9721	Novel
KWS_10910::277614	ref
IF_028::59783	ref
S_7G25::3166	ref
S_7G30::140288	ref
IF_173::4030	Novel
S_6G12::112240	ref
IF_114::245421	ref
IF_124::22768	Novel
IF_177::8051	ref
IF_028::171648	ref
IF_116::2410	Novel
IF_017::11445	ref
IF_164re::25328	ref
IF_123::59663	Novel
S_6G4::72443	ref
IF_164re::11395	ref
IF_087-2::18487	ref
IF_088-2::1654	ref
KWS_10561::36207	ref
KeioHC_15::108091	ref
KeioHC_126::5283	ref
S_7G5::112128	Novel
S_7G24::27908	ref
S_7G41::42335	Novel
IF_140::7089	Novel
KWS_10656::21429	ref
S_6G6::16662	Novel
IF_096::48498	Novel
IF_025::36764	ref
IF_084::44117	Novel
KeioHC_114::29392	Novel
KeioHC_103::18247	ref
IF_121wa::37639	ref
S_7G45::138189	Novel
KWS_10904::14241	ref
IF_185::138457	Novel
IF_149::91297	Novel
IF_177::197862	Novel
S_7G32::22435	ref
KWS_10637::165467	ref
KWS_10996::179595	ref
KWS_11003::8876	ref
S_7G50::6215	ref
S_7G31::59832	Novel
KWS_10560::19185	Novel
KWS_10633::13573	ref
IF_046::17692	Novel
KWS_10984::57153	Novel
S_7G10::90278	ref
KWS_10549::209935	Novel
S_7G20::36749	Novel
IF_087-2::95646	Novel
IF_013::39427	ref
IF_137::12434	ref
S_6G12::65401	Novel
S_6G6::118315	ref
IF_104::15749	Novel
KeioHC_2::8052	ref
IF_125::18661	ref
IF_095::208761	ref
S_7G15::36207	ref
KWS_10452::88926	ref
KeioHC_13::69663	ref
S_7G19::210065	Novel
IF_177::46352	ref
S_7G7::19404	ref
KeioHC_13::18202	ref
KWS_11002::176612	ref
KWS_10461::40659	Novel
KWS_10558::60274	ref
IF_140::24566	ref
KeioHC_4::32849	ref
S_6G8::20768	Novel
KeioHC_2::9447	Novel
IF_076::115467	Novel
IF_093::47126	Novel
IF_008::7093	ref
KWS_10632::23021	ref
IF_024-2::3042	ref
KeioHC_107::51885	ref
KWS_10567::8838	ref
S_6G3::124267	Novel
IF_093::67670	Novel
KeioHC_I2::30869	ref
S_6G13::270387	Novel
KWS_10915::36570	ref
IF_073-2wa::19056	ref
KWS_10461::1984	ref
KWS_10551::30145	ref
KWS_10632::237769	Novel
IF_128::35277	Novel
IF_093::17309	ref
KWS_10548::19611	ref
S_7G18::122370	ref
IF_007::21071	ref
KeioHC_123::16727	ref
KeioHC_120::101088	Novel
IF_087::142299	Novel
IF_087-3::195935	ref
IF_087::98966	Novel
KWS_10465::61722	ref
IF_030::224399	Novel
KWS_10559::52732	ref
KWS_10987::104373	Novel
IF_053::30004	ref
IF_099::13622	ref
S_6G7::192672	ref
IF_095::44866	ref
IF_011::22936	ref
S_7G50::187897	Novel
S_7G31::113992	Novel
IF_166::187157	Novel
KWS_10646::97159	ref
IF_167::34117	Novel
KWS_10984::161541	Novel
IF_097::7527	ref
KeioHC_115::205416	ref
KWS_10893::117	Novel
KWS_11004::34321	ref
IF_163::33001	ref
IF_130::8135	ref
KWS_10661::163433	ref
KeioHC_101::5169	ref
S_7G1::45677	Novel
IF_101::23896	ref
IF_115::18608	ref
IF_149::53473	Novel
KWS_10563::168845	ref
IF_063::283813	Novel
IF_065-2::22230	Novel
KeioHC_110::274061	Novel
KWS_10912::9963	Novel
S_7G3::92333	Novel
KWS_10897::67314	Novel
S_7G12::82856	ref
KWS_10906::271399	ref
IF_150::24645	Novel
S_7G15::122517	ref
KWS_10639::78140	Novel
IF_030-2::21635	ref
KWS_10551::11292	Novel
IF_139::11309	ref
IF_004::11537	ref
KWS_10633::128684	ref
KeioHC_2::152702	Novel
IF_007::21195	ref
IF_178::34403	ref
KWS_10650::173904	Novel
IF_011::18959	Novel
IF_083::159588	ref
IF_121wa::12306	ref
S_6G7::24867	ref
IF_007::213416	ref
S_7G28::270981	Novel
IF_121wa::52628	ref
S_7G49::43103	ref
S_6G7::32791	ref
IF_162::3133	Novel
IF_185::1083	Novel
S_7G45::105405	ref
IF_085::229287	Novel
IF_014-2::137609	Novel
IF_128::34994	ref
IF_184::62381	ref
KeioHC_3::215584	ref
IF_068-2::128683	ref
S_7G40::180638	ref
IF_033::6849	Novel
IF_173::33670	Novel
KWS_10894::31951	Novel
IF_114::7990	ref
KWS_10656::33353	ref
KWS_10468::154091	ref
KWS_10984::69109	ref
IF_088-2::119863	Novel
S_7G34::165463	Novel
IF_090::1667	Novel
IF_123::23897	Novel
S_7G14::242089	ref
KWS_10641::107810	ref
IF_155::25458	Novel
IF_073-2wa::24793	Novel
S_7G51::16886	Novel
KeioHC_10::33505	ref
S_7G27::54174	Novel
IF_100-2::16063	Novel
KWS_10477::77636	Novel
IF_137::6557	ref
IF_132::78557	Novel
KeioHC_11::116990	ref
S_7G40::99226	ref
KWS_10476::107008	ref
KWS_10992re::128566	ref
IF_093::77784	ref
S_7G38::135563	ref
S_7G7::51382	ref
KWS_10661::263443	Novel
IF_187::264679	ref
IF_100-2::174949	ref
IF_150::10109	ref
KeioHC_110::17850	ref
S_7G40::97335	ref
KeioHC_10::37631	Novel
KWS_10562::2148	Novel
KeioHC_I2::102872	ref
IF_077::112642	Novel
KeioHC_7::78310	ref
S_6G1::113521	ref
S_7G19::120023	ref
IF_101::274804	ref
KeioHC_K2::3042	ref
KWS_11007::229467	Novel
KWS_11003::281258	ref
KWS_10464::30869	ref
IF_024-2::32461	ref
IF_171::323	Novel
S_7G16::75012	ref
IF_173::68044	Novel
KWS_10909::277506	Novel
KWS_10549::234685	Novel
IF_070::1125	Novel
S_7G6::68945	ref
IF_073-2wa::166910	Novel
S_7G3::288390	ref
IF_110::12070	ref
IF_036::3643	Novel
KWS_10552::117419	ref
S_7G38::56638	Novel
KWS_10653::166145	ref
IF_074::49922	ref
IF_176::132930	ref
KWS_10480::20542	Novel
KeioHC_5::187451	ref
IF_003-2::105467	Novel
S_6G10::64998	ref
IF_101::3133	Novel
KWS_10897::114060	ref
S_7G24::60580	ref
IF_011::4621	Novel
KeioHC_106::19793	Novel
IF_087-3::54152	ref
IF_068-2::27427	ref
IF_099::5903	ref
S_6G5::100737	ref
KWS_10638::152776	ref
IF_015::31299	Novel
IF_067::58878	ref
IF_022::5034	Novel
KWS_10467::130531	Novel
KWS_10991::124055	Novel
KeioHC_112::118408	Novel
IF_100::170458	Novel
IF_159::21320	Novel
IF_165::68606	ref
IF_002::24645	Novel
S_7G12::67887	ref
KWS_10655::254642	Novel
KeioHC_5::16265	ref
KWS_10548::106804	ref
IF_161::2265	ref
KWS_10911::17551	ref
KWS_10896::3221	ref
KWS_10649::17173	ref
IF_095::170578	Novel
IF_073wa::13758	ref
IF_068-2::161967	Novel
KWS_10543::192262	Novel
KeioHC_13::26277	ref
S_6G15::191867	ref
IF_165::259901	ref
KWS_10473::51042	ref
IF_030-2::53749	ref
IF_067::51778	Novel
IF_149::28035	Novel
S_7G32::48245	ref
S_6G11::144982	ref
KWS_10996::144301	ref
S_7G44::110801	ref
IF_005::13199	Novel
KWS_11000::23897	Novel
S_6G4::8936	ref
IF_092::214723	ref
IF_62-2::152609	ref
KWS_10906::103446	ref
KeioHC_120::41419	ref
KWS_10633::162362	ref
IF_015::202078	ref
KWS_11009::5054	ref
KeioHC_110::31913	ref
IF_158::21634	ref
KWS_10649::9870	ref
IF_149::14991	ref
KWS_10546::242405	ref
IF_118::7488	Novel
KWS_10638::33712	Novel
KeioHC_120::33712	Novel
S_6G2::112957	ref
IF_137::1093	ref
S_6G14::69799	ref
S_6G16::235942	ref
KeioHC_110::31943	ref
IF_126::22806	ref
KWS_10473::62604	ref
S_7G44::79721	Novel
IF_012::279532	ref
IF_013::8806	ref
KWS_10651::133973	ref
IF_086::37370	ref
KWS_10915::51470	ref
IF_149::104188	Novel
IF_004::62362	ref
IF_178::43103	ref
KWS_10539::11220	ref
S_7G4::280237	Novel
IF_022::290249	Novel
S_7G27::149102	ref
S_7G1::241687	Novel
KWS_10464::64864	Novel
IF_176::27616	ref
IF_008::30830	ref
IF_177::291446	ref
IF_167::115265	ref
IF_167::11395	ref
IF_122::204517	ref
S_7G47::41780	ref
IF_076::103876	ref
IF_101::195555	Novel
S_7G27::223914	Novel
IF_042-2::41814	Novel
IF_041::14424	ref
KWS_10469::191712	Novel
KWS_10661::48879	ref
KeioHC_11::49922	Novel
IF_084::12871	ref
IF_081::35430	Novel
S_6G2::53899	Novel
IF_100::43939	Novel
KWS_10653::37723	Novel
IF_081::51746	Novel
S_7G20::70316	Novel
KWS_10632::102136	Novel
S_7G1::51489	ref
IF_024-2::51746	Novel
KWS_10539::84599	ref
KWS_10469::145633	ref
KWS_10987::97265	Novel
S_7G27::8412	ref
IF_128::42858	Novel
KWS_10539::267947	ref
IF_117::7488	Novel
IF_087::17539	ref
S_6G11::42166	ref
KWS_10547::26189	ref
KeioHC_120::34744	ref
S_7G43::49880	ref
IF_014-2::14811	ref
S_7G31::41502	ref
IF_042-2::1798	Novel
KWS_10563::65076	ref
IF_161::158368	ref
IF_106::68317	Novel
KWS_10543::58986	Novel
IF_080::18050	ref
S_7G22::27663	Novel
KWS_10784::113123	ref
KWS_10997::80625	Novel
IF_117::67990	Novel
IF_005::52298	Novel
KWS_10561::179669	ref
IF_087::5965	Novel
S_6G5::34561	Novel
KWS_11009::44956	Novel
IF_124::1254	Novel
IF_072::95338	ref
IF_042::177831	Novel
IF_032-2::41467	Novel
KWS_10476::46427	Novel
IF_030-2::19357	ref
IF_019::21429	ref
KeioHC_15::26659	ref
S_7G40::162621	ref
KWS_10551::139145	Novel
S_7G20::190011	Novel
IF_101::45982	Novel
KeioHC_2::37526	ref
IF_173::169335	Novel
IF_155::16870	Novel
KWS_10661::198582	Novel
IF_038::26906	Novel
KeioHC_106::61445	ref
KWS_10997::33382	Novel
KeioHC_7::31344	ref
KWS_10638::266470	ref
IF_107::27289	ref
S_6G16::77027	Novel
IF_161::37370	ref
IF_079::38257	ref
IF_150::42191	ref
S_7G34::18940	Novel
IF_013::230476	ref
KeioHC_106::4370	ref
IF_050::6732	ref
IF_128::9077	ref
KeioHC_115::4439	Novel
IF_118::198151	Novel
IF_073-2wa::2211	ref
S_6G6::15180	ref
IF_082::42067	ref
IF_032-2::27847	ref
S_7G26::27908	ref
IF_149::90986	ref
S_7G50::111311	Novel
IF_156::3106	Novel
KWS_10486::166819	Novel
KWS_10893::274202	ref
KWS_10897::46449	ref
KWS_10784::114518	ref
IF_030-2::30193	ref
S_7G29::33283	ref
KWS_10897::66496	ref
KeioHC_4::263387	Novel
IF_128::21761	ref
KWS_10476::177054	Novel
IF_104::27847	ref
IF_019::85189	Novel
S_7G34::166412	ref
IF_046-2::1679	ref
IF_070::66283	ref
KeioHC_112::75669	ref
KeioHC_115::108112	Novel
KWS_10452::75764	ref
IF_167::186673	Novel
KWS_10989::31344	ref
IF_050::14651	ref
S_7G43::23489	Novel
IF_017::85586	Novel
KWS_10473::89101	Novel
KWS_10637::118532	ref
KeioHC_13::21302	Novel
KWS_11008::157854	Novel
IF_123::7982	ref
S_7G25::96890	ref
IF_182::40525	Novel
KWS_10486::13173	ref
IF_100-2::22611	ref
KWS_10638::68116	ref
S_7G5::49216	Novel
IF_118::14836	ref
IF_083::272512	Novel
IF_089::19700	ref
S_7G31::83090	Novel
IF_170::286947	Novel
KeioHC_17::195598	Novel
KeioHC_103::19055	ref
IF_087-2::11346	Novel
KWS_10998::192240	Novel
KWS_10646::221673	ref
IF_065-2::261669	Novel
KeioHC_13::45712	Novel
IF_169::70550	Novel
IF_032::7089	Novel
IF_067::24534	ref
KWS_10988::104243	Novel
IF_027::160065	Novel
S_6G1::42191	ref
IF_117::29842	Novel
KeioHC_10::7073	ref
KWS_11000::84656	ref
IF_130::1254	Novel
KeioHC_7::45677	Novel
KWS_10476::283142	ref
IF_014-2::224777	ref
KeioHC_113::25690	ref
KeioHC_2::48037	Novel
KWS_10661::134709	Novel
IF_125::27063	Novel
IF_099::44579	Novel
KWS_10656::17551	ref
IF_177::229617	Novel
KWS_10637::80240	Novel
S_7G34::18761	ref
S_7G40::252406	ref
KWS_10638::114186	Novel
IF_116::120705	ref
IF_107::165672	Novel
IF_019::107410	ref
S_6G1::396	Novel
KeioHC_K2::15336	ref
IF_089::259352	ref
IF_082::13138	ref
IF_132::25986	ref
KeioHC_113::192801	ref
KWS_11003::222748	Novel
KeioHC_117::142459	Novel
KWS_10647::1093	ref
S_7G8::89804	ref
KWS_10996::66183	Novel
IF_053::125112	Novel
KeioHC_I2::269456	ref
IF_019::180988	ref
S_7G24::10617	ref
IF_012::6609	Novel
IF_030::53244	ref
KWS_10991::224525	Novel
KWS_10552::7083	ref
IF_118::197665	Novel
IF_097::112112	ref
KeioHC_9::75267	ref
KeioHC_7::45283	ref
S_7G47::50557	Novel
IF_008::1924	Novel
IF_014-2::123464	ref
S_7G19::76241	ref
KWS_10539::14899	ref
KWS_10910::82437	ref
KWS_10559::14811	ref
S_7G20::118093	ref
IF_117::66315	Novel
KWS_10631::105817	Novel
IF_008::3116	ref
IF_081::8513	Novel
KWS_10641::58423	Novel
KWS_10550::133261	ref
S_7G8::12871	ref
IF_133::203070	Novel
KWS_10466::39245	ref
S_7G30::39669	ref
KWS_10911::215814	Novel
KWS_10915::12871	ref
IF_62-2::17970	ref
IF_085::275227	Novel
KWS_10465::172345	ref
IF_025::12655	Novel
KWS_10991::321	Novel
IF_025::192666	ref
IF_148::7982	ref
KWS_10894::96675	ref
IF_017::74551	ref
S_7G17::9214	Novel
KWS_10551::43753	ref
KeioHC_14::198096	Novel
KWS_10896::81285	Novel
KWS_10551::49641	ref
IF_107::83855	Novel
IF_132::10317	Novel
S_6G16::152524	ref
IF_038::99221	Novel
KWS_10551::7488	Novel
IF_065::11059	ref
KWS_10988::284783	ref
IF_148::27939	Novel
KeioHC_106::23612	ref
IF_187::62023	ref
IF_016::102997	Novel
IF_155::9520	Novel
IF_128::108857	ref
S_6G14::229322	ref
KWS_11003::24754	Novel
IF_026::13586	ref
KWS_10467::6708	Novel
KWS_10988::174155	ref
S_6G6::95421	Novel
KWS_10461::104335	ref
IF_175re::138469	Novel
IF_166::16540	ref
IF_116::417	Novel
KWS_10477::44807	Novel
KWS_10991::272729	Novel
KWS_10989::1473	ref
KeioHC_5::50702	ref
KWS_11008::118739	Novel
KeioHC_9::76446	Novel
IF_050::7965	ref
KWS_10641::88163	ref
IF_176::113597	Novel
IF_030::31731	ref
S_7G50::40159	Novel
S_7G29::92964	ref
IF_012::271583	ref
KeioHC_15::38139	ref
IF_016::173832	Novel
S_7G24::121928	ref
IF_088-2::54006	Novel
IF_149::42858	Novel
KWS_10912::235376	ref
IF_033::73755	ref
S_7G24::3899	ref
S_6G8::26407	ref
S_7G27::77042	ref
KeioHC_9::218727	ref
IF_087::37416	Novel
IF_033::6040	Novel
S_7G28::185836	ref
IF_130::14799	ref
S_6G6::37213	Novel
IF_044::75076	Novel
S_7G33::45987	ref
KWS_11000::51197	Novel
S_7G38::182703	Novel
KWS_10466::17737	ref
KWS_10538::43753	ref
KWS_10466::30547	ref
IF_050-2::30145	ref
IF_088-2::74617	Novel
KWS_10546::242068	ref
IF_048::152695	Novel
IF_027::177340	Novel
KWS_10656::58612	ref
S_6G16::142574	ref
IF_163::19762	Novel
IF_100::8838	ref
IF_022::54258	Novel
KWS_10464::29842	ref
S_7G44::16673	ref
KWS_11004::41699	ref
S_7G8::17970	ref
KWS_10539::9323	ref
IF_022::29	ref
IF_101-2::11169	Novel
IF_028::38897	ref
KWS_11008::19993	ref
IF_067::85062	Novel
IF_117::142542	Novel
IF_101::22806	ref
S_6G2::249891	Novel
KeioHC_122::89178	ref
KWS_10452::84409	ref
KWS_10486::59988	ref
KWS_10473::158492	Novel
S_7G43::65484	ref
IF_109::163249	Novel
S_6G10::55192	ref
IF_002-2re::141702	Novel
KWS_10653::290148	Novel
S_7G40::17062	Novel
IF_125::74140	ref
S_7G12::62213	ref
KeioHC_104::131809	ref
S_7G30::161083	ref
KeioHC_15::87080	ref
IF_033::9880	Novel
KWS_11009::52900	ref
IF_111::14069	ref
KWS_10641::47065	Novel
KWS_10476::89804	ref
IF_100-2::69201	ref
IF_046-2::473	ref
S_6G2::65135	ref
IF_080::14574	Novel
IF_012::31556	ref
IF_091::141	Novel
IF_100-2::3061	ref
IF_100::56257	Novel
IF_101::26906	Novel
S_7G24::104790	ref
IF_104::51778	Novel
S_7G34::5958	Novel
IF_162::131026	Novel
IF_002-2re::70574	ref
KWS_10896::20227	ref
IF_183::56636	Novel
S_7G21::9615	ref
KeioHC_I2::55056	Novel
S_7G31::25308	ref
KeioHC_K2::6072	Novel
KWS_10552::4803	ref
IF_178::31524	ref
IF_047-2::1093	ref
KWS_10987::228696	ref
KWS_11007::11220	ref
KWS_10659::12879	Novel
IF_104::12879	Novel
IF_088-2::159115	Novel
IF_033::84184	Novel
IF_071-2::19611	ref
IF_104::229968	ref
KWS_10993::26077	ref
IF_166::221037	Novel
IF_185::63289	ref
IF_122::129074	Novel
S_7G25::12879	Novel
IF_187::34532	ref
S_6G15::290353	ref
KeioHC_17::262047	Novel
KWS_10894::11092	ref
S_6G5::99682	Novel
IF_022::177275	Novel
KWS_10911::23252	ref
S_6G3::124412	ref
KeioHC_107::117745	Novel
S_7G34::8135	Novel
KWS_10655::101869	ref
IF_137::137315	Novel
IF_085::193730	Novel
KWS_10920::31907	Novel
KWS_10992re::30216	Novel
IF_150::25002	Novel
KWS_10646::99533	ref
KWS_10991::210817	Novel
IF_007::167608	ref
S_7G43::10347	ref
KeioHC_117::10451	Novel
IF_028::27063	Novel
IF_028::39617	Novel
IF_178::9851	ref
IF_107::51403	ref
IF_002-2re::16105	ref
KWS_10552::6708	Novel
IF_016::43594	Novel
IF_148::1764	ref
KWS_11004::189261	Novel
IF_024-2::111661	Novel
IF_068-2::70550	Novel
IF_025::112429	ref
IF_012::18553	ref
IF_005::18608	Novel
IF_061-2::85062	Novel
IF_137::99960	ref
IF_028::9077	ref
KWS_10644::12611	ref
S_6G2::17062	ref
IF_099::34970	ref
KWS_10638::88486	Novel
IF_033::5418	Novel
IF_143::132190	ref
IF_149::39798	ref
S_7G40::178335	ref
IF_107::91763	ref
IF_050-2::17551	ref
KWS_10903::165772	Novel
IF_176::8135	ref
KeioHC_2::129895	Novel
IF_087-2::178634	Novel
KWS_10552::14311	ref
IF_087-3::98966	Novel
IF_014-2::30145	ref
S_7G26::87656	ref
IF_025::40660	ref
KWS_10563::1093	ref
S_7G5::59641	Novel
KWS_10655::120265	Novel
S_6G12::289988	ref
IF_068::169931	ref
IF_055-2::77723	ref
IF_122::1540	Novel
IF_050::118995	ref
KWS_11000::135563	Novel
IF_117::63735	Novel
IF_086-2::39943	ref
KWS_10633::157915	ref
IF_087-2::278369	Novel
KWS_10653::65356	ref
KeioHC_10::200041	ref
IF_032-2::56607	Novel
IF_064::71929	ref
IF_073-2wa::141015	Novel
IF_063::56976	Novel
IF_051::116194	ref
S_7G7::62653	Novel
S_7G41::156607	Novel
IF_093::16564	Novel
IF_030::47318	ref
IF_071-2::1475	ref
KWS_10656::143887	Novel
KeioHC_17::79892	Novel
KWS_10551::26721	ref
IF_109::25807	Novel
IF_179::102010	ref
KeioHC_U::61391	ref
KeioHC_112::120325	ref
IF_127::146398	Novel
KWS_10639::8745	Novel
IF_161::164163	ref
IF_166::39798	ref
IF_118::76064	ref
IF_106::69440	ref
KWS_10995::27908	ref
KWS_10563::114225	Novel
S_7G15::58895	ref
KWS_10655::120501	ref
KWS_10998::178702	Novel
KWS_10894::99742	ref
IF_060::7488	Novel
KeioHC_120::28265	Novel
IF_004::179600	ref
KWS_10903::24719	ref
S_7G7::280573	ref
S_7G30::40056	ref
KeioHC_110::42287	Novel
IF_047::150596	ref
IF_086::44956	Novel
IF_067::6547	ref
IF_130::157155	Novel
KWS_10986::88607	ref
KeioHC_10::139367	ref
IF_182::8698	ref
IF_048::29492	Novel
IF_013::183274	ref
IF_161::69715	Novel
KWS_10539::161022	Novel
IF_046::102321	ref
S_7G31::92425	ref
KWS_11006::237958	Novel
S_7G49::29643	Novel
IF_072::43914	Novel
IF_171::27764	ref
IF_114::261173	ref
KWS_10996::16376	ref
IF_013::37572	Novel
KeioHC_103::22123	ref
IF_077::202285	ref
IF_149::237546	ref
S_6G2::78813	ref
IF_150::36957	Novel
S_7G1::16438	Novel
KeioHC_116::3405	ref
S_7G46::36646	Novel
KWS_10997::77072	ref
KWS_10991::108112	Novel
KWS_10473::69145	Novel
S_6G5::7520	ref
KWS_10459::290560	ref
IF_030::203459	Novel
IF_073-2wa::3133	Novel
IF_101::164031	Novel
IF_101::211061	ref
IF_041::45631	ref
KWS_10896::44852	ref
S_7G50::52769	ref
KeioHC_121::73594	Novel
IF_101::19056	ref
S_7G10::1093	ref
IF_085::14811	ref
IF_081::84352	Novel
IF_087::191096	Novel
KWS_10631::244376	Novel
KWS_11004::34094	ref
IF_082::62620	ref
KWS_11002::172479	ref
KWS_10459::22723	ref
KeioHC_102::21429	ref
S_7G10::19357	ref
S_6G15::52900	ref
IF_122::1237	ref
IF_025::130222	ref
IF_127::189261	Novel
IF_065::125485	Novel
IF_024-2::18346	ref
KeioHC_4::72565	Novel
IF_007::168406	Novel
IF_081::11758	ref
KWS_10549::34737	Novel
KeioHC_5::49260	Novel
IF_088-2::22936	Novel
KWS_10648::23598	ref
IF_042-2::47711	Novel
IF_182::133020	ref
S_7G24::74862	ref
IF_173::67639	Novel
IF_079::106176	Novel
IF_030::6708	Novel
S_7G26::219940	Novel
S_7G25::3849	Novel
KWS_10549::24412	ref
S_7G31::44163	ref
IF_158::210139	ref
KWS_10655::229762	Novel
IF_116::32130	ref
KWS_10903::234782	ref
IF_093::648	Novel
KWS_10473::9214	Novel
IF_101::62040	Novel
KWS_10631::159750	ref
IF_112::42769	Novel
S_6G14::270923	Novel
KWS_10997::103685	Novel
S_7G4::18034	Novel
KWS_10636::246199	Novel
IF_025::236295	ref
KWS_10991::57156	ref
S_7G43::24566	ref
IF_025::56296	ref
KWS_10551::10293	ref
IF_038::209720	ref
KWS_10988::211729	Novel
KWS_10985::118670	Novel
IF_030-2::14414	ref
KWS_10548::287000	Novel
S_7G5::19209	ref
KWS_10912::87977	Novel
KWS_10636::97880	Novel
IF_081::141535	ref
KWS_10452::248791	Novel
IF_030::38746	Novel
IF_158::112882	ref
S_7G49::175980	ref
IF_099::80344	ref
KWS_10486::98900	Novel
IF_117::8052	ref
IF_068-2::38278	ref
IF_009::1254	Novel
IF_167::105225	Novel
IF_116::7488	Novel
IF_157::102064	Novel
KWS_10996::280877	ref
S_7G26::34084	Novel
IF_064::80864	ref
KWS_10637::49834	Novel
KWS_10452::117474	ref
KeioHC_126::149694	Novel
KWS_10549::188636	ref
S_7G39::25970	Novel
KeioHC_104::224605	ref
KWS_11007::47856	ref
IF_026::184049	Novel
KeioHC_112::128538	Novel
KWS_10468::74577	ref
KWS_10473::42191	ref
IF_013::77149	ref
KeioHC_13::58287	Novel
IF_042::27055	ref
S_7G33::251546	ref
IF_169::246562	ref
IF_033::30369	Novel
IF_012::127792	ref
IF_116::2756	Novel
KWS_10984::205757	ref
IF_028-2::155078	Novel
KWS_10989::30570	Novel
IF_148::51396	Novel
KWS_10639::9077	ref
KWS_10565::215838	ref
IF_033::128437	Novel
IF_042-2::47543	ref
IF_016::10689	ref
S_7G49::201693	Novel
IF_065::215457	ref
KWS_10652::69962	Novel
IF_188::13317	Novel
KWS_10549::27925	Novel
KWS_10563::32933	ref
KWS_10477::19269	Novel
KWS_10567::29408	ref
IF_001::k141_38556	ref
IF_002-2re::k141_108007	Novel
IF_002-2re::k141_54892	Novel
IF_002-2re::k141_44701	Novel
IF_002-2re::k141_51829	Novel
IF_002-2re::k141_103215	ref
IF_002-2re::k141_1965	Novel
IF_002-2re::k141_88527	ref
IF_002::k141_9663	ref
IF_002::k141_55863	Novel
IF_003-2::k141_16958	Novel
IF_003-2::k141_48768	Novel
IF_003::k141_33989	ref
IF_003::k141_55183	ref
IF_004::k141_98495	ref
IF_005::k141_2297	Novel
IF_005::k141_116399	Novel
IF_007::k141_94088	ref
