#OTUID	DN1BS	DN1R	DN1RS	DN2BS	DN2R	DN2RS	DN3BS	DN3R	DN3RS	DN4BS	DN4R	DN4RS	DN5BS	DN5R	DN5RS	DN6BS	DN6R	DN6RS	DN7BS	DN7R	DN7RS	DW1BS	DW1R	DW1RS	DW2BS	DW2R	DW2RS	DW3BS	DW3R	DW3RS	DW4BS	DW4R	DW4RS	DW5BS	DW5R	DW5RS	DW6BS	DW6R	DW6RS	DW7BS	DW7R	DW7RS	ZN1BS	ZN1R	ZN1RS	ZN2BS	ZN2R	ZN2RS	ZN3BS	ZN3R	ZN3RS	ZN4BS	ZN4R	ZN4RS	ZN5BS	ZN5R	ZN5RS	ZN6BS	ZN6R	ZN6RS	ZN7BS	ZN7R	ZN7RS	ZW1BS	ZW1R	ZW1RS	ZW2BS	ZW2R	ZW2RS	ZW3BS	ZW3R	ZW3RS	ZW4BS	ZW4R	ZW4RS	ZW5BS	ZW5R	ZW5RS	ZW6BS	ZW6R	ZW6RS	ZW7BS	ZW7R	ZW7RS
ASV_995	0	0	3	13	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	73	10	0	5	0	0	0	0	2	0	1	0	0	6	3	2	3	0	0	0
ASV_1061	0	0	0	0	0	0	0	0	0	138	13	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1235	0	0	0	1	0	9	6	0	0	2	3	2	6	0	3	27	37	19	0	0	0	0	0	0	0	16	22	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1034	0	0	0	0	0	0	0	0	3	0	17	3	1	0	0	11	3	5	0	0	0	1	0	4	0	0	0	0	3	0	0	0	6	0	0	1	12	14	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	3	0	0	5	0	6	8	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	11	22	0
ASV_1074	0	0	0	0	0	0	0	0	0	11	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	25	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	15	0	0	78	0	0
ASV_1093	3	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	1	18	8	0	0	1	0	0	1	0	0	0	4	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	9	17	0	0	1	0	4	7	0	4	0	38	5	0	0	7	1	0	1	1	2	0	1	0	0	0	0	1	0	0	0
ASV_1118	102	8	1	0	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	13	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
ASV_1476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ASV_1204	0	0	0	0	6	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	133	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0
ASV_1242	0	0	1	0	0	0	0	0	0	0	0	0	44	0	32	0	0	0	0	0	0	2	0	0	1	0	0	0	6	0	14	0	9	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	6	0	0	3	0	0	0	0	4	0	0	0	2	0	0	2	0	0	0	0	0	3	0	2	5	0	1	0	0	4	0	0	0	0	0	0
ASV_1381	0	0	0	14	0	0	24	5	42	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1046	0	0	0	0	8	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	1	0	0	0	3	7	0	4	91	0	2	0	0	0	0	0	2	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0
ASV_1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	6	1	0	0	0	0	8	4	41	0	19	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	13	3	15	1	35	0	0
ASV_1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	109	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	26	5	0	4	5	0	0	0	0	0	0	0	0	1	0	0	61	0	16	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1037	0	0	2	24	0	1	21	0	13	9	0	1	0	0	3	3	0	1	11	9	0	10	0	2	4	0	4	0	0	15	0	0	5	1	0	2	1	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_972	6	0	0	1	0	5	0	1	0	0	0	2	15	1	59	0	0	0	0	0	0	9	0	1	11	0	3	0	0	0	5	5	4	2	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0
ASV_1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	122	26	0	0	1
ASV_1085	0	0	0	0	0	16	0	0	0	61	24	19	1	0	0	0	0	2	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	43	1	0	4	4	6	0	0	1	0	0	0	0	0	1	0	0	5	2	0	2	0	0	0	0	61	0	3	0	2	3	0	0	3	0	5	0	0	0	0	0	0	0	0	1	0	0	0
ASV_1121	0	0	0	0	14	3	0	0	0	0	0	2	0	0	0	2	9	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	2	4	0	7	0	0	0	0	0	0	0	0	0	2	10	2	3	47	0	6	14	2	0	0	0
ASV_1233	0	0	1	0	1	9	0	0	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	1	0	21	5	1	0	2	9	0	1	0	0	0	5	0	1	3	0	1	0	0	2	0	0	0	3	0	0	1	0	0	0	0	4	5	0	3	7	3	2	0	0	1	1	6	1	0	0	1	2	1	0	17	0	12	2	0	0	6	0	2
ASV_1306	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	66	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	14	2	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	1	0	4	1	0	1	1	2	11	5	21	1
ASV_1569	0	0	1	15	0	0	26	2	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1106	0	0	7	12	0	11	11	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	22	0	0	0	38	0	13	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	0	4	1	0	1	1	0	9	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
ASV_981	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1071	2	0	0	1	0	0	0	1	0	0	0	0	44	0	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	17	0	0	0
ASV_1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	13	0	8	0	22	4	4	21	0	0	0	0	1	17	0	0	0	0	0	0	0	3	11	12	9	0	9	2	1	4	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1360	5	0	3	0	0	3	0	0	0	0	0	2	7	1	3	6	18	0	0	0	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	1	0	0	0	0	2	0	0	0	0	3	2	2	2	0	0	0	2	1	0	3	0	0	1	3	0	7	18	0	30	3	0	0	1	0	0	7	0	0	0	0	0
ASV_1109	0	0	0	0	0	0	0	0	0	0	0	0	16	22	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	76	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_1125	0	3	2	7	0	13	2	0	6	28	0	10	2	0	5	0	0	10	0	0	2	1	0	1	4	1	16	0	0	3	9	4	11	0	0	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_976	8	2	0	0	0	1	1	0	0	0	0	0	5	0	58	1	0	2	0	0	0	19	0	4	27	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	5	0	0	0	0	0	0	0	0	0
ASV_1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	7	3	0	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1008	20	0	0	26	0	6	20	0	0	9	0	0	1	0	3	0	0	0	0	0	14	4	0	0	5	0	9	1	0	0	0	0	0	5	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ASV_1070	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	113	0	0	0	0	0	0	0	0	0
ASV_1096	21	1	22	0	0	0	1	2	0	0	1	0	0	2	9	23	13	28	0	0	0	1	0	0	6	0	0	0	0	2	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1113	0	0	2	0	0	0	0	12	5	1	0	0	4	0	1	0	0	2	0	0	3	22	0	0	17	0	0	0	0	15	0	0	0	0	0	1	11	4	5	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	2	0	6	0	0	0	0	0	0	18	0	0	0	0	0
ASV_1240	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	71	0	62	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1255	1	1	1	0	0	6	4	1	4	3	2	0	4	3	2	12	6	7	4	5	1	0	2	2	0	0	4	1	2	3	2	2	1	3	0	1	1	1	1	1	0	2	1	0	1	1	1	1	0	1	0	0	0	2	0	1	2	1	2	3	6	0	1	6	0	1	2	0	2	2	1	0	2	0	1	0	0	2	3	1	0	2	0	2
ASV_1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	8	112	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_1211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	24	111	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1077	8	0	0	8	0	1	5	0	3	0	8	0	0	0	1	1	0	0	0	0	9	0	0	0	0	0	0	1	0	5	1	0	1	1	0	10	16	0	4	8	3	0	2	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	1	1	1	4	8	0	0	0	5	0	2	10	0	0	2	0	0	0	0	0	1	0	1
ASV_1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	14	67	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1127	0	0	0	0	0	0	0	0	0	40	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	29	0	0	0	0	0	0	0	0	0
ASV_1283	7	0	3	18	0	1	10	0	0	8	3	1	0	0	0	8	0	19	0	0	0	0	0	2	4	0	4	0	0	0	18	7	24	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1333	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	4	7	3	0	14	0	0	0	0	0	0	2	0	0	8	0	14	0	6	0	23	0	6	0	0	12	0	0	0	0	0	0
ASV_1068	11	0	16	2	0	1	4	0	0	0	0	1	0	3	14	0	0	0	0	0	11	6	1	11	10	0	1	0	0	0	15	2	5	9	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1219	9	0	1	3	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	0	4	1	0	5	5	0	0	0	0	0	3	0	3	0	0	0	28	0	14	4	0	2	0	0	0	0	0	0	4	10	3	1	0	0	0	0	0	1	0	5	3	6	3	2	0	0	0	0	0	11	0	1	1	0	1	1	0	0	0	0	0	1	0	0
ASV_1296	3	0	0	16	0	0	19	0	10	0	0	1	7	0	1	0	0	10	0	0	0	5	0	2	1	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	10	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	10	25	4	4	5	15	9	15	2	5	0	2	0	0	0	0	0	0	0	0	0	14	9	9	0	0	9	1	0	0	0	0	2
ASV_1197	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	4	55	0	11	0	0	0	0	0	0	0	0	0	0	0	1	38	0	0	1	0	1	0	7	0
ASV_1272	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	25	0	0	2	10	27	1	0	7	0	0	0	3	0	6	0	0	16	0	0	0	6	0	2	0	0	30	2	0	1	0	0	0
ASV_1389	10	3	0	10	0	0	15	2	0	37	4	9	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	9	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	129	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1064	0	0	0	16	0	0	21	0	3	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	14	0	4	18	0	6	4	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	2	1	4	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	16	0	1
ASV_1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1157	0	0	4	13	0	0	5	0	0	1	5	27	0	0	0	4	0	5	0	0	2	0	0	1	0	0	0	0	50	1	3	0	0	1	0	0	2	4	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2
ASV_1214	0	0	0	14	14	1	11	0	0	5	0	0	0	0	0	14	0	2	0	2	0	0	0	0	2	0	2	0	9	1	0	1	0	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	27	2	0	1	0	3	0	1	0	0	0	1	0	1	0	0	0	0	5	4	0	9	1
ASV_2907	5	9	13	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	1	0	1	2	4	0	0	0	0	0	0	0	0	2	4	0	1	1	0	0	0	0	0	0	0	0	0	15	3	2	0	5	6	0	2	0	3	0	0	0	0	1	2	1	1	0	0	2	0	3	13	0	3	13	0	6
ASV_1232	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	79	35	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1135	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6	0	0	9	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1176	0	0	0	0	0	0	0	0	0	0	0	0	66	2	20	17	9	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_1189	0	0	0	1	0	2	0	0	4	0	0	0	34	8	2	11	0	0	1	0	0	2	14	22	4	0	1	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
ASV_1220	122	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	27	5	49	0	0	0
ASV_1304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1252	0	0	0	6	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	38	0	3	29	0	0	0	0	10	0	0	1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2508	0	0	0	0	2	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	27	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ASV_1108	2	0	0	0	0	0	0	1	2	1	0	0	1	0	2	1	0	4	1	0	0	0	0	2	0	0	0	0	0	4	15	0	2	1	0	2	0	0	0	2	0	2	10	0	2	3	0	0	3	0	13	1	0	0	1	0	1	1	0	1	1	0	6	8	0	2	2	0	3	9	0	2	8	0	1	0	0	0	3	0	0	3	0	5
ASV_1188	0	0	0	11	0	0	10	0	0	37	0	0	12	1	0	1	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	17	0	0	7	0	0	1	1	21	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_1216	0	0	0	0	0	2	0	0	0	1	0	0	11	0	8	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	0	1	0	0	4	6	0	0	1	1	14	0	0	0	5	0	4	14	4	4	0	0	0	2	0	3	4	0	3	7	0	14	3	0	1	0	0	3
ASV_1004	0	0	0	0	0	0	0	0	0	119	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
